Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;N;30;30;30;30;30;30;30;30;30;30;30;30;30
1387;Min;5.0;5.0;0.0;3.0;7.0;2.0;4.0;1.0;3.0;5.0;2.0;8.0;142.0
1387;Q1;11.2;11.2;10.0;12.0;10.0;7.0;5.2;6.0;7.0;12.2;11.4;13.2;159.2
1387;Q2;17.0;15.4;15.0;14.8;15.0;7.4;7.4;8.0;9.4;15.0;17.4;16.0;172.4
1387;Q3;19.0;17.0;17.0;18.0;16.0;11.6;10.6;10.6;12.0;18.0;20.6;19.0;176.0
1387;Q4;23.8;19.0;20.0;20.8;21.0;13.8;13.8;12.8;14.0;20.8;23.8;22.0;182.6
1387;Max;29.0;25.0;29.0;28.0;27.0;19.0;18.0;17.0;22.0;25.0;27.0;28.0;196.0
1387;Mn;18.5;16.5;16.0;18.0;15.5;9.5;9.5;9.0;11.0;17.0;19.0;17.5;174.5
1387;Md;17.5;15.4;15.6;16.5;15.7;9.8;9.8;9.1;11.0;16.2;18.1;17.6;172.3
1387;S;5.98;4.92;6.32;5.84;5.37;4.41;4.41;3.74;4.66;5.11;6.08;4.96;12.05
1387;Cv;0.34;0.32;0.41;0.35;0.34;0.45;0.45;0.41;0.42;0.32;0.34;0.28;0.07
1387E;N;30;30;30;30;30;30;30;29;29;29;29;29;28
1387E;Min;4.0;4.0;0.0;4.0;4.0;3.0;3.0;1.0;4.0;6.0;1.0;6.0;159.0
1387E;Q1;11.4;11.2;11.2;11.4;10.2;7.0;5.0;7.0;8.0;13.0;14.0;13.0;165.0
1387E;Q2;17.0;15.4;15.0;15.4;14.4;8.4;7.0;9.0;10.0;18.0;17.0;18.0;173.6
1387E;Q3;20.2;18.0;17.0;18.0;17.6;11.6;10.0;10.0;11.0;19.0;21.0;21.0;180.4
1387E;Q4;23.8;19.8;21.6;21.8;21.8;13.0;14.0;12.0;16.0;22.0;23.0;23.0;185.6
1387E;Max;28.0;25.0;29.0;28.0;27.0;22.0;19.0;16.0;20.0;26.0;27.0;28.0;200.0
1387E;Mn;18.0;16.5;16.0;17.5;16.0;9.5;9.5;10.0;11.0;18.0;17.0;19.0;176.5
1387E;Md;17.7;15.5;15.8;17.0;16.3;10.1;9.4;9.7;11.2;17.4;17.8;18.5;176.6
1387E;S;6.33;5.22;6.26;5.80;5.71;4.08;4.53;3.30;4.40;4.65;6.02;5.23;10.93
1387E;Cv;0.36;0.34;0.40;0.34;0.35;0.41;0.48;0.34;0.39;0.27;0.34;0.28;0.06
1428;N;30;30;30;30;30;30;30;30;30;30;30;30;30
