Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387E;;;6;6;;1;;1;2;;6;2;
1428;;;7;;0;0;;;;1;2;1;
8175;9;15;9;;7;;2;0;0;0;3;1;
8178D;;;0;0;;0;0;;0;0;0;;
8025;1;4;0;0;;0;0;0;0;;0;;
8019;;;7;;;0;;1;;;3;2;
6325O;;15;7;;7;;;11;;;9;;
9091O;8;7;;6;;;0;;3;;4;1;
1212E;13;;;;;;;;;;;;
2444;3;8;3;4;2;2;0;;0;1;1;0;
4452;4;8;3;3;1;1;0;0;0;1;0;0;21
B954;13;12;6;;3;;;1;0;;;3;
B893;10;;11;6;;3;;;1;1;7;;
B228;;4;0;;0;0;0;;0;0;0;;
B278;7;;3;;;;;2;;;;0;
0200E;9;6;3;2;2;1;1;0;;1;5;5;
0076;5;;1;2;2;3;;;;1;4;3;
1082;;8;9;4;5;2;;0;3;1;;1;
2331;8;;9;5;3;3;0;3;;;3;;
3469A;9;8;2;3;1;0;2;0;0;1;2;0;28
5973;3;;1;3;8;7;9;;;5;;3;
5960;;4;;;4;;;2;;1;;2;
5910;;11;2;8;8;6;6;;2;5;;3;
6001;;;;;;13;;;14;;;;
1111;17;;12;8;2;;0;0;4;1;11;2;
1109;;;;;;;;;;;;2;
8500A;1;4;1;0;1;1;0;0;2;0;2;0;12
5000C;4;14;4;3;2;3;0;1;;0;0;;
4121;3;2;0;0;0;0;1;1;0;0;0;0;7
5402;;;1;2;0;;;;;;;;
8096;1;;0;;0;0;0;;;;0;0;
1014;10;8;5;4;2;1;0;0;2;1;5;0;38
1024E;18;14;12;14;8;3;1;2;6;5;9;;
0367;3;;3;;1;;;;;;;;
5530E;1;2;2;0;2;2;1;0;1;1;0;0;12
3013;4;6;2;1;2;0;0;1;1;0;0;0;17
4642E;2;4;3;0;2;0;0;;0;0;1;3;
9898;;;;;;;;;;;1;0;
5270B;5;8;1;2;;0;1;0;1;;3;0;
9170;1;;;1;3;0;;;;0;;0;
C249I;2;10;11;5;5;2;;2;;;;5;
C649I;0;16;13;16;;;;;;1;;1;
C029O;2;;13;;12;15;;20;;;3;;
1549;;;0;1;0;0;0;0;0;0;0;0;
9771C;3;4;;3;1;2;0;;1;0;;0;
1505;4;6;3;4;0;0;;0;;;1;0;
3191E;9;15;9;5;3;5;;2;;;3;;
3129;;15;10;11;;;;;;;;;
3196;5;11;4;1;1;2;2;0;0;0;2;;
3200;6;9;7;2;2;2;2;0;1;0;0;0;31
3195;3;;3;1;1;2;0;0;;0;0;0;
3175;9;12;5;3;2;3;4;2;1;0;1;0;42
2462;14;16;;;;4;3;0;3;5;12;;
6155A;3;6;7;4;4;;1;1;1;0;;2;
6000A;4;;;3;;;;;;;8;;
7178I;0;4;2;;2;0;0;0;0;0;1;1;
7228;;;;2;;1;;;;;2;1;
9263D;3;;4;;6;2;;;;;;0;
1690A;;0;0;2;0;0;0;0;0;0;0;0;
1484C;1;3;1;0;0;0;0;1;0;0;1;0;7
1495;;;;;0;;;;;;;;
2867;;10;5;5;;2;;0;2;;2;0;
2870;8;5;3;;0;0;;0;;0;1;0;
C929I;;13;;;;;;12;1;2;6;;
C430E;6;;12;16;16;9;6;15;7;17;10;18;
C139E;;11;8;8;5;;;;2;2;;8;
C449C;;;0;3;;0;1;0;0;0;;;
C447A;0;11;;7;6;;;7;;;3;;
C429I;6;13;;;10;;;16;;0;;;
2465;7;9;3;6;8;3;4;1;0;1;2;2;46
5796;;3;;;;;0;1;0;0;0;;
5783;4;;1;2;;0;;;0;0;;;
2030;7;11;;;1;1;1;0;0;0;1;0;
0016A;10;10;10;5;6;;;1;;;6;0;
9981A;5;14;16;8;8;3;1;1;3;0;5;;
9381I;4;7;;1;;0;1;2;;0;0;0;
8368U;;;;;1;1;0;;1;0;0;0;
3260B;5;11;6;;4;4;3;0;0;0;4;;
8414A;12;15;7;;5;2;;;3;;3;3;
2422;4;7;;2;0;;1;0;;0;0;0;
2614;;;;0;0;;0;;0;;;0;
9390;;7;1;0;2;0;0;2;1;0;0;0;
9434;;12;19;9;;;8;9;;;;0;
