Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;14.6;13.3;13.9;15.0;18.4;20.3;23.0;23.5;22.0;20.2;16.0;16.2;18.0
1387E;14.9;13.9;14.4;16.4;18.6;21.0;24.2;24.7;22.4;;15.6;15.8;
1428;12.4;;13.8;15.6;19.5;23.2;27.7;28.6;24.2;20.2;14.2;14.4;
8175;13.1;13.0;14.8;18.7;22.4;30.8;34.4;32.9;29.5;23.2;14.8;11.5;21.6
8178D;13.6;13.5;15.5;19.1;22.7;31.1;34.9;33.9;30.5;24.0;15.4;12.1;22.2
8025;18.9;19.3;20.0;22.0;24.2;28.3;31.1;30.4;29.7;25.9;20.8;17.8;24.0
8019;18.9;19.4;20.1;;;29.1;;30.7;;26.5;21.5;18.5;
6325O;;18.3;18.5;20.7;23.6;27.2;32.5;32.1;29.9;26.2;20.3;18.2;
9091O;11.1;10.6;11.1;14.4;20.0;23.7;26.2;28.6;25.9;19.7;12.4;9.5;17.8
1212E;15.8;;14.0;15.5;;21.0;;;;;15.0;;
1208H;15.9;14.6;14.3;15.1;18.5;20.8;22.7;23.8;22.5;19.0;15.4;16.0;18.2
1249I;14.3;12.3;13.1;15.2;18.8;21.1;22.9;24.8;22.5;19.0;13.8;13.7;17.6
2444;10.1;8.9;10.4;12.6;17.3;26.0;30.1;29.9;25.2;19.5;10.6;10.8;17.6
4452;15.5;15.9;17.9;20.9;24.2;32.6;37.7;37.5;33.2;26.1;17.8;15.6;24.6
B954;17.5;17.3;17.7;20.0;22.4;;29.7;29.3;28.6;;19.5;17.3;
B893;16.2;15.8;15.9;19.2;;27.9;;29.7;28.8;24.7;20.0;;
B228;18.0;17.6;17.7;20.3;22.8;27.6;30.4;29.9;;25.4;20.7;18.8;
B278;17.7;17.3;17.4;20.4;23.3;28.9;32.5;31.4;29.6;25.0;20.1;18.0;23.5
0200E;14.2;15.6;15.6;17.8;21.0;26.5;29.6;29.2;27.0;20.0;16.0;14.4;20.6
0076;16.1;16.3;16.3;18.3;21.2;25.7;28.5;28.8;27.5;22.1;18.4;16.0;21.3
1082;15.9;13.8;14.1;17.2;21.4;23.5;25.2;27.9;26.3;21.3;15.7;15.7;19.8
2331;8.7;8.6;9.6;12.4;18.1;24.5;28.7;28.8;25.0;19.6;10.7;10.5;17.1
3469A;13.1;13.2;15.0;17.9;21.4;30.7;36.1;35.8;31.1;24.2;15.7;13.5;22.3
5973;17.4;16.6;17.1;19.5;22.4;26.4;29.0;;27.6;24.2;19.3;17.9;
5960;18.0;18.0;19.9;22.7;25.9;32.0;35.8;35.7;33.1;27.5;20.0;18.3;25.6
5910;17.9;18.0;18.3;21.4;24.3;28.6;32.0;32.5;30.1;25.6;19.6;18.0;23.9
6001;;;;;;24.5;27.9;27.7;26.4;23.4;;18.5;
