Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;9878(10);9921(13);9973(04);9855(10);9829(08);9959(15);10046(19);10016(19);9999(13);9868(23);9818(21);9961(03);9818(21/nov)
1387E;9832(10);9883(13);9929(04);9807(10);9785(08);9915(15);10004(19);9975(19);9951(13);;9778(21);9918(03);
1428;9531(10);9591(26);9633(04);9511(10);9487(08);9618(15);9709(19);;9657(13);9533(23);9490(21);9613(03);
8175;9233(04);;9233(07);9193(05);9219(08);9242(15);9322(11);9307(18);9310(13);9212(13);9203(23);;
8178D;9279(04);9191(27);9281(04);9242(05);9262(08);9290(15);9365(11);9353(18);9344(13);9259(13);9248(23);9353(03);9191(27/feb)
8025;9935(04);9854(27);9936(04);9895(05);9934(09);9906(15);10009(22);10003(18);10002(13);9916(13);9921(22);9998(19);9854(27/feb)
8019;;9914(27);9995(04);;;9964(15);;10062(18);;9972(13);9978(22);10057(19);
6325O;10027(05);9962(27);10012(07);9978(05);10004(08);9994(15);10075(22);10068(18);10074(13);9988(13);9992(22);;
9091O;9371(10);9353(27);9414(04);9417(10);9397(08);9439(15);9558(19);9535(19);9479(13);9419(23);9371(21);9524(03);9353(27/feb)
1212E;9802(10);;;9779(10);;9868(15);;;;;9730(21);;
1208H;9946(10);9960(13);10004(04);9937(10);9909(08);10013(15);10107(19);10079(19);10066(15);9931(23);9886(20);10046(03);9886(20/nov)
1249I;9570(10);9578(13);9615(04);9550(10);9537(08);9627(15);9734(19);9705(19);9691(13);9558(23);9507(21);9671(03);9507(21/nov)
2444;8750(04);8690(27);8766(04);8735(04);8702(08);8788(15);8893(21);8871(18);8850(13);8748(13);8716(21);8808(03);8690(27/feb)
4452;9840(04);9814(27);9860(22);9804(04);9745(08);9861(15);9881(29);9875(25);9882(12);9801(13);9788(21);9817(03);9745(08/may)
B954;9998(04);9904(27);9997(05);9977(05);10003(09);9991(15);10078(22);10081(18);10079(14);9989(13);9998(23);10061(19);9904(27/feb)
B893;9901(04);9820(27);9823(07);9940(05);;9911(16);9999(22);;10000(14);9907(14);9929(23);;
B228;;9894(27);;;10026(09);;10083(22);;10083(14);;10015(23);10058(20);
B278;10002(04);9901(27);9992(05);10024(05);10030(09);;10091(22);10100(19);10086(14);10000(14);10011(23);10055(20);
0200E;9519(04);9395(27);9492(05);9542(05);9561(11);9536(15);9650(22);9640(17);9611(14);9520(14);9533(23);9623(19);9395(27/feb)
0076;9997(04);9872(27);9968(05);10009(05);10029(11);10000(15);10110(22);10095(19);10079(14);9989(14);9999(23);10108(19);9872(27/feb)
1082;9893(10);9894(27);9962(04);9928(10);9910(08);9972(15);10055(19);10048(19);10008(13);9933(23);9865(21);10047(04);9865(21/nov)
2331;8959(10);8927(27);8977(04);8985(10);8962(08);9014(15);9118(16);9111(19);9082(13);8990(23);8937(21);9078(03);8927(27/feb)
3469A;9594(04);9557(27);9625(04);9557(04);9512(08);9621(15);9662(29);9654(18);9653(12);9566(13);9549(21);9597(03);9512(08/may)
5973;10090(05);10061(27);10076(22);10063(04);9978(08);10102(15);10104(19);;10117(12);10018(13);10016(27);10050(03);
5960;10055(05);10027(27);10050(22);10032(04);9960(08);10070(15);;10072(25);10088(12);9994(13);9990(22);10024(03);
5910;10066(05);10048(27);10065(22);10051(04);9957(08);10077(15);10085(19);10079(26);10102(12);10000(13);9990(22);10032(04);9957(08/may)
1111;9897(10);9869(13);9933(04);9906(10);9879(08);;;10025(19);9987(15);;9826(21);10006(04);
1109;;;;;;;;;;;;10070(04);
8500A;9949(04);9839(27);9941(04);9940(05);9974(11);9932(15);10060(22);10045(19);10036(14);9940(13);9950(23);10072(19);9839(27/feb)
5000C;9985(05);9954(27);9978(22);;9914(08);10000(15);10022(12);9999(18);10036(07);9926(13);;;
4121;9337(04);9255(27);9339(07);9292(04);9287(08);9346(15);9416(22);9400(18);9402(12);9302(13);9302(22);9368(03);9255(27/feb)
5402;9960(05);9921(27);9969(07);;9894(08);9962(15);;;9996(12);;;9970(03);
8096;8969(04);8850(27);8966(04);8936(05);8952(08);8984(15);9069(22);9060(18);9054(13);8952(13);8938(23);9038(03);8850(27/feb)
