Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;0;0;0;0;0;0;0;0;0;0;0;0
1387E;;;;0;0;;0;0;0;;0;0;
1428;;1;0;0;0;0;0;0;0;0;0;0;
8175;0;1;0;0;0;0;0;0;0;0;0;0;1
8178D;0;0;0;0;0;0;0;0;0;0;0;0;0
8025;0;0;0;0;0;0;0;0;0;0;0;0;0
8019;0;0;0;0;0;0;0;0;0;0;0;0;0
6325O;0;0;0;0;0;0;0;0;0;0;0;0;0
9091O;1;5;2;0;0;0;0;0;0;0;1;0;9
1212E;0;0;0;0;0;0;0;0;0;0;0;0;0
1208H;0;0;0;0;0;0;0;0;0;0;0;0;0
1249I;0;0;0;0;0;0;0;0;0;0;0;0;0
2444;1;7;4;0;0;0;0;0;0;0;4;0;16
4452;0;0;0;0;0;0;0;0;0;0;0;0;0
B954;0;0;0;0;0;0;0;0;0;0;0;0;0
B893;0;0;0;0;0;0;0;0;0;0;0;0;0
B228;0;0;0;0;0;0;0;0;0;0;0;0;0
B278;0;0;0;0;0;0;0;0;0;0;0;0;0
0200E;0;0;0;0;0;0;0;0;0;0;0;0;0
0076;0;0;0;0;;0;0;0;0;0;0;0;
1082;0;0;0;0;0;0;0;0;0;0;0;0;0
2331;2;6;10;1;0;0;0;0;0;0;2;0;21
3469A;0;0;0;0;0;0;0;0;0;0;0;0;0
5973;;0;;0;;;0;;;0;0;;
5960;0;0;0;0;0;0;0;0;0;0;0;0;0
5910;0;0;0;0;0;0;0;0;0;0;0;0;0
1111;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;;;;;;;;;;;;0;
8500A;0;0;0;0;0;0;0;0;0;0;0;0;0
5000C;0;;;0;;0;;;;;;0;
4121;0;0;0;0;0;0;0;0;0;0;0;0;0
5402;0;0;0;0;0;0;0;0;0;0;0;0;0
8096;0;6;3;0;0;0;0;0;0;0;1;0;10
1014;0;0;0;0;0;0;0;0;0;0;0;0;0
1024E;1;0;0;0;0;0;0;0;0;0;0;0;1
0367;0;0;0;;0;0;0;0;0;0;0;0;
5530E;0;1;0;0;0;0;0;0;0;0;0;0;1
5514;0;1;0;0;0;0;0;0;0;0;0;0;1
3013;;;;;;;;;;;;0;
4642E;0;0;0;0;0;0;;;0;0;0;;
9898;0;1;0;0;0;0;0;0;0;0;0;0;1
5270B;0;1;0;0;0;0;0;0;0;0;0;0;1
9170;0;0;0;0;0;0;0;0;0;0;0;0;0
C249I;0;0;0;0;0;0;0;0;0;0;0;0;0
C649I;0;0;0;0;0;0;0;0;0;0;0;0;0
C029O;0;0;0;0;0;0;0;0;0;0;0;0;0
2661;1;5;3;0;0;0;0;0;0;0;0;;
1549;1;2;1;0;0;0;0;0;0;0;0;0;4
9771C;0;0;0;0;0;0;0;0;0;0;0;0;0
1505;0;3;1;0;0;0;0;0;0;0;0;0;4
3191E;0;3;3;0;0;0;0;0;0;0;1;0;7
3129;0;0;1;0;0;0;0;0;0;;1;0;
3196;0;0;0;0;0;0;0;0;0;0;0;0;0
3200;0;0;0;0;0;0;0;0;0;0;0;0;0
3195;0;0;0;0;0;0;0;0;0;0;0;0;0
3175;0;0;1;0;0;0;0;0;0;0;0;0;1
2462;14;14;15;11;6;1;0;0;1;0;13;3;78
6155A;0;0;0;0;0;0;0;0;0;0;0;0;0
6000A;0;0;0;0;0;0;0;0;0;0;0;0;0
7178I;0;0;0;0;0;0;0;0;0;0;0;0;0
7228;0;0;0;0;0;0;0;0;0;0;0;0;0
7031;0;0;0;0;0;0;0;0;0;0;0;0;0
9262;1;1;2;0;0;0;0;0;0;0;0;0;4
9263D;1;6;5;0;0;0;0;0;0;0;0;0;12
1690A;0;0;0;0;0;0;0;0;0;0;0;0;0
1484C;0;0;0;0;0;0;0;0;0;0;0;0;0
1495;0;1;0;0;0;0;0;0;0;0;0;0;1
2867;0;3;1;0;0;0;0;0;0;0;0;0;4
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;0;3;3;0;0;0;0;0;0;0;1;4;11
C139E;0;0;0;0;0;0;0;0;0;0;0;0;0
C449C;0;0;0;0;0;0;0;0;0;0;0;0;0
C447A;0;0;0;0;0;0;0;0;0;0;0;0;0
C429I;0;0;0;0;0;0;0;0;0;0;0;0;0
2465;1;8;5;0;0;0;0;0;0;0;1;0;15
5796;0;0;0;0;0;0;0;0;0;0;0;0;0
5783;0;0;0;0;0;0;0;0;0;0;0;0;0
2030;4;9;10;1;0;0;0;0;0;0;2;0;26
0016A;0;0;0;0;0;0;0;0;0;0;0;0;0
9981A;0;0;0;0;0;0;0;0;0;0;0;0;0
9381I;2;7;8;0;0;0;0;;1;0;0;;
8368U;0;2;4;0;0;0;0;0;0;0;0;0;6
8416;0;0;0;0;0;0;0;0;0;0;0;0;0
8414A;0;0;0;0;0;0;0;0;0;0;0;0;0
2422;0;2;1;0;0;0;0;0;0;0;0;0;3
2539;0;2;2;0;0;0;0;0;0;0;0;0;4
2614;0;0;1;1;0;0;0;0;0;0;0;2;4
9390;1;4;4;0;0;0;0;0;0;0;0;0;9
9434;0;0;1;0;0;0;0;0;0;0;0;0;1
