Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;10111;10128;10112;10063;10073;10117;10131;10131;10127;10086;10089;10182;10113
1387E;10067;10083;10065;10016;10027;10072;10084;10086;10082;;10045;10137;
1428;9763;9773;9751;9704;9719;9763;9775;;9775;9735;9737;9825;
8175;9403;;9339;9325;9341;9358;9374;9385;9384;9362;9351;;
8178D;9445;9414;9382;9368;9383;9399;9416;9426;9427;9405;9394;9481;9412
8025;10119;10085;10052;10037;10052;10064;10078;10089;10087;10068;10060;10159;10079
8019;;10146;10113;;;10122;;10147;;10127;10121;10221;
6325O;10199;10166;10129;10108;10120;10127;10134;10147;10150;10134;10133;;
9091O;9597;9585;9568;9548;9558;9591;9617;9619;9609;9585;9571;9676;9594
1212E;10028;;;9989;;10036;;;;;10010;;
1208H;10170;10179;10166;10130;10138;10175;10201;10201;10189;10160;10155;10254;10177
1249I;9780;9787;9773;9738;9751;9790;9814;9815;9803;9773;9764;9861;9787
2444;8922;8904;8878;8857;8877;8910;8930;8936;8934;8899;8881;8967;8908
4452;10006;9990;9953;9912;9920;9936;9931;9939;9953;9929;9936;10024;9952
B954;10192;10155;10127;10115;10128;10140;10156;10166;10162;10145;10136;10236;10155
B893;10100;10063;10036;10037;;10063;10079;;10085;10072;10057;;
B228;;10155;;;10133;;10163;;10170;;10144;10245;
B278;10201;10163;10137;10131;10141;;10170;10180;10178;10164;10151;10253;
0200E;9698;9663;9645;9647;9660;9681;9702;9713;9705;9690;9668;9771;9687
0076;10189;10150;10132;10129;10138;10154;10172;10183;10177;10167;10152;10265;10167
1082;10143;10141;10126;10101;10106;10139;10164;10162;10149;10131;10122;10228;10143
2331;9168;9150;9131;9112;9128;9159;9182;9189;9182;9153;9137;9234;9160
3469A;9765;9748;9713;9679;9689;9707;9708;9716;9727;9702;9703;9793;9721
5973;10238;10220;10180;10142;10145;10155;10148;;10170;10149;10158;10236;
5960;10211;10191;10150;10113;10116;10126;;10127;10141;10122;10133;10210;
5910;10219;10201;10162;10123;10126;10137;10129;10138;10152;10131;10141;10217;10156
1111;10112;10116;10104;10076;10083;;;10143;10128;;10095;10197;
1109;;;;;;;;;;;;10266;
8500A;10151;10114;10091;10081;10092;10106;10124;10134;10130;10114;10104;10214;10121
5000C;10137;10116;10074;;10052;10062;10064;10074;10078;10060;;;
4121;9497;9472;9436;9414;9427;9443;9451;9461;9468;9444;9438;9526;9456
5402;10134;10107;10067;;10039;10043;;;10064;;;10144;
8096;9131;9100;9070;9061;9078;9102;9122;9130;9128;9103;9083;9170;9107
1014;10180;10174;10160;10138;10145;10175;10200;10199;10186;10169;10158;10266;10179
1024E;9876;9870;9858;9837;9847;9880;9906;9907;9892;9871;9856;9959;9880
0367;10024;;9973;;9983;9999;10017;10029;10023;10015;;10109;
5530E;9571;9544;9504;9480;9491;9504;9510;9522;9527;9508;;9580;
5514;9437;9410;9371;9347;9359;9374;9383;9394;9397;9376;9368;9443;9388
3013;8993;8965;8942;8932;8950;8978;9001;9008;9004;8976;8956;9048;8979
4642E;10218;10199;10160;10120;10122;10136;10130;10138;10152;10130;10141;10221;10156
9898;9549;9512;9494;9489;9503;9524;9546;9554;9553;9532;9512;9622;9533
5270B;9560;9533;9497;9473;;9499;9504;9514;9521;;9493;9572;
9170;9773;9753;9736;9715;9723;9747;9769;9775;9768;9750;9741;9851;9758
C249I;10203;10206;10166;10131;;10145;;10116;10145;10115;10137;10187;
C649I;10184;10193;10152;10117;;10132;;;;10098;10121;10167;
C029O;10214;;10176;10142;10143;10155;10135;10125;10155;;10148;10200;
1549;9559;9554;9529;9492;9506;9540;9554;9561;9560;9530;9528;9626;9545
9771C;9966;9928;9905;9897;9906;9920;9939;9950;9948;9938;9927;10049;9939
1505;9669;9677;9657;9616;9630;9671;9689;9691;9686;;9648;9739;
3191E;9061;9035;9009;8995;9013;9039;9058;9066;9064;9036;9019;9108;9042
3129;9537;9510;9479;9460;9473;9487;9501;9510;9514;9493;9486;9582;9503
3196;9417;9391;9361;9343;9357;9375;9389;9397;9401;9378;9368;9461;9387
3200;9496;9470;9439;9419;9432;9449;9462;9471;9475;9453;9445;9540;9463
3195;9439;9413;9383;9365;9378;9395;9410;9418;9421;9399;;9484;
3175;9501;9475;9445;9426;9439;9455;9469;9478;9482;9460;9452;9548;9469
2462;8129;8106;8083;8075;8104;8151;8182;8187;8174;8134;8096;8177;8133
6155A;10231;10204;10161;10133;10144;10149;;10167;10170;10155;10158;10245;
6000A;10173;10146;10105;10077;10087;10093;10096;10107;10110;10095;10099;10179;10114
7178I;10147;10114;10078;10058;10072;10080;10095;10107;10105;10090;10086;10186;10102
7228;10135;10102;10065;10046;10059;10067;10082;10093;10092;10078;10075;10174;10089
9263D;9667;9645;9628;9611;9622;9650;;;;;9636;9744;
1690A;10021;10028;9999;9951;9961;9997;10003;10008;10012;9979;9989;10085;10003
1484C;10060;10071;10044;9993;10005;10045;10048;10053;10058;10017;10025;10123;10045
1495;9900;;9880;;9844;9885;;;9898;;9863;9952;
2867;;9277;9250;9221;9236;9265;9279;9287;9288;;9248;9339;
2870;9327;9312;9284;;9265;9288;;;;;;;
C929I;10200;10218;10174;10142;10148;;10143;10131;10156;10118;10139;;
C430E;7731;7724;7686;7671;7679;7727;7742;7742;7731;7684;7677;7702;7708
C139E;;10209;10163;10124;10132;;;;10146;10101;;10163;
C449C;10195;10207;10165;10128;10132;10144;10125;10114;10142;10106;10131;;
C447A;9527;9536;9494;9464;9471;;;9472;9492;;9471;;
C429I;10145;10156;;10083;10088;;;10067;;10062;;;
2465;9059;9040;9014;8991;9009;9038;9056;9062;9062;;9016;9103;
5796;10137;10116;10074;;10043;10051;10046;10054;10069;10050;10060;10138;
5783;10204;10181;10141;10104;10108;10115;10109;10118;10133;10116;;10209;
2030;8961;8936;8917;8906;8924;8956;8980;8987;8980;8950;8929;9023;8954
0016A;10107;10067;10047;10043;10053;10070;;10098;10093;10081;10066;10179;
9981A;10142;10104;10083;10075;10084;10098;10114;10125;10122;10110;10099;10215;10114
9381I;9187;9156;9134;9124;9139;9164;9186;9194;9191;9166;9149;9245;9170
8368U;9168;9138;9112;9104;;9143;9165;9173;9171;9147;9128;9223;
3260B;9616;9591;9559;9535;9547;9561;9572;9581;9589;9567;;;
8414A;10136;10099;10071;10059;10071;10084;10102;10111;10108;10093;10084;10191;10101
2422;9354;9338;9313;9287;9302;9328;;9352;;9324;9315;9411;
2539;9228;9212;9189;9164;9181;9210;9228;9235;9233;9203;9192;9285;9213
2614;9441;9429;9403;;9387;9414;9429;9437;9437;9408;9402;9500;
9390;9304;9275;9254;9242;9256;9280;9302;9310;9306;9282;9269;9367;9287
9434;9899;9867;9844;9829;9838;9854;9874;9885;9881;9867;9860;9975;9873
