Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387E;2;3;3;1;5;3;10;10;1;4;4;7;53
1428;0;1;3;1;3;3;11;11;5;5;6;;
8175;2;6;6;5;6;11;21;18;7;5;6;4;97
8019;1;4;5;6;8;9;23;17;7;6;6;6;98
6325O;3;4;10;4;9;12;24;23;17;8;5;10;129
9091O;0;2;0;0;0;4;7;7;2;5;0;0;27
1212E;0;1;0;1;1;3;9;6;1;0;0;;
1208H;0;2;;;3;3;6;8;2;1;3;;
1249I;0;1;1;0;2;3;7;7;1;3;2;6;33
4452;2;5;9;4;8;15;26;25;19;9;8;15;145
B954;2;5;3;4;7;14;21;14;6;5;1;1;83
B893;0;2;2;0;2;8;19;15;3;1;0;2;54
B228;;;;;;;;;;;5;8;
B278;0;3;1;1;2;10;21;16;2;4;3;5;68
0200E;3;6;3;2;4;8;13;12;8;2;5;9;75
0076;2;6;3;0;3;6;11;10;6;1;5;11;64
1082;1;2;1;0;1;2;6;6;1;4;2;3;29
2331;1;3;0;2;3;7;10;14;6;7;1;2;56
3469A;1;4;5;4;7;13;23;20;13;8;6;9;113
5960;3;5;10;6;12;20;22;24;19;6;9;12;148
5910;2;6;7;5;10;16;20;20;15;5;9;10;125
1111;0;1;1;1;1;3;7;6;1;2;2;4;29
1109;0;2;1;1;2;3;7;8;2;1;4;4;35
5402;1;5;9;5;7;;;;;;;;
8096;2;6;2;3;5;8;17;18;5;6;6;5;83
1014;0;1;1;0;2;4;5;7;2;4;2;6;34
1024E;0;1;1;0;1;4;5;6;2;6;1;6;33
0367;2;4;3;1;3;5;;14;7;1;5;9;
5530E;1;3;9;4;9;14;24;22;11;6;5;10;118
5514;2;4;9;7;8;18;23;22;15;7;10;16;141
9170;1;4;0;1;3;5;14;12;4;8;2;0;54
C249I;2;0;0;5;3;14;14;17;5;3;1;6;70
C649I;4;1;;1;1;9;12;18;7;2;2;;
C029O;7;1;4;2;3;14;13;21;8;3;1;7;84
9771C;3;8;5;7;8;11;16;15;10;1;7;2;93
3191E;3;7;3;5;7;10;17;18;9;7;6;9;101
3129;2;6;6;6;6;11;20;21;9;6;7;9;109
3196;2;5;4;4;5;9;19;18;7;5;5;5;88
3200;2;6;6;4;5;11;20;17;7;5;7;4;94
3195;3;9;5;4;6;13;21;20;10;5;8;10;114
3175;3;8;4;3;6;12;19;18;7;7;8;7;102
2462;1;4;2;0;3;6;15;13;8;5;3;6;66
6155A;2;4;9;5;9;20;23;14;17;6;8;5;122
6000A;2;4;10;2;8;9;7;6;9;4;2;2;65
7178I;;;;3;7;11;23;16;7;4;6;5;
7228;4;4;6;2;7;9;23;18;4;5;5;8;95
9263D;0;2;1;1;3;5;9;12;5;9;2;2;51
1484C;3;3;5;5;4;6;19;19;7;4;6;12;93
1495;3;5;6;5;4;9;19;16;10;9;2;8;96
2867;1;5;2;3;6;10;20;17;9;5;2;3;83
C929I;4;0;4;0;6;6;2;7;5;1;4;5;44
C139E;5;0;2;2;0;2;11;12;4;2;0;5;45
C447A;5;0;3;0;0;6;12;11;2;4;1;;
C429I;12;4;8;1;4;15;23;21;16;7;5;5;121
5796;1;5;10;6;11;22;24;23;16;7;7;10;142
5783;3;6;12;9;10;16;24;28;18;9;10;13;158
0016A;3;5;3;3;5;8;13;7;6;2;5;6;66
9981A;3;6;3;8;5;6;15;14;6;2;6;10;84
8414A;2;7;6;4;7;9;16;15;7;4;9;7;93
2422;1;5;3;1;4;9;20;18;9;8;2;4;84
2539;2;5;1;1;5;10;20;19;11;7;2;4;87
9390;2;6;1;5;5;8;15;15;4;9;6;5;81
9434;0;5;2;2;4;6;14;14;3;2;3;1;56
