Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;24;21;18;17;18;11;3;5;11;9;18;9;164
1387E;;;;17;18;;4;3;10;;21;15;
1428;27;21;20;18;19;9;3;6;10;9;17;12;171
8175;8;9;11;13;9;0;3;3;1;9;9;9;84
8178D;10;10;11;12;9;0;3;4;1;10;11;8;89
8025;2;3;5;5;5;0;1;2;3;8;9;9;52
8019;3;4;5;4;5;1;1;1;2;5;7;10;48
6325O;3;3;2;6;5;0;1;1;1;3;6;9;40
9091O;21;20;20;23;16;8;6;3;11;6;12;13;159
1212E;21;18;22;22;13;16;12;9;12;12;15;8;180
1208H;23;16;22;24;15;10;12;8;9;10;14;7;170
1249I;21;17;22;20;20;14;16;9;10;9;14;6;178
2444;12;12;12;16;11;3;4;1;3;11;16;7;108
4452;19;13;9;12;12;0;2;0;1;8;10;6;92
B954;5;11;6;5;4;1;0;2;7;10;11;19;81
B893;7;16;9;9;6;1;0;1;6;9;15;12;91
B228;4;12;9;8;5;2;0;2;8;12;12;9;83
B278;4;12;7;8;5;2;0;2;7;13;10;7;77
0200E;3;8;8;13;10;2;4;3;8;9;11;6;85
0076;2;8;7;12;;3;4;3;7;12;11;4;
1082;18;21;21;19;15;12;15;9;12;9;15;7;173
2331;21;15;17;16;14;4;2;5;4;7;11;6;122
3469A;17;10;7;13;11;2;2;1;1;9;10;8;91
5973;11;13;8;7;9;0;1;1;1;6;11;9;77
5960;15;10;9;9;9;0;1;1;1;8;12;11;86
5910;10;9;7;8;9;0;1;1;1;6;11;7;70
6001;;;;9;;2;1;1;1;6;13;11;
1111;18;20;19;21;13;8;12;7;13;8;13;6;158
1109;;;;;;;;;;;;5;
8500A;0;2;5;8;8;2;1;4;4;7;10;8;59
5000C;15;14;7;9;10;3;0;1;2;4;15;12;92
4121;15;12;10;13;10;1;1;0;1;10;13;15;101
5402;15;12;9;11;10;0;0;0;1;7;10;6;81
8096;13;13;10;14;10;2;3;3;3;11;14;4;100
1014;24;20;22;20;18;11;15;10;14;9;17;6;186
1024E;24;20;23;18;18;11;17;13;14;12;16;6;192
0367;2;8;7;;13;7;4;4;6;15;9;4;
5530E;12;14;7;6;8;0;0;0;0;6;10;8;71
5514;11;14;9;4;9;1;2;1;1;6;11;8;77
3013;13;13;12;15;12;5;2;;3;9;11;4;
4642E;9;8;6;11;10;0;1;1;1;6;12;6;71
9898;8;11;7;11;8;6;3;3;3;8;9;4;81
5270B;14;13;11;14;10;0;2;2;1;5;12;7;91
9170;20;14;16;12;12;5;5;2;5;9;12;11;123
C249I;3;7;5;0;1;0;0;0;0;6;9;6;37
C649I;1;9;8;2;3;1;0;1;2;7;4;11;49
C029O;0;9;5;4;4;0;0;0;0;6;11;8;47
2661;20;13;12;18;17;5;3;4;4;9;10;8;123
1549;21;14;15;18;16;3;0;3;4;8;13;8;123
9771C;4;9;9;10;5;4;1;1;2;7;10;11;73
1505;23;19;19;21;16;10;2;6;8;9;17;10;160
3191E;15;9;13;16;12;3;4;2;3;12;15;6;110
3129;11;9;9;15;11;4;3;0;1;;13;6;
3196;11;10;10;13;9;3;3;0;1;12;10;6;88
3200;12;10;10;12;9;0;3;0;1;12;11;5;85
3195;13;10;10;13;9;2;3;0;3;13;14;5;95
3175;11;10;9;14;11;1;3;0;1;10;11;7;88
2462;17;18;16;17;14;5;4;2;5;13;19;7;137
6155A;6;9;5;5;10;1;1;0;1;4;9;9;60
6000A;7;6;6;5;7;2;2;1;2;2;10;13;63
7178I;4;4;3;4;5;1;0;1;2;8;7;12;51
7228;5;4;3;6;5;2;1;2;1;6;7;12;54
7031;4;5;3;5;4;1;0;3;4;5;8;;
9262;17;16;18;13;11;5;5;1;5;4;11;2;108
9263D;18;17;19;16;12;6;7;3;7;8;13;4;130
1690A;24;16;15;18;15;4;0;2;4;9;17;5;129
1484C;22;19;19;17;19;10;2;7;5;10;17;8;155
1495;27;17;20;17;19;7;3;6;5;8;16;8;153
2867;19;13;11;14;13;2;2;1;2;11;12;5;105
2870;20;13;11;15;13;2;;2;;13;12;4;
C929I;3;4;5;6;6;1;2;0;1;6;12;13;59
C430E;1;4;6;1;2;0;0;0;0;9;10;8;41
C139E;3;7;10;3;3;2;0;0;2;6;11;13;60
C449C;1;7;8;4;3;0;0;0;0;5;15;10;53
C447A;7;15;13;15;14;7;8;1;3;10;19;15;127
C429I;0;3;1;1;1;0;0;0;0;3;1;3;13
2465;14;14;15;14;13;4;5;1;2;13;12;4;111
5796;12;10;8;12;11;0;2;1;1;5;12;8;82
5783;16;6;9;11;11;0;2;1;1;6;11;7;81
2030;15;16;17;13;13;6;5;2;3;8;13;4;115
0016A;4;7;7;10;6;4;3;3;5;12;8;5;74
9981A;5;7;7;8;10;5;1;2;6;9;9;6;75
9381I;10;11;14;13;10;6;2;;5;8;10;8;
8368U;5;9;8;11;11;4;4;5;3;10;10;5;85
3260B;15;9;8;13;9;1;3;2;1;11;10;;
8416;3;3;5;6;7;2;0;4;5;9;10;11;65
8414A;4;5;6;8;6;4;1;3;5;8;11;7;68
2422;21;11;10;18;12;2;2;0;4;9;12;5;106
2539;19;13;12;18;12;2;3;2;4;7;12;8;112
2614;22;10;12;17;12;2;2;2;3;10;11;7;110
9390;13;12;15;13;8;5;4;3;3;9;14;5;104
9434;13;9;9;10;8;5;3;2;2;8;11;3;83
