Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;11.5;11.4;11.6;13.1;16.7;20.0;22.2;22.3;20.8;17.5;13.9;11.9;16.1
9091O;7.5;7.7;8.3;11.4;;18.3;22.3;24.1;;;9.7;7.6;
2444;;;5.5;;14.0;;;;20.9;14.8;;;
4452;11.5;11.2;12.7;16.3;20.3;26.8;31.3;31.0;27.3;20.7;13.3;10.2;19.4
0200E;9.6;9.2;9.3;13.7;17.3;23.2;26.6;26.2;;;;;
2331;5.1;5.1;5.5;9.4;15.6;23.2;27.7;27.6;22.7;15.7;7.8;5.4;14.2
3469A;10.7;10.2;11.6;14.7;18.6;26.0;31.2;32.0;28.1;21.0;13.5;10.2;19.0
8096;7.7;7.7;;13.4;18.0;25.8;;;24.6;;10.3;7.3;
1024E;8.8;8.1;8.6;11.8;16.0;19.4;;22.1;;;9.8;8.7;
4642E;;;;;;;;;;;17.4;;
1549;7.9;;10.2;13.6;17.4;23.6;29.3;28.6;23.6;17.9;11.1;7.6;
9771C;8.3;9.1;10.3;13.7;;;;;;;;8.6;
2462;2.1;1.9;1.0;2.3;7.8;14.1;19.9;;;;4.4;2.0;
7178I;13.2;;16.9;21.8;25.2;31.2;33.2;33.0;30.4;24.0;16.9;12.8;
1690A;10.8;10.4;11.1;14.6;18.3;23.5;30.1;29.6;24.4;18.3;12.8;9.8;17.8
1484C;11.4;11.0;11.3;13.1;16.2;19.2;22.1;22.5;20.5;17.6;13.8;11.3;15.8
2867;8.4;8.2;9.3;13.6;18.8;26.2;31.1;30.8;;18.5;11.3;8.2;
2422;6.5;7.0;8.7;12.8;18.6;26.5;31.2;31.4;26.1;;9.6;6.1;
2539;5.9;6.2;6.8;10.4;15.2;22.2;28.3;27.9;22.1;15.6;;5.3;
9434;10.1;;13.7;18.2;22.2;;;;;;;;
