Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;10300(28);10324(03);10248(01);10241(30);10241(01);10241(18);10199(13);10191(28);10224(27);10201(28);10242(14);10319(24);10324(03/feb)
1387E;10253(28);10277(03);10202(01);10194(30);10193(01);10195(18);10152(13);10147(28);10179(27);;10197(14);10275(24);
1428;9933(28);9949(03);9885(01);9865(30);9866(01);9880(18);9833(13);;9869(27);9856(28);9877(15);9961(24);
8175;9520(23);;9445(01);9416(30);9430(01);9453(19);9420(20);9451(12);9476(28);9496(28);9466(30);;
8178D;9560(23);9569(04);9485(01);9458(30);9469(01);9490(19);9459(20);9490(12);9516(28);9534(28);9505(15);9589(24);9589(24/dic)
8025;10253(23);10272(04);10160(01);10132(30);10148(01);10164(19);10135(15);10161(12);10175(28);10214(28);10196(30);10276(24);10276(24/dic)
8019;;10336(04);10221(01);;;10223(19);;10220(12);;10276(28);10257(30);10339(24);
6325O;10320(30);10324(04);10237(01);10201(21);10213(01);10230(19);10183(15);10213(12);10238(28);10273(28);10234(30);;
9091O;9745(29);9780(04);9697(01);9691(30);9699(01);9709(19);9681(14);9701(06);9703(28);9720(28);9739(15);9778(24);9780(04/feb)
1212E;10213(29);;;10164(30);;10162(18);;;;;10182(15);;
1208H;10355(29);10391(03);10312(01);10305(30);10312(01);10304(18);10272(13);10286(07);10296(28);10289(28);10330(15);10384(24);10391(03/feb)
1249I;9959(29);9978(03);9899(01);9906(30);9922(01);9913(19);9881(13);9889(06);9902(27);9900(28);9929(15);9984(24);9984(24/dic)
2444;9054(31);9052(01);8996(01);8971(30);8982(01);9004(19);8991(05);8995(06);9008(28);9025(28);9000(15);9081(24);9081(24/dic)
4452;10140(30);10119(04);10075(01);9997(30);10024(01);10035(19);9983(08);9984(12);10017(28);10040(29);10052(15);10151(24);10151(24/dic)
B954;10333(24);10348(04);10230(01);10207(30);10219(23);10234(19);10214(15);10237(12);10256(28);10291(28);10286(30);10352(24);10352(24/dic)
B893;10254(24);10250(04);10127(01);10117(21);;10140(21);10129(15);;10188(28);10207(28);10220(30);;
B228;;10347(04);;;10226(23);;10223(15);;10266(28);;10302(30);10358(23);
B278;10354(24);10354(04);10230(01);10220(30);10234(23);;10228(15);10248(12);10281(28);10306(28);10312(30);10367(24);
0200E;9858(24);9852(04);9726(25);9727(21);9736(03);9755(19);9746(15);9769(12);9809(28);9824(28);9881(30);9866(28);9881(30/nov)
0076;10361(24);10360(04);10220(25);10217(18);10224(03);10243(18);10226(15);10247(12);10291(28);10315(28);10333(30);10370(28);10370(28/dic)
1082;10328(29);10357(04);10271(01);10267(30);10276(01);10265(19);10244(14);10260(06);10259(28);10267(28);10304(15);10352(24);10357(04/feb)
2331;9307(31);9329(03);9254(01);9247(30);9254(01);9267(19);9241(13);9261(06);9269(28);9281(28);9274(15);9347(24);9347(24/dic)
3469A;9901(30);9888(04);9831(01);9772(30);9798(01);9813(19);9756(08);9768(12);9802(28);9827(28);9826(15);9916(24);9916(24/dic)
5973;10356(30);10321(08);10289(01);10225(21);10220(29);10234(19);10198(07);;10227(23);10241(28);10286(09);10351(23);
5960;10331(30);10294(08);10264(01);10196(21);10190(29);10207(19);;10166(12);10199(23);10221(28);10260(09);10325(23);
5910;10333(30);10310(08);10278(01);10203(21);10198(28);10212(19);10185(08);10184(22);10207(23);10231(28);10263(09);10329(23);10333(30/ene)
1111;10302(29);10329(03);10244(01);10241(30);10255(01);;;10223(06);10228(27);;10266(15);10320(24);
1109;;;;;;;;;;;;10398(24);
8500A;10303(24);10318(04);10192(01);10184(30);10185(01);10208(18);10184(15);10203(12);10242(28);10264(28);10271(30);10323(28);10323(28/dic)
5000C;10248(31);10219(04);10171(01);;10119(01);10155(19);10103(14);10127(12);10132(28);10186(28);;;
4121;9621(31);9614(04);9551(01);9511(30);9531(01);9546(19);9498(08);9518(12);9551(28);9569(28);9554(15);9644(24);9644(24/dic)
5402;10262(31);10236(04);10193(01);;10129(01);10141(19);;;10136(28);;;10269(24);
8096;9254(23);9259(04);9178(01);9153(30);9161(01);9192(18);9168(20);9191(07);9219(28);9235(28);9194(15);9277(24);9277(24/dic)
1014;10366(29);10393(04);10307(01);10295(30);10309(01);10299(19);10279(14);10289(06);10297(28);10308(27);10344(15);10387(24);10393(04/feb)
1024E;10049(29);10071(04);9995(01);9984(30);9995(01);9999(19);9973(14);9989(06);9993(28);9998(28);10037(15);10074(24);10074(24/dic)
0367;10198(24);;10063(25);;10068(03);10087(18);10075(15);10096(12);10140(28);10156(28);;10208(28);
5530E;9682(31);9664(04);9615(01);9562(21);9562(16);9592(19);9558(08);9575(12);9588(28);9630(28);;9698(24);
5514;9540(30);9521(01);9470(01);9422(21);9427(16);9456(19);9422(08);9440(07);9452(28);9494(28);9470(09);9550(23);9550(23/dic)
3013;9128(31);9132(04);9048(01);9046(30);9050(01);9075(18);9047(14);9071(07);9094(28);9108(28);9078(15);9156(24);9156(24/dic)
