Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
4642E;10345(30);10307(01);10278(01);10203(21);10197(29);10223(19);10178(07);10179(12);10212(23);10236(28);10262(09);10342(23);10345(30/ene)
9898;9688(23);9684(04);9591(01);9583(30);9587(23);9610(19);9599(15);9616(12);9657(28);9676(28);9675(30);9722(28);9722(28/dic)
5270B;9673(30);9655(01);9609(01);9555(21);;9588(19);9553(08);9565(12);9587(28);;9593(15);9685(24);
9170;9922(29);9957(04);9871(01);9865(30);9874(01);9879(19);9851(14);9857(06);9876(28);9896(28);9893(15);9956(24);9957(04/feb)
C249I;10282(30);10290(09);10245(25);10182(04);;10207(18);;10161(27);10192(23);10177(17);10236(10);10264(23);
C649I;10264(30);10276(09);10230(25);10170(03);;10193(18);;;;10159(09);10220(10);10239(23);
C029O;10293(30);;10258(25);10194(04);10219(28);10217(18);10195(01);10170(31);10203(22);;10246(10);10279(23);
1549;9715(29);9729(04);9672(01);9636(30);9653(01);9663(19);9619(14);9634(07);9654(28);9672(28);9674(15);9750(24);9750(24/dic)
9771C;10122(23);10139(04);10016(01);9991(30);10006(01);10027(19);10018(15);10034(12);10070(28);10090(28);10097(30);10160(28);10160(28/dic)
1505;9836(28);9860(03);9792(01);9775(30);9777(01);9788(18);9745(13);9754(06);9778(27);;9794(15);9867(24);
3191E;9187(31);9191(04);9113(01);9098(30);9109(01);9130(19);9103(05);9126(07);9150(28);9168(28);9131(15);9211(24);9211(24/dic)
3129;9667(30);9683(04);9597(01);9579(30);9591(01);9604(19);9565(14);9580(07);9611(29);9634(28);9614(15);9699(24);9699(24/dic)
3196;9543(31);9556(04);9474(01);9458(30);9468(01);9484(19);9446(14);9463(07);9493(28);9514(28);9490(15);9575(24);9575(24/dic)
3200;9623(30);9635(04);9556(01);9532(30);9548(01);9562(19);9522(14);9538(12);9568(28);9591(28);9569(15);9655(24);9655(24/dic)
3195;9564(31);9582(04);9490(01);9476(30);9490(01);9502(19);9469(14);9482(08);9516(29);9533(28);;9673(22);
3175;9631(30);9646(04);9561(01);9544(30);9556(01);9569(19);9530(14);9547(07);9577(29);9599(28);9577(15);9664(24);9664(24/dic)
2462;8259(23);8258(01);8191(01);8168(30);8184(19);8220(19);8219(08);8240(06);8245(05);8260(28);8204(15);8273(24);8273(24/dic)
6155A;10346(30);10338(04);10261(01);10219(21);10224(01);10251(19);;10227(07);10238(28);10290(28);10263(08);10366(24);
6000A;10286(30);10272(04);10199(01);10230(17);10158(01);10183(19);10135(16);10159(12);10170(28);10220(28);10194(09);10292(24);10292(24/dic)
7178I;10280(23);10295(04);10190(01);10156(30);10174(01);10187(19);10150(15);10182(12);10200(28);10237(28);10216(30);10306(24);10306(24/dic)
7228;10268(23);10280(04);10173(01);10140(30);10159(01);10170(19);10190(17);10166(12);10187(28);10221(28);10200(30);10289(24);10289(24/dic)
9263D;9815(29);9846(04);9759(01);9750(30);9762(01);9764(18);;;;;9778(15);9846(28);
1690A;10194(29);10197(03);10152(01);10107(30);10123(01);10122(19);10076(13);10075(07);10110(27);10113(28);10141(15);10222(24);10222(24/dic)
1484C;10229(31);10236(03);10180(01);10150(30);10148(01);10162(18);10114(13);10113(28);10152(27);10137(28);10160(15);10261(24);10261(24/dic)
1495;10065(31);;10011(01);;9979(01);9995(18);;;9991(27);;9994(15);10087(24);
2867;;9432(03);9373(01);9350(30);9362(01);9374(19);9336(14);9351(06);9370(28);;9380(15);9466(24);
2870;9472(31);9464(03);9410(01);;9397(01);9403(19);;;;;;;
C929I;10274(30);10294(09);10248(25);10200(04);10215(28);;10205(01);10178(31);10205(23);10178(08);10237(09);;
C430E;7785(31);7809(09);7753(25);7719(22);7739(28);7782(19);7784(27);7790(06);7768(08);7747(18);7759(10);7766(16);7809(09/feb)
C139E;;10284(09);10238(25);10188(01);10200(28);;;;10196(23);10165(08);;10250(16);
C449C;10280(30);10285(09);10243(25);10187(01);10206(28);10208(18);10189(01);10158(31);10196(23);10166(08);10231(10);;
C447A;9602(30);9611(09);9567(25);9514(04);9540(28);;;9518(31);9538(23);;9565(09);;
C429I;10216(30);10237(09);;10184(04);10162(28);;;10107(22);;10120(08);;;
2465;9197(31);9192(01);9135(01);9108(30);9121(01);9140(19);9110(05);9121(06);9142(28);;9139(15);9222(24);
5796;10254(30);10278(23);10189(01);;10114(29);10137(19);10096(07);10097(12);10128(28);10156(28);10180(09);10255(23);
5783;10328(30);10292(01);10265(01);10195(21);10186(01);10204(19);10163(08);10167(12);10198(28);10225(28);;10330(23);
2030;9100(23);9107(04);9029(01);9024(30);9032(01);9051(18);9030(14);9045(06);9069(28);9083(28);9051(15);9126(24);9126(24/dic)
0016A;10273(24);10272(04);10219(28);10135(18);10139(03);10161(18);;10163(12);10208(28);10228(28);10246(30);10282(28);
9981A;10301(24);10309(04);10181(01);10176(30);10181(01);10199(18);10179(15);10197(12);10240(28);10260(28);10277(30);10327(28);10327(28/dic)
9381I;9323(31);9336(04);9245(01);9237(30);9241(01);9267(18);9240(14);9260(07);9291(28);9304(28);9277(15);9354(24);9354(24/dic)
8368U;9302(23);9316(04);9225(01);9216(30);;9247(18);9218(15);9239(07);9269(28);9283(28);9256(30);9331(24);
3260B;9746(30);9755(04);9675(01);9650(30);9667(01);9679(19);9634(14);9645(07);9680(28);9702(28);;;
8414A;10279(24);10299(04);10176(01);10162(30);10168(01);10186(18);10165(15);10184(12);10218(28);10242(28);10236(30);10302(24);10302(24/dic)
2422;9491(31);9509(03);9447(01);9427(30);9436(01);9447(19);;9422(07);;9456(28);9450(15);9533(24);
2539;9366(31);9381(03);9319(01);9300(30);9311(01);9324(19);9287(14);9301(06);9319(28);9334(28);9324(15);9406(24);9406(24/dic)
2614;9579(31);9601(04);9537(01);;9526(01);9535(19);9498(14);9510(06);9530(28);9545(28);9544(15);9624(24);
9390;9437(23);9448(04);9367(01);9359(30);9365(01);9388(18);9357(15);9374(12);9406(28);9415(28);9393(15);9470(24);9470(24/dic)
9434;10035(24);10063(04);9964(01);9960(30);9965(01);9970(18);9945(15);9966(12);9993(28);10018(28);10011(30);10086(28);10086(28/dic)
