Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;9.5;8.7;8.2;9.1;12.1;14.7;16.6;16.6;15.3;13.1;10.0;9.8;12.0
1387E;7.6;6.7;5.9;6.9;9.9;12.9;15.4;14.7;13.3;;6.6;6.3;
1428;6.0;;4.4;5.5;9.1;11.8;14.0;13.9;11.8;10.4;6.4;5.8;
8175;3.5;3.2;2.7;6.4;9.4;14.7;18.3;17.3;14.1;11.2;4.3;2.5;9.0
8178D;4.0;3.6;3.6;7.3;10.0;15.1;19.0;18.1;15.1;11.6;5.3;3.1;9.7
8025;8.7;9.7;9.1;12.1;14.3;18.8;21.5;21.4;19.4;16.2;10.8;8.9;14.2
8019;8.0;9.0;8.6;;;18.7;;22.1;;17.2;11.7;9.9;
6325O;;9.9;9.9;13.0;15.2;18.9;23.4;23.3;21.4;18.5;12.8;11.1;
9091O;3.2;1.9;2.6;3.7;7.4;10.5;13.0;11.9;10.8;6.1;2.9;1.9;6.3
1212E;8.0;;6.2;7.4;;13.8;;;;;7.6;;
1208H;9.3;8.2;8.1;9.8;12.8;15.9;17.8;18.0;17.0;13.5;9.2;9.0;12.4
1249I;6.5;5.2;4.7;7.0;10.3;13.2;15.2;15.1;14.3;11.0;6.5;6.1;9.6
2444;2.1;0.7;0.0;3.5;6.8;11.4;15.1;15.1;11.4;8.1;2.6;1.1;6.5
4452;7.4;6.6;5.7;9.2;11.9;16.2;19.6;19.1;15.9;13.0;7.0;4.6;11.4
B954;9.9;9.5;8.4;12.3;13.9;;21.0;21.1;19.4;;11.8;10.0;
B893;8.8;8.2;7.7;10.9;;17.0;;19.9;18.5;16.2;11.3;;
B228;10.4;9.8;9.9;12.8;15.0;19.5;22.2;22.0;;17.7;13.5;10.7;
B278;6.0;5.8;6.0;9.7;11.9;15.9;18.8;18.2;16.8;14.8;10.3;6.5;11.7
0200E;7.3;6.9;6.6;9.3;11.8;16.7;20.1;19.8;17.7;14.1;9.3;8.6;12.4
0076;8.2;7.4;8.0;11.2;13.8;18.5;21.8;22.0;19.4;15.7;10.2;7.1;13.6
1082;6.7;5.8;5.7;7.4;11.0;13.4;15.8;15.5;14.8;10.4;7.4;6.3;10.0
2331;1.9;0.3;0.4;2.4;5.4;9.4;12.3;11.6;10.0;6.1;1.2;-0.1;5.1
3469A;6.2;5.3;5.0;8.2;10.8;15.6;20.3;20.1;16.2;12.7;6.8;4.5;11.0
5973;12.2;11.6;11.1;14.1;16.4;19.8;22.8;;21.2;18.8;13.1;12.2;
5960;7.6;6.4;4.7;9.6;12.8;15.4;19.3;19.6;15.8;14.0;8.3;6.7;11.7
5910;9.5;8.7;7.4;11.2;14.3;17.6;20.9;21.3;17.8;15.4;10.0;8.8;13.6
6001;;;;;;18.9;21.8;22.4;20.3;18.2;;14.3;
1111;9.2;8.0;8.1;9.2;12.2;14.5;16.7;17.3;16.5;13.1;9.6;10.0;12.0
1109;;;;;;;;;;;;7.0;
8500A;8.5;8.8;8.7;11.7;14.2;18.6;21.4;21.5;19.4;16.6;10.6;8.8;14.1
5000C;13.0;11.9;11.4;14.1;15.9;18.9;21.4;22.2;20.5;17.8;13.6;;
4121;5.0;4.0;4.3;7.9;10.8;16.3;20.9;19.9;16.0;11.9;5.5;2.9;10.5
5402;6.8;5.7;4.5;9.5;12.1;16.2;;;17.1;14.2;;5.6;
8096;2.9;1.7;1.8;5.1;8.2;13.7;17.8;16.9;12.7;9.7;3.6;1.2;7.9
1014;7.3;6.2;7.3;9.5;12.9;15.5;18.0;17.5;16.1;11.9;8.0;5.7;11.3
1024E;7.6;6.1;6.2;8.6;11.5;14.0;16.5;16.8;15.4;11.9;8.3;8.5;11.0
0367;3.2;;3.3;;9.3;13.9;;16.6;14.6;11.5;;2.3;
5530E;2.9;3.0;1.5;6.6;9.7;14.4;18.8;17.4;13.4;10.2;4.0;2.2;8.7
5514;3.7;3.4;2.4;7.1;10.0;15.2;19.4;18.3;14.8;11.3;5.1;2.9;9.5
3013;0.8;-1.1;-1.2;2.0;4.7;8.7;12.4;11.0;8.0;4.9;-0.2;-2.7;3.9
