Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;14.7;13.7;11.3;13.0;14.3;17.3;18.5;18.1;17.8;14.8;14.3;13.0;18.5
1387E;15.6;13.8;10.8;12.3;13.5;17.1;18.3;17.6;17.1;;12.9;11.5;
1428;12.9;;9.7;11.1;13.1;15.9;18.5;16.9;15.7;16.0;12.9;10.2;
8175;12.0;12.6;7.6;10.4;13.8;19.8;22.0;20.2;20.5;14.6;12.0;10.0;22.0
8178D;10.1;12.4;8.3;11.8;14.8;20.0;23.1;21.2;21.3;15.2;11.9;9.9;23.1
8025;13.1;17.7;15.2;15.9;18.1;23.0;23.7;24.3;23.1;20.0;17.0;14.9;24.3
8019;12.4;16.2;13.9;;;22.4;;24.5;;21.2;17.2;15.2;
6325O;;13.2;12.6;16.6;18.0;22.5;25.4;25.6;25.0;22.3;18.9;14.2;
9091O;11.4;7.8;8.3;10.2;12.0;15.8;17.6;18.4;16.6;14.0;9.6;7.0;18.4
1212E;12.6;;10.3;11.8;;17.4;;;;;12.1;;
1208H;13.6;14.0;12.2;12.9;15.1;18.4;20.1;20.0;20.3;16.7;13.5;12.8;20.3
1249I;11.6;11.6;8.6;10.6;12.8;17.0;19.0;18.2;18.5;13.5;11.2;10.2;19.0
2444;8.5;7.8;6.0;8.3;10.9;17.6;20.3;19.1;18.4;12.4;10.2;7.3;20.3
4452;13.2;13.9;10.1;13.8;17.0;20.8;23.0;22.5;21.7;17.1;14.8;11.1;23.0
B954;16.6;16.6;13.4;16.5;19.4;;24.7;24.5;23.0;;18.2;15.2;
B893;14.7;14.1;12.3;14.8;;21.1;;22.6;22.9;21.5;17.3;;
B228;15.7;17.5;14.4;15.3;19.4;22.6;24.7;23.9;;21.4;19.6;14.9;
B278;15.6;16.0;12.6;14.1;18.5;21.2;23.0;21.8;20.8;19.3;17.6;12.2;23.0
0200E;12.6;11.0;11.7;12.1;14.2;20.2;23.6;22.7;23.4;17.3;14.0;11.6;23.6
0076;13.4;13.2;12.4;14.3;16.9;22.7;24.7;25.0;24.2;19.8;16.1;12.6;25.0
1082;10.8;12.5;10.9;13.3;15.1;17.6;20.6;19.4;18.3;16.6;13.3;11.1;20.6
2331;7.4;7.6;8.3;8.2;9.8;15.3;16.4;15.5;14.5;10.7;5.8;6.4;16.4
3469A;12.0;12.0;9.4;11.4;16.2;21.3;25.4;24.1;23.1;16.2;14.6;10.8;25.4
5973;16.8;15.7;14.2;17.5;19.0;23.0;25.6;;26.0;22.0;19.1;15.7;
5960;16.0;15.2;10.1;15.4;16.8;21.0;22.0;24.1;21.8;18.5;17.6;14.2;24.1
5910;16.0;15.5;13.4;16.0;17.2;22.7;24.6;24.6;23.6;20.3;18.0;15.6;24.6
6001;;;;;;22.0;23.3;24.4;24.1;21.7;;16.9;
1111;12.6;12.3;12.2;12.5;15.5;17.3;19.3;19.6;19.2;16.6;13.0;15.0;19.6
1109;;;;;;;;;;;;12.2;
8500A;14.1;17.2;11.8;15.4;17.9;22.4;23.5;24.5;24.7;19.4;17.0;15.2;24.7
5000C;16.3;15.4;13.5;16.7;20.6;27.3;24.8;24.4;23.3;20.8;17.8;;
4121;11.2;12.2;9.0;12.6;14.8;21.8;26.9;24.4;23.3;15.7;13.4;10.3;26.9
5402;14.9;14.5;9.8;14.4;16.4;21.5;;;22.6;17.8;;13.0;
8096;8.4;10.6;7.4;9.3;12.4;19.8;22.8;20.0;17.6;12.9;8.7;7.7;22.8
1014;12.0;11.6;11.8;14.1;17.5;19.0;22.2;21.6;19.8;17.3;15.4;12.2;22.2
1024E;12.3;10.4;10.7;12.8;15.8;17.5;22.2;20.0;19.5;16.0;13.0;13.2;22.2
0367;11.2;;9.1;;14.1;19.1;;19.6;19.3;16.8;;11.7;
5530E;12.5;11.6;6.8;12.7;14.1;20.9;22.2;21.4;18.4;14.8;13.1;9.3;22.2
5514;12.0;11.6;7.4;12.6;13.0;20.4;24.5;21.0;21.4;15.0;14.8;9.1;24.5
3013;8.3;9.8;4.8;8.4;9.5;16.2;17.5;16.4;13.0;10.0;5.6;3.6;17.5
4642E;16.2;14.7;11.0;15.1;15.6;21.5;23.3;22.4;23.1;18.9;16.9;14.1;23.3
9898;12.0;8.8;10.3;10.6;14.5;19.2;21.4;19.5;19.5;17.1;9.3;7.7;21.4
5270B;12.3;12.5;11.0;13.6;17.9;23.6;27.5;25.0;26.9;;15.5;12.0;
9170;9.0;9.6;7.4;9.6;14.8;19.3;20.2;18.4;18.4;15.5;9.8;8.8;20.2
C249I;18.8;18.4;17.2;18.8;19.2;21.6;;24.4;22.6;22.3;21.5;20.3;
C649I;19.1;18.7;18.0;18.8;;;;;;22.6;20.7;;
C029O;16.8;;16.7;18.2;18.7;20.7;;25.0;;;20.4;18.5;
2661;7.2;6.0;7.4;8.6;10.0;16.6;17.8;19.8;17.4;10.2;6.0;5.8;19.8
1549;11.1;9.2;9.0;11.0;13.0;18.3;18.7;19.0;16.9;13.0;9.7;9.8;19.0
9771C;8.2;10.2;9.0;11.2;15.6;19.7;22.5;21.5;20.6;17.1;10.4;7.0;22.5
1505;12.1;9.8;9.1;9.1;11.1;15.9;16.3;16.4;15.9;12.2;11.0;9.1;16.4
3191E;8.7;8.7;7.1;9.7;13.8;20.1;23.6;22.5;24.1;15.8;10.1;9.0;24.1
3129;10.7;12.7;9.5;11.5;14.5;;23.7;20.9;19.6;14.7;9.2;9.8;
3196;8.5;10.8;8.4;10.7;14.5;20.4;24.8;22.8;23.0;15.8;12.0;9.4;24.8
3200;9.8;11.4;8.3;11.6;15.0;21.6;25.2;23.8;22.6;16.0;12.0;9.6;25.2
3195;10.4;11.6;9.0;11.0;15.5;22.4;24.9;23.3;23.4;16.2;11.8;9.6;24.9
3175;10.5;11.9;8.2;10.1;11.6;18.2;22.2;20.6;19.4;14.3;8.7;10.0;22.2
2462;4.9;3.3;2.5;3.1;9.3;14.6;18.1;16.6;18.6;11.1;6.9;6.1;18.6
6155A;13.5;15.9;14.2;17.7;18.5;25.9;24.4;28.3;24.0;20.9;18.7;14.7;28.3
6000A;16.2;16.4;15.0;17.0;18.8;25.4;26.4;28.0;24.8;22.4;18.0;15.8;28.0
7178I;17.9;16.2;12.4;16.9;18.4;22.6;25.4;24.5;23.0;20.2;17.6;14.1;25.4
7228;16.3;17.0;12.5;17.1;17.6;23.4;24.4;24.8;22.0;19.8;17.3;12.9;24.8
7031;18.5;17.0;12.6;17.0;19.2;23.0;24.4;26.5;23.5;21.5;16.0;16.5;26.5
9262;9.7;11.3;10.4;11.0;14.2;20.3;20.0;19.4;18.8;15.3;10.2;8.6;20.3
9263D;9.8;7.3;8.1;10.0;13.2;16.9;;18.3;;;9.9;7.2;
1690A;13.2;11.1;10.9;12.6;14.5;18.6;19.8;20.3;18.6;15.6;11.5;9.7;20.3
1484C;14.1;13.1;12.0;12.2;14.8;17.0;19.2;18.5;17.3;16.5;14.1;12.6;19.2
1495;13.7;;11.3;;14.2;17.3;20.0;;18.8;16.1;;12.1;
2867;;8.4;6.6;9.2;11.3;14.9;16.8;16.7;14.6;;7.8;4.5;
2870;10.4;8.9;8.2;10.3;12.5;17.2;;;;13.8;9.2;7.0;
C929I;21.7;19.2;18.5;19.4;19.8;21.7;;23.9;23.8;23.3;22.4;21.3;
C430E;9.4;8.2;7.2;9.9;9.7;15.3;18.9;18.2;14.7;11.5;8.4;8.8;18.9
C139E;;18.6;17.4;19.2;19.4;;;;;22.8;;;
C449C;19.0;18.4;17.8;18.8;19.4;21.9;26.0;25.5;23.0;23.1;21.4;19.6;26.0
C447A;16.1;12.5;12.0;13.0;13.5;18.8;23.9;24.8;;;15.8;;
C429I;18.9;18.4;;;18.5;;;26.3;;21.0;;;
