Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
2465;8.1;7.4;6.4;9.9;13.0;22.1;22.0;23.2;21.6;12.6;11.5;9.2;23.2
5796;15.0;14.3;9.7;14.3;16.3;;24.4;24.8;23.5;18.1;17.5;13.3;
5783;15.9;15.4;11.5;15.7;17.5;23.6;24.6;24.9;23.4;19.2;17.8;13.6;24.9
2030;6.2;6.9;6.4;6.5;10.8;14.7;16.2;15.9;14.1;10.2;5.0;4.9;16.2
0016A;12.2;13.0;10.6;13.4;16.9;;;;;20.4;14.3;11.2;
9981A;10.9;15.6;12.5;12.8;18.1;22.5;23.4;24.0;23.6;18.5;14.2;12.2;24.0
9381I;8.8;10.5;4.2;7.8;10.5;16.4;19.3;18.7;15.8;10.8;8.3;6.6;19.3
8368U;8.6;11.2;4.8;10.5;10.3;16.4;20.0;17.5;16.9;12.7;8.6;8.1;20.0
3260B;12.1;13.0;9.0;12.0;14.7;20.6;25.5;24.3;23.0;15.9;12.4;;
8416;18.1;19.0;16.0;17.0;18.5;22.4;24.4;25.6;23.9;20.6;18.1;15.5;25.6
8414A;17.1;17.8;12.4;14.7;17.9;21.7;23.9;24.4;23.1;18.5;15.3;12.8;24.4
2422;8.5;8.7;7.9;10.0;12.1;19.6;21.5;22.6;19.0;12.1;7.6;6.1;22.6
2539;7.9;7.8;5.9;8.7;9.4;17.8;18.7;20.5;15.9;9.9;6.5;5.6;20.5
2614;9.7;9.3;9.4;10.0;12.9;19.1;21.5;19.7;19.1;13.0;9.5;7.3;21.5
9390;10.7;12.0;5.5;10.1;12.3;18.1;22.2;20.4;17.7;14.4;7.8;6.5;22.2
9434;13.0;11.2;12.2;12.2;16.3;21.4;22.4;21.4;24.0;16.5;11.2;8.1;24.0
