Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;25;20;20;18;20;12;5;7;11;9;18;10;175
1387E;;;;17;20;;4;7;12;;19;13;
1428;;21;20;19;19;9;5;6;9;10;18;10;
8175;10;13;12;15;11;3;5;4;2;11;14;10;110
8178D;11;12;11;12;9;1;4;4;1;10;11;8;94
8025;2;4;6;5;8;1;1;2;4;8;11;12;64
8019;4;6;6;6;6;1;0;1;2;7;9;12;60
6325O;4;3;3;6;6;3;0;2;2;3;6;9;47
9091O;19;14;20;23;18;10;9;6;12;8;12;9;160
1212E;23;18;19;25;15;15;14;8;12;12;13;9;183
1208H;23;15;23;25;15;11;15;8;11;8;13;7;174
1249I;22;17;22;23;21;18;19;11;14;12;17;11;207
2444;17;7;6;16;13;5;6;3;3;14;16;7;113
4452;17;11;8;12;12;1;1;0;1;8;11;6;88
B954;3;9;6;5;6;2;3;3;8;10;12;20;87
B893;8;15;9;11;7;5;1;3;12;14;15;11;111
B228;3;12;9;8;5;2;1;2;9;12;12;9;84
B278;5;12;7;9;7;2;1;3;9;13;10;10;88
0200E;10;12;9;13;14;4;9;5;8;14;15;6;119
0076;3;8;8;13;;3;3;3;8;14;11;5;
1082;19;21;20;19;18;12;16;10;13;8;15;10;181
2331;20;9;8;18;17;5;3;6;9;8;12;8;123
3469A;21;12;9;13;14;2;3;1;1;11;12;7;106
5973;;13;;7;;;1;;;6;11;;
5960;12;12;9;11;8;1;1;2;1;7;11;10;85
5910;11;13;8;9;11;0;1;1;2;7;11;8;82
1111;23;19;22;21;14;11;17;10;13;11;14;7;182
1109;;;;;;;;;;;;6;
8500A;0;2;5;8;9;3;2;4;3;7;9;8;60
5000C;15;;;9;;3;;;;;;12;
4121;21;14;11;14;10;2;5;1;1;10;16;11;116
5402;18;12;9;10;10;0;0;0;1;7;10;8;85
8096;16;9;10;15;10;3;4;4;5;13;14;6;109
1014;24;19;20;21;20;13;16;11;14;9;17;6;190
1024E;24;20;21;18;18;13;18;14;15;12;15;8;196
0367;2;10;8;;14;9;6;6;9;12;10;7;
5530E;11;13;7;6;8;0;3;1;2;6;10;8;75
5514;12;11;10;5;9;3;3;1;3;6;12;8;83
3013;;;;;;;;;;;;7;
4642E;15;14;8;14;10;1;;;2;9;13;;
9898;8;10;8;11;8;6;3;3;3;8;8;2;78
5270B;14;12;10;16;10;0;3;2;1;6;12;7;93
9170;18;15;18;15;12;8;8;2;6;10;13;10;135
C249I;3;8;6;0;1;0;0;1;0;6;10;9;44
C649I;1;11;10;4;3;1;0;1;2;7;7;12;59
C029O;1;9;8;5;5;1;0;0;3;8;13;8;61
2661;17;8;11;16;17;5;4;4;4;10;11;;
1549;22;13;18;17;19;5;0;2;5;9;16;10;136
9771C;4;10;12;14;4;7;3;4;4;8;9;11;90
1505;24;15;20;18;18;10;5;9;12;11;19;10;171
3191E;17;8;10;15;12;3;5;2;2;13;14;6;107
3129;11;9;8;15;11;4;3;0;1;;12;5;
3196;14;10;14;14;13;4;6;1;1;13;14;6;110
3200;16;10;11;13;10;1;4;0;1;12;10;7;95
3195;13;10;12;14;9;2;3;0;3;13;14;5;98
3175;13;11;9;15;11;2;3;1;2;11;13;6;97
2462;6;4;2;7;7;3;6;2;5;14;7;5;68
6155A;9;9;5;5;10;1;4;0;2;4;10;9;68
6000A;7;7;7;5;7;3;7;4;7;5;10;14;83
7178I;6;6;4;4;7;3;2;4;4;11;9;12;72
7228;7;6;3;7;5;2;1;3;5;5;7;12;63
7031;5;6;3;6;5;1;1;3;4;6;9;10;59
9262;16;14;16;13;11;9;5;1;5;4;11;2;107
9263D;18;13;14;17;12;7;8;3;7;9;14;3;125
1690A;26;20;18;20;18;7;1;6;6;13;23;10;168
1484C;26;20;21;18;21;11;2;8;7;10;20;9;173
1495;25;17;22;17;20;9;2;6;5;13;18;7;161
2867;20;10;12;16;13;3;4;1;3;12;17;5;116
C929I;3;7;8;12;6;3;3;0;2;7;12;13;76
C430E;1;0;1;1;2;0;0;0;0;9;9;5;28
C139E;4;8;13;3;3;3;0;0;3;6;12;14;69
C449C;1;8;10;6;3;0;0;1;3;10;16;12;70
C447A;7;14;13;17;17;9;8;2;4;11;18;16;136
C429I;0;3;1;1;1;0;0;0;0;4;2;3;15
2465;18;8;12;17;13;5;6;4;4;13;14;4;118
5796;11;11;7;12;11;1;3;1;1;7;11;8;84
5783;17;7;8;11;12;0;2;1;1;7;11;7;84
2030;16;9;11;17;15;8;9;3;6;8;16;9;127
0016A;5;10;8;10;9;4;4;5;6;13;10;6;90
9981A;5;7;7;8;10;5;1;2;6;9;9;6;75
9381I;8;6;7;15;11;6;2;;6;8;17;;
8368U;6;8;6;13;11;5;6;5;3;9;13;5;90
8416;3;5;6;6;7;4;2;4;5;10;10;11;73
8414A;5;8;8;9;7;4;2;4;6;9;11;9;82
2422;22;14;14;20;14;6;3;1;4;9;13;7;127
2539;18;12;13;15;13;2;3;2;4;9;11;5;107
2614;23;12;11;16;13;2;2;2;3;13;14;6;117
9390;13;9;10;16;11;6;4;3;5;9;15;7;108
9434;14;11;12;12;10;7;4;2;3;9;12;6;102
