Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;10;15;;14;11;12;13;13;11;10;9;13;
1387E;8;12;14;12;12;12;12;12;11;10;8;13;11
1428;7;12;12;9;10;11;11;10;9;7;7;10;10
8178D;4;6;6;5;6;6;5;5;4;3;3;6;5
8025;8;9;;8;9;9;;;8;6;6;8;
8019;16;;14;14;14;14;13;14;13;9;10;16;
6325O;14;19;15;18;20;16;14;14;14;12;11;16;15
9091O;9;12;13;11;11;;13;12;9;7;7;11;
1212E;11;;;14;11;11;9;7;10;10;9;15;
1249I;;8;8;8;;;;;7;6;6;;
2444;9;13;12;12;11;12;11;11;10;8;9;10;11
4452;7;10;11;12;10;13;11;10;8;6;6;7;9
B954;16;17;14;15;15;16;14;13;14;9;;17;
B893;22;17;15;17;14;15;17;;;14;18;20;
B228;;6;7;9;8;8;8;8;7;5;5;6;
B278;13;12;14;14;16;15;16;16;13;9;8;14;13
0200E;18;15;13;14;11;12;12;13;14;13;15;16;14
0076;;18;;16;16;17;17;16;18;14;14;15;
1082;10;12;11;11;10;11;10;10;8;7;8;10;10
2331;14;18;16;19;16;18;19;18;13;13;13;15;16
3469A;9;12;11;10;11;12;10;9;9;7;7;10;10
5973;13;15;18;23;20;20;15;15;14;17;13;14;16
5960;11;12;14;14;15;13;12;10;10;;9;11;
5910;12;13;18;20;18;19;16;14;13;14;12;14;15
6001;;23;24;30;;27;25;27;;30;;20;
1111;;;15;16;16;16;12;14;13;;16;19;
8500A;9;9;9;8;9;9;9;8;9;8;8;9;9
5000C;10;;12;15;11;11;10;11;11;10;10;11;
4121;6;9;8;9;8;9;9;7;6;5;4;7;7
5402;6;;;8;;;;;6;5;6;;
8096;5;8;7;8;8;9;9;7;6;4;5;6;7
1014;9;10;11;10;10;9;9;9;9;8;10;11;10
1024E;16;18;17;14;13;13;;11;13;13;16;17;
0367;10;8;;;;13;13;14;10;8;7;6;
5530E;6;8;8;10;11;12;11;10;8;6;5;6;8
3013;6;9;8;;8;7;8;7;5;;5;7;
4642E;9;10;11;12;13;14;15;13;12;10;8;9;11
9898;7;9;9;8;10;9;11;11;8;7;7;7;9
5270B;6;13;10;10;10;11;12;9;8;6;6;8;9
9170;10;10;11;11;;10;12;11;7;;9;10;
C249I;;21;22;18;22;26;26;22;23;14;17;22;
C649I;17;22;;20;23;29;32;30;28;17;;17;
C029O;18;20;22;20;23;29;30;28;25;14;15;19;22
2661;;;;;;;;10;12;6;8;11;
1549;4;7;6;7;7;8;8;8;6;4;3;5;6
9771C;8;10;10;9;10;10;10;9;9;6;8;8;9
1505;5;9;9;7;7;7;7;7;6;5;4;7;7
3191E;;;;;;;;;;;8;;
3129;10;13;13;11;12;13;13;11;11;8;9;12;11
3196;7;11;11;9;10;12;11;9;8;4;5;10;9
3200;9;13;13;12;;13;14;11;10;6;7;11;
3195;;6;6;7;;;;6;6;4;3;;
2462;15;17;15;12;14;12;12;11;10;12;13;15;13
6155A;16;15;16;16;14;14;13;13;13;10;;;
6000A;;14;13;15;13;13;11;;;10;8;11;
7178I;9;9;9;10;11;13;11;11;9;7;7;8;10
9263D;;;11;14;10;13;17;14;11;10;11;10;
1690A;4;6;5;5;5;5;6;5;4;3;3;4;5
1484C;5;7;7;6;5;6;6;6;5;5;6;6;6
1495;8;13;12;12;12;13;;13;10;9;11;11;
2867;8;17;14;14;12;11;10;9;8;8;;13;
2870;5;10;8;8;7;8;7;7;6;4;4;7;7
C929I;;25;25;18;22;27;29;25;25;18;18;23;
C430E;31;27;27;28;26;20;19;22;26;26;33;28;26
C139E;;;19;14;18;23;27;;21;14;;16;
C449C;;11;11;10;12;12;10;10;;9;;12;
C447A;18;20;19;17;20;;;19;22;;12;16;
C429I;;22;25;20;19;22;23;24;24;16;19;25;
2465;8;13;12;11;11;13;12;10;9;8;9;11;11
5796;6;9;10;9;9;8;8;6;7;6;6;8;8
5783;7;12;14;13;13;13;13;10;8;8;7;10;11
2030;10;12;11;11;10;9;11;;8;6;6;10;
0016A;13;12;11;10;11;11;13;11;13;8;12;15;12
9981A;12;10;9;11;11;;;11;10;9;11;13;
9381I;6;11;9;9;10;10;10;10;8;7;5;7;9
8368U;7;8;7;7;8;7;9;7;5;5;7;6;7
3260B;9;14;12;14;13;14;12;11;10;7;;;
8414A;;15;13;12;14;14;14;13;13;9;9;14;
2422;6;8;8;8;7;8;8;7;7;5;4;;
2539;13;18;15;16;12;15;14;14;12;10;10;16;14
2614;5;8;7;9;7;8;8;8;6;4;5;7;7
9390;4;8;6;6;7;7;8;7;5;4;5;6;6
9434;21;16;15;19;15;15;19;18;16;15;19;18;17
