Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;9933(27);9857(12);9925(03);9923(30);9834(11);9988(28);10030(04);10035(27);10065(03);10014(19);9931(22);9773(10);9773(10/dic)
1387E;;9813(12);9882(03);9880(30);9793(11);;9987(04);9992(27);10021(03);9972(19);9883(22);9731(10);
1428;9585(27);9505(12);9581(03);9583(30);9499(11);9649(28);9692(18);9690(27);9720(09);9676(18);9606(22);9443(10);9443(10/dic)
8175;9277(27);9212(13);9213(03);9260(25);;9293(27);9287(31);9315(01);9264(09);9305(19);9244(29);9134(11);
8178D;9320(27);9260(12);9250(03);;9259(11);9338(27);9329(31);9359(01);9309(09);9350(18);9289(29);9184(11);
8025;9996(27);9932(13);9925(03);9959(26);9912(11);9958(27);;10000(08);9935(09);9998(19);9952(29);9839(11);
8019;10058(27);;9986(03);10021(26);;10015(27);10045(31);;9990(09);10058(19);10013(29);9900(11);
6325O;10072(19);9970(12);10025(03);10030(26);9988(10);10038(27);10055(31);10061(01);10010(09);10082(19);10013(29);9950(11);9950(11/dic)
9091O;9479(27);9422(03);9377(03);9462(30);9385(11);9463(28);9517(18);9538(07);9513(09);9506(18);9509(29);9255(10);9255(10/dic)
1212E;9866(27);;9829(03);9841(30);9767(11);9889(28);9944(18);9950(27);9966(09);9934(19);9872(22);9665(10);
1208H;10013(27);9943(12);9979(03);9979(30);9906(11);10029(28);10086(18);10026(27);10110(09);10075(19);10012(22);9799(10);9799(10/dic)
1249I;9623(27);9560(12);9588(03);9610(30);9530(11);9667(28);9705(18);9721(27);9733(03);9698(18);9641(22);9432(10);9432(10/dic)
2444;8775(27);8697(13);8733(03);8802(30);8722(11);8843(27);8852(31);8874(01);8838(09);8835(18);8801(29);8641(11);8641(11/dic)
4452;9841(26);9724(12);9837(04);9857(19);9780(10);9852(12);9875(31);9876(26);9885(09);9891(18);9847(29);9726(11);9724(12/feb)
B954;10030(21);10033(13);9997(03);10040(26);9982(11);10035(27);10061(31);10066(01);10015(09);10071(19);;9924(11);
B893;9959(21);9962(05);9920(03);9964(26);9913(11);9939(27);9992(31);;9926(09);;9942(29);;
B228;10055(21);10073(05);;10035(26);;;10073(20);10078(01);10022(09);;10038(29);9932(11);
B278;10055(21);;10008(03);10056(26);10002(11);10039(27);10074(31);10085(01);;10082(19);10041(29);9933(11);
0200E;9605(10);9560(05);9413(04);9582(25);9528(11);9560(28);9632(31);9626(08);9572(09);9587(19);9574(29);9413(11);9413(04/mar)
0076;;10044(05);;10050(26);9992(11);10019(28);10091(31);10086(08);10029(09);10051(19);10053(29);;
1082;10012(27);9939(03);9923(03);9962(30);9891(11);9995(28);10043(18);10057(14);10049(09);10048(18);10026(22);9758(10);9758(10/dic)
2331;9034(27);8978(13);8963(03);9029(30);8960(11);9056(28);9093(18);9114(07);9088(09);9076(18);9068(29);8845(11);8845(11/dic)
3469A;9611(27);9493(12);9595(03);9622(26);9547(10);9641(12);9644(31);9654(27);9651(09);9658(18);9613(29);9484(11);9484(11/dic)
5973;10083(26);9943(12);10093(04);10066(28);10039(11);10089(12);10095(31);10095(27);10111(09);10102(19);10060(29);9992(11);9943(12/feb)
5960;10051(26);9916(12);10061(04);10042(28);10009(11);10062(12);10065(31);10069(27);10079(09);;10030(29);9954(11);
5910;10055(26);9919(12);10073(04);10051(28);10022(11);10075(12);10052(10);10085(26);10089(09);10088(19);10044(29);10013(11);9919(12/feb)
1111;9973(27);9902(13);;9937(30);9857(11);9979(28);10022(04);10047(14);10037(08);10023(18);9986(22);9749(10);
1109;10033(27);9967(13);9974(03);9999(30);9920(11);10033(28);10086(04);10111(27);10102(09);10090(18);10051(22);9787(10);9787(10/dic)
8500A;10036(27);10009(13);9930(03);9998(26);9946(11);9976(28);10034(31);10030(08);9991(09);10037(19);10007(29);9844(11);9844(11/dic)
5000C;;;10001(04);9983(27);9947(11);10004(25);9986(31);10010(01);10004(09);;9965(29);9891(11);
4121;9358(27);9263(13);9312(03);9357(25);9299(11);9378(25);9372(31);9403(01);9361(09);9395(19);9338(29);9218(11);9218(11/dic)
5402;9982(26);;;9975(26);9923(11);9972(25);9972(30);;;10005(19);9944(29);;
8096;9002(27);8938(13);8934(03);8997(25);8940(11);9026(28);9041(31);9064(01);9011(09);9038(18);8978(29);8857(11);8857(11/dic)
1014;;9980(04);9950(03);9998(30);9930(11);10032(28);10061(18);10087(22);10079(09);10074(18);10076(22);9805(10);
1024E;9742(27);9691(04);9662(03);9707(30);9630(11);9745(28);9790(18);9822(14);9789(09);9791(18);9779(22);9521(11);9521(11/dic)
0367;9932(10);9869(05);;;;9870(28);9946(21);9941(08);9893(09);9932(19);9904(29);9722(11);
5530E;9445(19);9319(12);9405(03);9426(26);9383(11);9450(13);9436(31);9470(29);9440(09);9457(19);9389(29);9317(11);9317(11/dic)
5514;9303(19);9191(12);9279(03);9298(26);9261(10);9329(13);9313(31);9345(01);9316(09);9325(19);9263(29);9200(11);9191(12/feb)
3013;8865(27);8834(13);8798(03);;8792(11);8892(28);8918(31);8937(07);8888(09);;8864(29);8712(11);
4642E;10047(26);9905(12);10037(04);10043(28);10004(11);10074(12);10070(30);10076(26);10087(09);10092(19);10044(29);9963(11);9905(12/feb)
9898;9455(27);;9307(04);9419(26);9350(11);9404(28);9447(31);9472(07);9422(09);9453(18);9409(29);9243(11);
5270B;9416(27);9310(13);9379(03);9419(26);9367(11);9449(25);9429(31);9463(01);9428(09);9452(19);9388(29);9289(11);9289(11/dic)
9170;9646(27);9608(04);9553(03);9620(30);;9610(28);9661(18);9670(07);9669(09);;9671(29);9427(11);
C249I;;9960(12);10091(02);10047(17);10064(10);10064(25);10082(27);10039(06);10091(22);10095(03);;10081(11);
C649I;10089(02);;;10030(17);;10052(26);10064(27);;10075(16);10077(03);10054(08);;
