Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
C029O;;9968(12);10095(02);10055(17);10074(10);10077(25);10086(27);10057(07);10093(23);10103(03);10077(07);10091(11);
2661;;;;;;;;9092(07);9071(09);;9049(29);;
1549;9396(27);9317(12);9361(03);9388(30);9327(11);9446(28);9454(18);9476(26);9490(08);9466(18);9439(22);9215(10);9215(10/dic)
9771C;9864(10);9832(05);9702(04);9816(25);9747(11);;9837(31);;9814(09);9861(18);9832(29);9654(11);
1505;9500(27);9424(12);9483(03);9493(30);9414(11);9554(28);9586(18);9599(27);9624(09);9584(18);9518(22);9338(10);9338(10/dic)
3191E;8926(27);8865(13);8869(03);8934(25);8868(11);8968(28);8985(31);8998(07);8966(09);8967(18);8934(29);8780(11);8780(11/dic)
3129;9397(27);9323(13);9331(03);9381(25);9324(11);9410(28);9417(31);9434(07);9410(09);9429(18);9393(29);9246(11);9246(11/dic)
3196;9277(27);9202(13);9217(03);9271(25);9211(11);9302(28);9310(31);9328(07);9300(09);;9276(29);9130(11);
3200;9355(27);9273(13);9294(03);9346(25);9286(11);9374(28);9381(31);9401(07);9371(09);9392(18);9350(29);9206(11);9206(11/dic)
3195;9302(27);9237(13);;9296(25);9232(11);9322(28);;9346(07);9323(09);9341(18);9301(29);9171(11);
3175;9363(27);9285(12);9299(03);9349(25);9291(11);9375(28);9386(31);9400(07);9378(09);9397(18);9356(29);9212(11);9212(11/dic)
2462;7989(27);7941(13);7945(03);8023(26);7956(11);8078(28);8105(21);;8065(09);8055(18);8010(29);7863(11);
6155A;10108(19);9972(12);10076(03);10063(26);10030(11);10079(26);10067(31);10090(08);10064(09);10100(19);10041(29);9976(11);9972(12/feb)
6000A;10031(19);9903(12);10015(03);10026(26);9986(11);10027(25);10022(31);10026(01);10017(09);10041(19);10000(29);9936(11);9903(12/feb)
7178I;10020(27);9944(13);9951(03);9978(26);9937(11);9973(27);9999(31);10012(08);9956(09);10026(19);9975(29);9865(11);9865(11/dic)
7228;10014(27);9937(13);9947(03);9969(26);9928(10);9966(27);9988(31);10004(08);9949(09);10020(19);;9857(11);
9263D;;9511(04);9452(03);9522(30);9441(11);9522(28);9565(18);9581(07);9564(09);9565(18);9561(29);9323(11);
1690A;9841(27);9748(12);9835(03);9848(30);9755(11);9899(28);9916(04);9912(27);9951(08);9926(18);9870(22);9689(10);9689(10/dic)
1484C;9874(27);9779(12);9874(03);9888(30);9795(11);9937(28);9976(18);9973(26);10009(09);9965(18);9899(22);9737(10);9737(10/dic)
1495;9714(27);9619(12);9717(03);9734(30);9635(11);9790(28);;9817(27);9850(09);9808(18);9750(22);9587(10);
2867;9136(27);9047(13);9107(03);9157(30);9076(11);9203(28);9206(31);9221(27);9201(09);;;8993(10);
2870;9172(27);9087(13);9136(03);9188(25);9102(11);9223(26);9221(18);9237(27);9225(09);9227(18);9214(29);9036(10);9036(10/dic)
C929I;;9962(12);10101(10);10052(27);10069(04);10087(26);;;10099(16);;10081(25);10109(11);
C430E;7637(02);7473(12);7612(17);7613(27);7620(11);7673(18);7697(11);7705(30);7688(12);7678(08);7649(23);7620(12);7473(12/feb)
C139E;;;10081(09);;10047(11);10072(18);10094(27);10068(07);10102(16);10095(03);;10093(11);
C449C;10095(02);9933(12);10097(10);10034(27);10055(10);10074(26);10082(27);10053(07);10094(16);10089(03);10072(08);10089(11);9933(12/feb)
C447A;9433(02);9277(12);9431(17);9383(27);9403(11);;;9423(06);9442(16);;9426(08);;
C429I;;9903(12);10048(10);10000(27);10010(10);10024(26);10035(27);10007(24);10035(16);10049(03);10028(07);10046(11);
2465;8904(27);8829(13);8863(03);8932(25);8856(11);8968(28);8978(31);8997(07);;8971(18);8936(29);8773(11);
5796;9983(26);9854(12);9982(04);9900(27);9937(11);9986(12);9989(30);10004(26);9996(09);10006(19);9954(29);9902(11);9854(12/feb)
5783;10042(26);9917(12);10029(04);10041(18);9993(10);10047(12);10045(31);10058(26);10052(09);10073(19);10019(29);9935(11);9917(12/feb)
2030;8840(27);8808(13);8764(03);8841(30);8764(11);8856(28);8895(31);;8872(09);;;8669(11);
0016A;9996(10);9970(05);9832(04);9961(26);9901(11);9943(28);10007(31);10003(08);9950(09);9993(19);9967(29);9799(11);9799(11/dic)
9981A;10029(10);10007(05);9889(03);10000(26);9931(11);9970(28);10030(31);10034(08);9986(09);10026(18);9999(29);9826(11);9826(11/dic)
9381I;9062(27);9033(13);8986(03);9055(25);8990(11);9073(28);9095(31);9117(07);9084(09);9090(18);9057(29);8896(11);8896(11/dic)
8368U;9048(27);9012(13);8973(03);9036(25);8981(11);9058(28);9079(31);9103(07);9052(09);9071(18);9032(29);8880(11);8880(11/dic)
3260B;9470(27);9385(13);9423(03);9467(26);9404(11);9501(28);9494(31);9517(07);9484(09);9516(18);9468(29);9309(11);9309(11/dic)
8414A;10013(27);9969(13);9929(03);9976(26);9931(11);9970(27);10011(31);10014(08);9965(09);10014(19);9988(29);9829(11);9829(11/dic)
2422;9208(27);9133(13);9158(03);9217(30);9138(11);9250(28);9264(18);9277(07);9258(09);9255(18);9249(29);9039(10);9039(10/dic)
2539;9082(27);9011(13);9033(03);9090(30);9016(11);;9150(18);9157(27);9139(09);9132(18);9122(29);8913(10);
2614;9284(27);9201(13);9249(03);9297(30);9218(11);9342(28);9347(18);9363(27);9352(09);9344(18);9339(04);9122(10);9122(10/dic)
9390;9182(27);9158(12);9108(03);9180(25);9105(11);9180(28);9203(31);9223(07);9205(09);9209(18);9180(29);9019(11);9019(11/dic)
9434;9778(27);9758(12);9685(03);9751(25);9664(11);9731(28);9755(31);9784(07);9774(09);9785(18);9774(29);9568(11);9568(11/dic)
