Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;0;0;0;0;0;0;0;0;0;0;0;0
1387E;10;0;0;0;0;0;0;0;0;0;3;3;16
1428;12;1;0;0;0;0;0;0;0;0;2;3;18
8175;18;2;3;0;0;0;0;0;0;0;15;20;58
8178D;15;1;1;0;0;0;0;0;0;0;10;14;41
8025;0;0;0;0;0;0;;0;0;0;0;0;
8019;1;;0;0;;0;0;;0;0;0;0;
6325O;0;0;0;0;0;0;0;0;0;0;0;0;0
9091O;21;6;3;7;1;0;0;0;0;0;10;12;60
1212E;4;;0;0;0;0;;0;0;0;0;0;
1208H;0;0;0;0;0;0;0;0;0;0;0;0;0
1249I;8;0;0;0;0;0;0;0;0;0;0;0;8
2444;22;8;6;3;0;0;0;0;0;0;16;20;75
4452;13;1;0;0;0;0;0;0;0;0;0;11;25
B954;0;0;0;0;0;0;0;0;0;0;;0;
B893;0;;0;0;0;0;0;0;;0;0;0;
B228;0;0;0;0;0;0;0;0;0;0;0;0;0
B278;2;0;0;0;0;0;0;0;0;0;0;2;4
0200E;1;0;0;0;0;0;0;0;0;0;0;1;2
0076;;0;;0;;0;0;0;0;0;0;;
1082;14;0;0;0;0;0;0;0;0;0;0;1;15
2331;21;8;8;7;1;0;0;0;0;2;16;19;82
3469A;10;1;0;0;0;0;0;0;0;0;0;7;18
5973;0;0;0;0;0;0;0;0;0;;0;0;
5960;8;1;0;0;0;0;0;0;0;0;0;2;11
5910;1;0;0;0;0;0;0;0;0;0;0;0;1
6001;;;0;0;;0;;0;;0;;0;
1111;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;5;0;0;0;0;0;0;0;0;0;0;0;5
8500A;0;0;0;0;0;0;0;0;0;0;0;0;0
5000C;0;0;0;0;0;0;0;0;0;0;0;0;0
4121;15;1;1;0;0;0;0;0;0;0;2;16;35
5402;10;0;;0;0;0;0;;0;0;0;6;
8096;19;7;3;1;0;0;0;0;0;0;10;18;58
1014;15;0;0;0;0;0;0;0;0;0;0;2;17
1024E;6;0;0;0;0;0;0;0;0;0;0;2;8
0367;16;1;;;0;0;0;0;0;0;9;20;
5530E;23;1;3;0;0;0;0;0;0;0;7;19;53
5514;18;1;3;0;0;0;0;0;0;0;0;17;39
3013;29;17;16;;1;0;0;0;1;7;21;23;
4642E;1;0;0;0;0;0;0;0;0;0;0;0;1
9898;18;1;0;1;0;0;0;0;0;0;6;14;40
5270B;1;0;0;0;0;0;0;0;0;0;0;0;1
9170;13;0;0;1;0;0;0;0;0;0;5;5;24
C249I;;0;0;0;;0;;0;0;0;0;0;
C649I;0;;;0;;;0;;;0;0;0;
C029O;0;0;0;0;0;0;0;0;0;0;0;0;0
2661;24;10;5;4;1;0;0;0;0;0;13;18;75
1549;17;2;0;1;0;0;0;0;0;0;11;14;45
9771C;17;0;0;0;0;0;0;0;0;0;14;18;49
1505;14;3;0;4;0;0;0;0;0;0;10;12;43
3191E;10;2;4;0;0;0;0;0;0;0;2;6;24
3129;22;5;2;0;0;0;0;0;0;0;11;17;57
3196;13;0;3;0;0;0;0;0;0;0;1;10;27
3200;15;0;2;0;0;0;0;0;0;0;2;14;33
3195;11;0;2;0;0;0;;;0;0;0;5;
3175;22;6;2;0;0;0;0;0;0;0;14;19;63
2462;27;22;16;9;3;0;0;0;0;0;13;22;112
6155A;0;0;0;0;0;0;0;0;0;0;0;0;0
6000A;0;0;0;0;0;0;0;0;0;0;0;0;0
7178I;1;0;0;0;0;0;0;0;0;0;0;1;2
7228;1;0;0;0;0;0;0;0;0;0;0;5;6
7031;0;0;0;0;0;0;0;0;0;0;0;3;3
9262;12;0;0;0;0;0;0;0;0;0;2;8;22
9263D;18;6;2;4;1;0;0;0;0;0;9;10;50
1690A;14;0;0;1;0;0;0;0;0;0;5;7;27
1484C;1;0;0;0;0;0;0;0;0;0;0;0;1
1495;4;0;0;0;;0;;0;0;0;0;0;
2867;25;12;9;6;1;0;0;0;0;5;21;21;100
2870;19;2;3;0;0;0;0;0;0;0;14;18;56
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;9;13;8;0;0;0;0;0;0;0;0;3;33
C139E;;;0;;0;0;0;0;0;0;;0;
C449C;0;0;0;0;0;0;0;0;0;0;0;0;0
C447A;0;;0;0;0;;0;0;0;0;0;0;
C429I;;0;0;0;0;0;0;0;0;0;;0;
2465;20;4;5;2;0;0;0;0;0;0;6;14;51
5796;9;0;0;0;0;0;0;0;0;0;0;0;9
5783;1;0;;0;0;0;0;0;0;0;0;0;
2030;23;12;3;5;1;0;0;0;0;1;12;17;74
0016A;12;0;0;0;0;0;0;0;0;0;1;5;18
9981A;1;0;0;0;0;0;0;0;0;0;0;0;1
9381I;24;16;8;8;0;0;0;0;0;2;19;23;100
8368U;23;14;6;5;0;0;0;0;0;0;16;25;89
3260B;16;1;3;0;0;0;0;0;0;0;2;14;36
8416;0;0;0;0;0;0;0;0;0;0;0;0;0
8414A;3;0;0;0;0;0;0;0;0;0;0;7;10
2422;20;4;2;1;0;0;0;0;0;0;14;16;57
2539;26;8;7;5;1;0;0;0;0;0;21;19;87
2614;19;2;0;2;0;0;0;0;0;0;12;18;53
9390;23;10;3;3;0;0;0;0;0;1;19;22;81
9434;11;0;0;0;0;0;0;0;0;0;4;6;21
