Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;5;2;;1;;;;1;;
1387E;;;13;3;;;1;0;;4;2;11;
1428;1;7;5;2;2;;0;;0;1;2;6;
8175;4;7;5;;;5;3;2;1;;;7;
8178D;;4;1;1;1;1;1;0;;0;0;4;
8025;1;3;;0;;0;;;0;;0;3;
8019;8;;6;3;1;2;2;;2;0;1;7;
6325O;3;14;;8;;8;4;;;1;2;6;
9091O;2;9;;2;;;;0;1;0;;;
1212E;;;;5;1;4;;;;2;;14;
1249I;;7;3;;0;3;0;0;0;0;1;8;
2444;0;6;2;3;1;3;1;1;0;0;0;6;23
4452;0;1;3;1;1;3;0;0;0;;0;1;
B954;10;7;;2;1;;0;3;0;2;;;
B893;;;;;1;;5;;;;9;;
B228;4;2;6;0;0;1;0;0;0;0;1;2;16
B278;4;5;;3;0;;0;1;;;1;6;
0200E;8;8;5;1;1;1;0;1;0;2;2;8;37
0076;;5;;;;1;3;2;;;0;;
1082;7;10;7;3;;5;1;;;;1;;
2331;6;8;5;7;5;6;3;4;0;;0;5;
3469A;0;5;6;1;1;3;1;1;0;0;0;4;22
5973;2;6;9;11;9;7;4;;1;6;2;2;
5960;2;3;;4;2;;;1;0;;2;4;
5910;7;7;11;10;7;8;1;0;0;5;3;4;63
6001;;12;14;19;;16;12;18;;24;;12;
1111;8;11;8;7;;6;1;2;4;3;11;13;
1109;7;11;;;7;6;1;0;2;2;3;11;
8500A;4;4;0;0;1;0;0;0;0;0;1;3;13
5000C;5;;9;;0;0;0;0;2;1;;6;
4121;0;2;2;0;0;;0;0;0;0;0;1;
5402;;;;0;;;;;;;;;
8096;0;3;0;0;;0;1;0;0;0;1;1;
1014;3;8;6;2;1;3;0;0;0;;2;10;
1024E;11;14;14;4;10;7;4;5;;5;;17;
0367;;;;;1;;;;0;;3;;
5530E;1;3;5;0;1;;0;1;0;0;0;2;
3013;1;6;1;1;1;0;2;1;0;0;0;2;15
4642E;1;1;4;0;0;2;0;0;0;0;0;2;10
9898;1;3;;1;0;0;0;0;0;0;1;1;
5270B;2;9;7;;1;2;0;0;;;0;;
9170;1;8;;1;;;;;0;;;3;
C249I;;4;;5;;8;;4;1;0;;5;
C649I;1;;;9;;22;26;;;;1;4;
C029O;;6;;6;10;19;20;18;13;;4;;
2661;;;;;;;;0;0;;0;;
1549;0;3;0;1;0;0;1;0;0;0;;3;
9771C;1;4;4;2;;4;2;1;2;0;3;;
1505;0;3;1;0;;0;0;0;0;0;1;3;
3191E;10;;;;;;;;;;;;
3129;;;;4;;;;;;1;2;;
3196;2;7;7;2;4;5;5;2;0;0;0;;
3200;2;10;5;2;3;8;0;3;;0;0;4;
3195;;3;5;1;;2;;;0;0;0;;
3175;6;7;5;5;3;10;5;4;1;0;3;6;55
2462;17;16;16;;;7;4;;;3;9;;
6155A;3;6;8;4;;;0;0;0;;0;;
6000A;;;;;;;;;;;;5;
7178I;2;2;1;0;0;0;1;0;0;0;1;4;11
7228;6;3;3;1;0;1;2;1;0;1;1;5;24
9263D;;;3;;;2;;;;1;2;5;
1690A;0;1;0;0;1;0;0;0;0;0;0;1;3
1484C;0;5;2;1;0;0;0;0;0;;1;3;
1495;;;4;;0;;;0;;;;;
2867;0;7;6;3;5;4;;3;0;;;6;
2870;0;4;0;1;0;0;0;0;0;0;0;3;8
C929I;;5;;4;4;6;;;4;1;4;;
C430E;18;13;19;22;14;10;4;11;14;16;18;17;176
C139E;;;;;2;;4;;;;;4;
C449C;;;;0;0;2;0;0;;0;;1;
C447A;4;;4;0;9;;;3;6;;0;3;
C429I;;8;;3;;;10;;13;3;;11;
2465;2;6;4;;10;5;2;3;0;1;;6;
5796;1;1;;;1;0;0;0;0;;0;1;
5783;;;;;1;;0;0;0;;0;;
2030;3;6;4;2;0;4;0;1;;0;0;6;
0016A;;7;5;;;;;1;;1;6;11;
9981A;8;7;6;4;1;;;1;5;6;12;12;
9381I;1;7;;0;;2;2;2;0;0;1;4;
8368U;1;3;;0;1;1;3;;0;0;1;2;
3260B;3;6;4;3;1;6;1;0;0;0;;;
8414A;;8;;2;;3;;0;0;;3;;
2422;0;5;;1;2;;1;0;0;0;0;5;
2539;;;;;;7;4;;;;;;
2614;0;2;1;0;0;0;0;;0;0;;1;
9390;0;;1;;1;;;;;0;0;4;
9434;14;8;6;11;5;;11;8;5;6;13;9;
