Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;49.8;125.7;130.4;15.4;60.8;28.4;13.0;29.3;43.0;18.4;65.4;149.2;728.8
1387E;41.7;112.4;121.0;14.7;61.0;41.1;6.0;22.6;38.8;18.0;69.1;149.6;696.0
1428;66.9;260.7;140.5;19.1;137.7;38.7;10.1;11.7;17.1;42.0;75.8;231.6;1051.9
8175;26.6;28.3;66.1;22.4;3.5;9.8;23.1;6.0;1.9;16.0;15.6;29.4;248.7
8178D;27.9;29.6;72.3;23.1;12.4;2.6;38.0;9.4;2.5;7.7;15.2;29.0;269.7
8025;81.0;7.0;145.2;4.8;0.0;0.2;8.6;56.9;31.1;18.0;7.2;1.0;361.0
8019;105.0;6.2;86.0;3.0;0.1;1.4;9.4;44.9;18.3;19.3;11.7;0.6;305.9
6325O;24.3;0.2;51.1;10.1;0.0;0.0;0.0;50.9;0.0;28.8;18.9;1.6;185.9
9091O;101.6;55.2;37.5;15.4;55.7;75.6;26.3;18.7;17.7;26.2;68.6;143.7;642.2
1212E;56.6;124.9;60.4;47.5;88.5;72.0;21.5;55.8;94.3;17.9;133.9;189.9;963.2
1208H;51.9;97.9;52.8;31.8;47.6;70.5;25.0;47.6;109.4;15.6;141.0;215.8;906.9
1249I;68.8;65.3;58.1;25.1;110.4;64.0;15.6;70.8;62.6;17.4;170.4;179.4;907.9
2444;4.2;83.6;16.5;12.5;26.0;5.0;84.2;55.4;0.0;10.8;29.4;20.4;348.0
4452;25.0;59.8;46.8;5.0;11.4;3.0;14.8;8.8;0.0;9.0;37.6;28.8;250.0
B954;98.5;11.6;10.1;2.7;0.5;14.1;0.0;35.0;44.1;27.0;23.0;12.1;278.7
B893;166.1;22.4;31.8;22.9;0.2;22.3;19.9;11.3;42.7;9.5;45.1;63.6;457.8
B228;147.4;18.8;46.9;8.5;1.8;40.9;8.6;5.7;94.0;41.5;34.7;27.2;476.0
B278;149.7;18.4;38.4;5.5;3.6;51.2;0.8;8.9;99.2;38.5;35.8;26.7;476.7
0200E;32.0;31.2;136.4;48.1;20.4;25.9;7.2;17.4;53.3;128.2;15.2;3.1;518.4
0076;34.6;28.3;84.0;41.9;15.5;;2.9;17.5;64.9;;5.3;3.2;
1082;182.9;87.5;114.4;61.5;58.1;88.3;42.0;65.0;113.6;28.3;236.0;235.9;1313.5
2331;6.8;43.6;23.8;13.0;67.6;53.8;6.4;27.2;3.8;13.2;27.6;34.6;321.4
3469A;24.4;81.9;40.4;8.0;41.0;9.0;4.4;9.7;0.0;4.4;35.2;35.1;293.5
5973;12.4;65.1;56.9;34.6;62.7;0.0;0.4;18.5;0.7;41.4;79.7;29.6;402.0
5960;19.9;38.7;66.7;26.8;48.4;0.1;1.0;15.2;1.5;111.7;37.4;31.9;399.3
5910;20.2;71.6;58.5;37.0;45.3;0.0;1.3;2.4;1.3;13.1;55.5;32.0;338.2
6001;;81.9;49.2;85.1;;0.0;0.1;1.5;;29.0;;101.1;
