Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;;;;;;;;4;;
1387E;9;2;5;13;3;5;5;5;3;10;9;7;76
1428;6;2;4;11;2;4;4;3;0;13;6;8;63
8175;5;5;7;12;9;12;19;12;11;14;16;8;130
8019;8;5;11;7;10;19;17;9;9;13;14;10;132
6325O;8;3;11;11;8;21;24;14;11;18;16;11;156
9091O;1;0;2;6;1;3;0;5;0;4;0;1;23
1212E;4;0;0;5;0;1;0;3;0;5;2;2;22
1208H;5;0;0;6;;;;;;;7;6;
1249I;4;2;1;8;0;1;1;6;0;5;2;4;34
4452;11;5;8;10;9;11;23;22;20;21;18;14;172
B954;3;3;5;9;10;13;15;9;5;8;;2;
B893;2;1;7;;6;14;10;8;1;2;4;0;
B228;2;2;;;;;;;;;7;2;
B278;2;2;6;7;6;17;15;12;2;5;6;2;82
0200E;5;5;8;10;8;11;7;5;5;5;9;8;86
0076;2;5;7;9;6;10;3;6;4;4;12;6;74
1082;6;1;2;7;2;3;1;3;3;6;0;3;37
2331;6;1;7;12;3;5;11;10;5;15;0;3;78
3469A;11;6;5;9;5;10;22;17;14;;;;
5960;18;;10;12;9;21;21;19;14;17;16;17;
5910;16;2;7;9;9;14;23;16;14;17;17;17;161
1111;5;1;0;9;1;2;1;3;1;4;0;3;30
1109;9;1;0;9;3;2;3;3;0;5;2;3;40
5402;;;;;;;;;17;;;;
8096;6;5;5;8;6;4;18;9;10;18;12;11;112
1014;6;1;2;11;3;4;2;6;1;10;5;4;55
1024E;3;1;2;8;1;2;2;5;1;7;3;4;39
0367;6;7;6;10;2;9;;7;;7;12;8;
5530E;9;0;7;10;6;13;25;19;14;20;15;16;154
5514;13;3;8;13;9;16;25;18;18;20;17;16;176
9170;10;1;4;14;4;6;10;7;5;10;5;5;81
C249I;4;4;5;10;4;9;14;20;4;3;1;8;86
C649I;5;2;5;10;3;7;14;17;3;7;2;5;80
C029O;5;3;6;10;2;10;17;18;7;6;1;10;95
2661;;;;;;;;11;6;17;6;8;
9771C;6;4;13;17;8;12;14;9;13;18;13;7;134
3191E;;5;7;12;3;5;19;12;13;21;12;11;
3129;8;4;7;11;8;11;21;16;14;22;13;10;145
3196;8;3;6;12;6;5;22;11;11;18;11;10;123
3200;7;4;4;10;3;8;22;13;11;18;13;12;125
3195;10;3;7;13;;9;23;16;13;22;15;10;
3175;10;4;5;12;6;5;19;13;10;19;9;11;123
2462;8;;5;10;0;3;18;7;6;17;7;8;
6155A;13;1;8;10;6;20;22;12;15;11;12;8;138
6000A;8;1;4;2;1;6;14;4;8;1;9;10;68
7178I;9;2;7;7;6;15;17;5;4;7;13;8;100
7228;9;1;8;5;7;14;21;5;8;10;10;9;107
9263D;9;2;5;15;5;6;7;7;4;12;5;4;81
1484C;12;4;8;12;4;7;8;8;5;17;9;11;105
1495;8;3;7;12;3;8;7;9;5;18;11;9;100
2867;9;2;4;11;3;3;17;13;11;14;10;6;103
C929I;6;5;8;6;2;1;3;2;2;5;1;7;48
C139E;4;2;5;4;0;3;9;12;2;5;0;3;49
C449C;2;;;;6;10;;;;7;3;11;
C447A;3;;;;;4;7;11;1;4;2;3;
C429I;5;7;11;8;2;11;21;19;11;5;2;11;113
5796;13;2;7;11;7;17;23;18;16;20;18;14;166
5783;16;2;7;10;9;19;26;21;16;19;17;19;181
0016A;10;3;8;;6;8;5;4;6;7;13;8;
9981A;9;5;7;12;6;7;10;8;5;12;13;10;104
8414A;8;3;7;10;8;10;14;2;7;14;9;9;101
2422;9;5;6;13;2;3;13;13;9;17;7;4;101
2539;10;4;8;11;5;4;15;13;12;15;7;6;110
9390;10;6;8;9;6;10;15;8;12;18;10;9;121
9434;9;0;4;9;3;7;10;5;4;16;6;5;78
