Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;77;78;74;68;75;79;78;79;78;73;76;80;76
1387E;;77;73;65;;76;74;73;77;78;80;81;
1428;78;77;78;58;74;;75;70;79;69;79;86;
8175;75;68;61;53;;40;40;44;47;;57;76;
8178D;74;68;61;56;48;45;45;52;52;59;60;73;58
8025;64;65;;64;55;56;;68;66;73;62;55;
8019;63;;62;59;49;55;60;;64;69;;;
6325O;63;65;63;62;53;58;;65;65;67;65;63;
9091O;84;78;71;65;65;72;69;66;74;76;82;87;74
1212E;79;;;75;;79;;79;79;80;;78;
1208H;74;72;73;74;78;78;79;78;74;76;73;73;75
1249I;82;77;75;76;80;83;82;83;82;80;85;84;81
2444;73;70;59;44;47;39;38;38;44;51;66;78;54
4452;76;74;67;48;48;40;38;38;43;49;63;76;55
B954;75;76;76;69;67;;69;72;71;78;;70;
B893;78;;;;63;;65;;;;73;;
B228;73;74;;;;;;79;80;;;;
B278;75;;70;;58;56;59;61;69;77;;74;
0200E;72;75;70;70;70;63;71;73;79;81;66;69;72
0076;;74;;68;;62;;65;67;;60;;
1082;76;;;69;67;75;76;75;79;77;77;81;
2331;77;79;69;52;58;58;47;50;56;60;74;87;64
3469A;75;75;67;48;47;34;31;30;35;42;59;72;51
5973;69;73;67;65;61;;66;64;66;;;71;
5960;71;78;71;60;55;;52;50;55;;;76;
5910;69;76;67;63;59;53;60;59;63;61;67;73;64
6001;;;86;91;;86;;78;;84;;80;
1111;;;77;77;80;83;81;79;81;;;;
1109;72;72;72;;71;76;76;;75;77;77;76;
8500A;64;66;64;60;57;56;61;65;64;68;53;52;61
5000C;70;75;71;;74;71;66;73;74;87;79;70;
4121;76;73;65;46;44;32;27;30;36;50;57;76;51
5402;70;;;51;;32;;;;;;;
8096;63;66;54;44;;35;33;39;42;51;51;72;
1014;76;73;72;69;69;74;74;73;76;78;75;80;74
1024E;76;72;74;74;72;82;84;80;79;;75;80;
0367;74;75;;;;54;59;58;72;;69;73;
5530E;67;69;59;46;39;29;27;;39;53;62;74;
5514;65;68;55;44;39;30;26;33;37;49;59;72;48
3013;72;71;63;;51;49;;44;53;;61;76;
4642E;69;78;71;63;60;49;49;46;50;59;63;69;61
9898;74;78;65;54;51;48;46;47;55;65;61;79;60
5270B;67;66;;43;41;30;30;33;36;45;55;68;
9170;71;74;64;49;;53;51;52;60;;;77;
C249I;;71;67;68;;64;;69;72;68;64;64;
C649I;57;;;62;;62;63;;;;;;
C029O;60;65;56;61;62;62;63;65;66;64;63;63;63
2661;;;;;;;;44;50;50;68;81;
1549;79;74;65;43;58;52;47;48;55;56;72;85;61
9771C;78;79;65;55;48;47;46;50;59;70;69;81;62
1505;89;;79;72;76;76;76;74;76;74;86;90;
3191E;68;73;62;45;51;44;46;51;45;51;61;69;56
3129;;72;;44;43;;34;35;39;50;59;69;
3196;68;71;60;41;43;35;35;36;42;;57;68;
3200;67;70;60;40;43;36;34;39;40;53;66;77;52
3195;;;60;45;;40;;;43;52;60;;
3175;72;73;61;43;45;33;33;34;37;49;59;72;51
2462;79;79;72;;64;50;46;44;57;57;69;84;
6155A;60;;62;64;;55;60;62;;73;;65;
6000A;73;74;68;72;70;69;63;;;79;69;69;
7178I;64;64;57;55;45;44;49;58;57;63;54;53;55
7228;65;65;58;56;44;42;49;58;58;65;60;58;57
9263D;;73;68;57;;61;;;67;69;74;85;
1690A;83;76;70;55;65;59;56;54;63;64;80;90;68
1484C;76;77;74;57;74;70;72;68;77;68;75;85;73
1495;80;78;75;57;72;;;67;75;;;85;
2867;75;71;64;47;53;47;;46;51;;;82;
2870;71;69;64;53;58;51;;;53;58;68;80;
C929I;;72;;70;68;73;;;77;72;76;67;
C430E;37;;39;;30;21;17;24;37;34;55;37;
C139E;;;;;68;;71;;;;;;
C449C;59;63;56;62;59;55;56;;;58;66;62;
C447A;80;;70;71;79;;;62;81;;74;;
C429I;;64;;63;61;61;63;;66;60;;59;
2465;71;65;58;42;47;37;37;36;43;49;64;82;53
5796;66;69;64;55;;38;34;;;;64;72;
5783;69;;;53;49;37;40;37;42;48;60;;
2030;67;73;63;48;58;55;47;48;;53;60;75;
0016A;65;72;70;65;;55;61;64;64;74;62;61;
9981A;61;68;;55;54;54;57;58;;64;55;54;
9381I;71;67;58;49;46;45;42;46;54;59;;72;
8368U;68;65;56;49;47;46;43;51;55;61;55;68;55
3260B;69;68;59;40;40;31;30;31;34;46;58;73;48
8414A;66;66;62;60;53;50;56;61;61;68;53;56;59
2422;73;71;61;42;51;40;41;39;44;49;67;82;55
2539;76;75;66;44;54;42;42;41;47;50;67;82;57
2614;75;73;62;44;51;42;41;;47;51;70;81;
9390;70;67;57;48;45;45;42;44;53;56;57;70;55
9434;66;72;59;44;44;46;45;47;54;;61;71;
