Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;45;40;45;75;49;55;52;62;54;73;53;41;54
1428;45;34;39;69;39;52;46;54;45;68;58;43;49
8175;58;63;78;75;76;81;80;71;83;76;75;57;73
8025;64;64;78;75;82;86;;72;82;81;77;72;
8019;;;;;;;;;;;76;72;
6325O;62;;73;70;80;82;85;71;78;80;72;74;
9091O;39;41;53;64;50;40;48;55;52;54;45;29;48
1212E;44;;38;63;42;31;34;42;48;51;41;42;
1208H;41;39;38;59;;;35;43;46;49;41;37;
1249I;41;44;42;63;40;32;42;40;50;54;42;40;44
2444;52;52;64;79;65;70;86;79;82;78;56;43;67
4452;55;47;61;76;72;82;86;85;90;75;62;56;71
B954;55;56;78;75;82;81;79;71;75;74;;61;
B893;45;43;79;75;79;82;75;72;60;69;56;45;65
B228;54;53;74;72;77;80;80;70;69;67;63;58;68
B278;46;49;76;73;77;80;77;70;65;67;59;44;65
0200E;59;58;64;68;73;71;70;68;52;64;75;60;65
0076;38;50;66;66;63;55;60;50;49;;59;38;
1082;39;36;35;51;41;32;32;41;40;47;35;25;38
2331;49;44;51;76;54;61;75;74;73;73;58;35;60
3469A;60;48;64;80;71;82;90;88;90;81;72;63;74
5960;78;38;64;72;73;89;85;83;84;75;79;69;74
5910;75;39;66;70;74;85;82;81;80;77;67;62;72
1111;;42;39;66;53;37;42;49;49;50;44;31;
1109;40;38;33;60;48;34;37;43;42;46;40;26;41
8500A;61;60;79;73;83;79;79;70;70;80;82;70;74
5000C;60;43;64;53;66;76;71;57;62;46;57;49;59
4121;53;45;64;79;75;81;87;82;89;82;73;60;73
5402;73;39;58;63;67;82;80;80;74;77;73;60;69
8096;52;48;62;67;55;62;67;66;73;72;72;47;62
1014;40;37;41;58;52;37;37;47;44;51;37;26;42
1024E;45;40;;60;50;34;35;45;47;48;40;28;
0367;;;;;;;;;;;70;52;
5530E;73;51;70;80;79;84;86;81;87;80;76;66;76
5514;68;48;65;74;74;82;83;76;80;74;70;64;72
3013;48;47;64;69;63;69;79;72;70;68;57;40;62
4642E;81;49;67;78;77;87;89;88;90;82;79;74;78
9898;60;58;72;78;70;;75;72;77;;72;;
5270B;64;46;70;78;76;85;88;80;76;79;70;57;72
9170;49;45;60;76;59;65;72;68;64;67;47;37;59
C249I;60;62;61;72;65;61;65;77;59;68;62;60;64
C649I;;;;;;;;;;;;70;
C029O;62;64;67;76;64;62;69;80;67;65;71;71;68
2661;;;;;;;;79;83;80;73;55;
1549;49;48;53;79;51;67;79;76;74;73;59;24;61
9771C;41;44;74;81;78;77;77;74;74;78;60;28;66
1505;28;37;43;69;46;48;52;58;47;68;39;22;46
3191E;54;43;59;76;61;69;80;74;77;77;69;60;67
3129;59;43;59;77;65;73;82;77;54;79;71;57;66
3196;61;48;60;76;70;74;82;79;78;81;77;63;71
3200;60;48;58;77;71;78;81;81;81;80;76;60;71
3175;61;47;59;80;69;76;83;82;77;78;78;53;70
2462;39;34;52;72;54;64;82;74;74;74;48;34;58
6155A;68;64;73;75;78;80;78;73;80;71;66;62;72
6000A;66;52;71;57;53;62;70;54;68;68;67;64;63
7178I;65;62;76;72;82;87;84;70;78;75;71;69;74
7228;66;56;64;70;77;85;80;67;72;74;73;73;71
7031;;;62;70;76;83;81;;;;;;
9263D;50;45;55;72;54;57;64;62;59;64;47;34;55
1690A;32;40;44;73;51;61;70;71;60;65;43;23;53
1484C;41;38;43;72;50;62;63;73;60;62;46;33;54
2867;63;60;67;83;;75;86;84;90;81;75;47;
C929I;55;61;68;66;62;57;63;64;60;61;51;;
C430E;86;80;87;88;93;93;96;92;;80;72;83;
C139E;46;53;54;;45;48;64;63;50;48;34;47;
C449C;63;61;69;80;68;71;81;84;79;67;;62;
C447A;33;36;51;63;42;;53;67;57;51;41;29;
C429I;71;69;73;72;64;71;81;79;72;70;66;75;72
2465;51;47;61;79;63;66;85;78;81;80;63;43;66
5796;80;45;60;72;72;86;84;81;77;80;76;70;74
5783;84;48;68;78;75;90;89;86;88;83;80;72;78
2030;59;48;60;74;59;63;77;71;73;74;62;48;64
0016A;62;54;72;70;73;73;66;63;67;52;75;64;66
9981A;54;55;72;75;67;69;68;65;67;71;75;60;67
9381I;55;55;67;67;59;63;67;66;70;74;68;49;63
8368U;51;54;77;72;66;71;76;69;72;72;67;53;67
3260B;62;51;67;82;74;;;;88;;;61;
8416;;48;62;62;68;66;67;61;66;70;66;;
8414A;64;55;75;68;74;77;76;64;70;77;78;67;70
2422;56;50;57;79;60;69;79;77;84;77;69;39;66
2539;56;;53;77;57;68;81;79;76;74;71;43;
2614;40;45;57;76;61;;85;;79;69;52;;
9390;47;50;61;70;63;68;76;71;69;70;62;43;63
9434;64;55;73;83;71;75;82;77;77;79;79;55;73
