Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;;;;;;;;14.8;;
9091O;5.1;7.4;10.3;13.0;15.5;;21.0;22.2;18.6;;10.8;7.1;
4452;9.5;11.9;14.1;18.5;21.5;26.8;27.5;28.3;26.4;23.5;17.1;12.2;19.8
0200E;;9.0;11.0;14.7;18.8;24.5;26.2;26.2;21.4;18.4;12.6;8.8;
2331;2.6;5.5;8.2;13.5;16.7;22.9;25.2;26.2;20.5;17.2;9.0;4.6;14.3
3469A;8.8;10.6;12.8;17.8;20.9;27.6;29.0;29.9;26.5;;;;
8096;5.1;7.0;10.8;;;25.2;;27.5;;19.2;12.2;6.5;
1024E;;8.2;10.0;13.1;;20.2;20.8;;;16.2;;;
1484C;9.9;11.2;12.7;15.0;17.4;20.2;21.3;21.7;20.2;;;;
2867;5.5;8.5;11.7;17.7;20.8;27.6;28.0;28.8;24.0;20.0;11.4;6.7;17.6
2422;5.5;10.1;14.1;20.3;23.2;29.3;29.0;29.8;25.1;20.5;11.4;6.0;18.7
2539;4.2;6.6;8.9;13.5;16.7;23.4;23.9;24.1;19.8;16.8;9.5;5.5;14.4
