Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;17.6(04);21.1(16);27.6(10);22.4(22);28.1(24);29.9(17);31.9(04);33.2(21);25.4(28);31.0(15);20.7(21);18.0(29);33.2(21/ago)
1387E;17.3(05);20.7(16);27.6(10);24.9(22);31.1(24);30.9(17);35.2(04);37.3(21);25.7(28);32.0(15);20.5(21);18.0(30);37.3(21/ago)
1428;16.5(05);21.5(22);25.3(10);28.6(10);32.8(24);35.1(17);33.5(04);36.2(21);26.7(02);29.1(08);19.4(19);15.8(21);36.2(21/ago)
8175;16.5(12);18.5(23);26.8(10);27.4(18);31.8(26);39.3(15);40.8(13);39.4(04);33.0(06);30.5(12);21.7(03);15.3(28);40.8(13/jul)
8178D;17.4(12);18.8(26);28.1(10);28.6(18);32.6(26);39.7(15);41.3(13);39.6(04);33.5(06);31.9(13);23.2(03);15.3(28);41.3(13/jul)
8025;20.8(30);22.8(07);32.5(10);26.7(26);28.3(27);35.3(28);;35.4(03);33.9(14);28.3(13);25.0(04);24.0(30);
8019;21.7(30);;34.8(10);28.6(26);;35.0(28);34.8(09);;33.8(09);29.0(13);24.7(05);23.1(30);
6325O;21.0(17);22.3(22);24.3(10);28.0(18);34.0(25);37.9(25);38.5(18);36.7(26);33.5(05);32.2(14);26.2(02);20.7(29);38.5(18/jul)
9091O;13.5(12);18.0(25);26.2(10);26.7(24);32.7(25);35.5(19);35.6(18);35.8(21);30.2(24);28.5(13);19.7(03);16.3(30);35.8(21/ago)
1212E;18.1(29);;23.5(10);22.8(08);27.1(25);31.9(20);;28.9(27);25.6(27);32.2(15);24.1(22);21.3(30);
1208H;17.0(31);20.6(06);20.0(27);21.1(08);24.1(25);29.2(21);25.8(27);31.2(27);25.8(13);29.6(15);25.2(22);22.0(30);31.2(27/ago)
1249I;17.5(29);19.0(15);25.9(10);24.5(08);30.8(25);33.8(21);30.4(04);31.5(21);26.3(13);30.4(15);21.8(22);18.4(10);33.8(21/jun)
2444;13.8(30);16.6(22);24.2(10);23.8(12);28.9(25);35.3(14);36.9(13);33.6(21);29.9(05);27.7(05);18.2(21);13.0(07);36.9(13/jul)
4452;18.9(12);20.6(22);28.8(10);31.3(12);36.7(23);43.0(17);45.4(13);41.8(04);37.4(06);35.8(06);24.9(01);19.5(09);45.4(13/jul)
B954;18.2(31);19.7(23);23.7(10);24.7(26);26.5(27);32.1(26);32.5(06);36.4(08);29.9(05);26.2(09);;20.6(30);
B893;17.0(12);;22.5(11);25.6(14);29.6(25);33.6(14);34.2(30);37.8(03);;26.7(05);24.5(04);19.2(30);
B228;18.5(31);21.2(07);26.4(09);23.3(11);29.6(27);33.7(26);36.5(07);37.7(02);30.4(06);28.4(04);24.3(04);21.4(30);37.7(02/ago)
B278;17.6(31);21.4(23);24.3(09);24.1(18);31.2(27);35.9(26);40.1(07);39.9(03);31.6(04);27.4(18);23.8(01);20.1(30);40.1(07/jul)
0200E;16.6(08);18.7(22);21.6(29);23.2(11);29.7(25);32.8(15);32.4(30);33.8(04);28.2(05);25.4(05);21.4(24);17.2(30);33.8(04/ago)
0076;;19.2(04);;22.3(04);;32.3(28);31.0(30);34.3(03);29.1(10);26.0(06);23.2(04);;
1082;19.9(30);21.1(17);27.8(10);28.7(08);36.4(25);37.8(21);38.4(17);37.2(14);31.9(28);31.7(14);24.3(02);21.1(30);38.4(17/jul)
2331;13.4(31);21.4(22);23.1(10);26.3(24);32.1(25);35.6(18);36.0(17);36.8(21);30.6(05);28.5(04);19.3(01);12.7(14);36.8(21/ago)
3469A;17.9(11);18.9(22);26.8(10);28.9(18);34.8(24);42.0(17);43.2(13);40.1(20);35.4(06);33.8(03);23.2(01);17.9(09);43.2(13/jul)
5973;19.1(03);19.2(22);24.8(10);26.9(18);30.0(31);37.4(24);32.7(12);33.6(26);31.8(12);;24.4(01);19.5(30);
5960;21.4(03);22.5(22);29.4(10);33.0(18);33.1(31);42.5(24);43.5(13);43.1(04);38.2(06);35.7(13);27.0(24);21.3(30);43.5(13/jul)
5910;19.5(03);22.0(22);28.5(10);30.8(18);32.0(24);40.8(24);38.7(12);36.0(26);34.9(12);32.9(14);26.4(01);20.2(30);40.8(24/jun)
6001;;;21.6(10);24.4(12);;32.4(25);;32.9(05);;29.0(06);;20.0(10);
1111;20.6(31);19.9(27);23.8(30);21.8(29);26.7(05);28.6(19);26.1(29);27.5(04);25.0(03);31.5(15);23.7(02);19.7(30);31.5(15/oct)
1109;21.0(31);21.0(27);24.4(30);23.6(29);31.0(21);31.9(21);28.0(29);30.0(04);27.3(03);32.5(15);25.5(01);20.5(30);32.5(15/oct)
8500A;19.0(16);23.9(07);26.8(06);25.7(30);30.3(25);34.7(28);33.7(16);37.0(03);33.3(11);28.9(27);25.0(24);23.8(30);37.0(03/ago)
5000C;20.6(04);20.9(06);27.6(11);25.8(15);27.3(30);33.3(26);37.1(24);34.3(02);34.0(12);25.8(21);23.9(12);20.1(08);37.1(24/jul)
4121;16.4(12);20.1(22);27.1(10);29.6(18);34.7(26);40.4(15);43.7(13);40.4(05);35.0(06);31.7(06);22.2(01);16.1(22);43.7(13/jul)
5402;21.2(31);23.2(22);;34.0(18);36.3(24);44.5(16);46.9(13);;39.5(06);35.7(14);27.4(01);20.5(30);
8096;17.2(31);20.5(22);26.7(09);27.7(18);32.5(26);38.1(15);39.0(13);38.0(05);31.9(06);29.6(05);20.8(17);14.7(05);39.0(13/jul)
1014;19.6(31);20.8(27);27.4(30);25.8(08);31.8(28);36.5(19);38.6(18);37.0(14);27.5(23);31.4(16);23.7(03);20.8(30);38.6(18/jul)
1024E;19.1(31);18.5(01);24.1(30);26.5(08);31.3(28);36.2(19);34.4(18);34.7(14);28.2(28);26.5(14);21.4(02);18.2(10);36.2(19/jun)
0367;17.3(31);20.7(22);;;32.1(25);37.0(17);36.0(31);38.4(03);33.0(05);29.4(05);23.7(02);20.9(30);
5530E;21.9(31);20.9(21);29.7(10);32.7(18);37.0(25);41.5(17);45.7(12);43.0(04);37.5(06);33.7(13);25.7(02);16.6(23);45.7(12/jul)
5514;19.5(31);19.4(21);27.8(10);29.7(18);34.6(25);40.2(15);43.5(13);40.4(05);34.0(06);31.0(11);24.8(02);16.0(23);43.5(13/jul)
3013;16.0(31);19.9(22);25.1(10);;30.5(27);35.4(18);35.6(13);35.8(05);29.4(05);28.6(05);18.8(01);13.0(24);
4642E;19.7(04);21.5(22);27.6(10);32.4(18);31.9(16);40.2(16);39.4(24);41.7(04);37.7(12);34.6(15);24.8(11);21.1(30);41.7(04/ago)
9898;15.8(31);16.3(22);25.4(10);25.9(14);32.2(25);36.7(23);36.3(13);37.3(03);30.8(05);28.6(05);19.4(03);16.2(30);37.3(03/ago)
5270B;18.1(31);20.0(22);26.2(10);30.0(18);34.8(25);40.0(17);44.4(13);40.4(04);34.8(06);31.1(13);23.1(01);16.7(30);44.4(13/jul)
9170;15.2(03);20.2(25);28.8(10);27.6(13);34.6(25);38.2(22);36.9(29);36.8(03);31.5(05);27.6(10);20.8(03);17.9(30);38.2(22/jun)
