Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
C249I;;25.2(17);29.2(11);31.6(17);;38.0(24);;35.1(22);30.4(25);38.7(14);29.1(21);23.9(16);
C649I;23.0(03);;;34.2(17);;;33.6(28);;;35.9(13);29.0(27);24.0(31);
C029O;22.9(30);27.2(17);30.5(09);36.1(17);29.6(16);37.3(23);36.8(28);41.3(07);35.5(14);35.7(13);27.1(30);25.2(31);41.3(07/ago)
2661;15.6(11);18.6(23);22.0(10);24.6(12);29.2(25);35.4(18);33.6(13);34.7(21);29.9(05);30.5(05);19.2(16);14.1(22);35.4(18/jun)
1549;17.0(11);21.7(22);27.2(10);28.8(10);34.0(24);39.2(17);38.3(16);38.9(21);30.6(05);32.9(02);19.6(15);16.1(30);39.2(17/jun)
9771C;17.9(31);19.0(07);25.9(10);29.7(14);35.6(25);39.6(22);39.4(31);39.8(03);32.9(05);29.4(05);22.1(03);18.8(30);39.8(03/ago)
1505;14.8(03);19.2(22);26.9(10);26.5(23);31.7(24);35.2(18);34.6(04);39.1(21);27.8(05);31.9(15);18.9(21);15.0(29);39.1(21/ago)
3191E;13.7(11);17.3(22);23.7(10);25.1(12);29.7(26);36.8(17);37.4(13);35.9(05);30.4(06);28.8(05);17.6(18);16.0(29);37.4(13/jul)
3129;16.7(11);19.7(22);25.9(10);28.2(12);34.2(26);40.1(17);41.1(13);39.0(05);33.4(06);31.1(05);20.9(18);17.6(29);41.1(13/jul)
3196;17.5(11);19.6(22);26.2(10);28.8(12);33.4(26);40.0(15);40.6(13);39.0(05);33.0(06);31.3(05);20.0(16);16.5(29);40.6(13/jul)
3200;18.0(11);19.6(22);25.8(10);28.0(11);34.0(25);40.2(17);40.7(13);39.4(05);33.2(06);31.2(05);20.6(01);16.0(29);40.7(13/jul)
3195;16.0(11);18.5(22);26.1(10);28.2(12);33.7(26);40.0(17);;;32.5(06);29.4(03);19.2(02);16.0(29);
3175;16.9(11);20.0(22);26.8(10);28.2(12);33.9(27);40.4(17);41.4(13);39.8(05);33.6(06);31.6(05);21.3(01);17.5(29);41.4(13/jul)
2462;10.1(08);11.0(26);18.1(10);18.7(19);23.7(25);29.9(18);30.0(13);28.9(21);23.2(05);21.7(04);13.6(20);8.9(21);30.0(13/jul)
6155A;21.6(11);22.3(07);27.9(07);32.3(15);31.3(18);37.4(26);35.6(21);40.3(08);38.0(04);30.5(06);25.6(12);21.7(15);40.3(08/ago)
6000A;20.4(03);23.3(12);26.3(11);26.8(15);26.2(18);33.4(26);36.6(24);36.5(08);32.7(04);29.3(18);27.0(29);20.5(26);36.6(24/jul)
7178I;21.6(30);23.4(28);33.6(10);33.4(13);31.4(14);40.8(23);41.0(30);41.4(03);37.3(14);32.1(27);26.6(12);24.2(29);41.4(03/ago)
7228;21.3(30);23.1(07);33.3(10);32.8(13);34.0(25);41.0(23);40.0(30);40.5(03);37.0(14);33.2(13);25.6(12);23.0(28);41.0(23/jun)
7031;20.1(04);23.2(07);30.5(10);28.5(13);27.0(11);33.5(23);33.0(09);33.8(08);32.5(11);27.5(21);26.0(12);24.2(29);33.8(08/ago)
9262;16.6(31);19.3(25);25.7(10);26.2(24);32.4(25);37.2(22);35.4(18);36.0(21);29.6(05);28.0(13);20.3(03);16.6(30);37.2(22/jun)
9263D;17.3(31);19.9(25);26.7(10);27.1(24);33.5(26);38.5(22);36.9(18);37.5(22);31.0(05);28.1(14);20.7(03);16.1(30);38.5(22/jun)
1690A;18.0(29);23.8(22);30.1(10);31.9(10);37.6(24);39.6(18);39.4(16);41.0(21);31.8(05);34.9(02);21.9(22);18.0(29);41.0(21/ago)
1484C;17.2(05);20.0(21);25.5(10);28.3(10);33.2(24);33.3(20);33.7(04);35.9(20);26.4(07);31.1(15);19.8(22);16.4(19);35.9(20/ago)
1495;18.1(05);20.9(22);25.5(10);27.8(10);;35.3(20);;37.3(20);28.2(07);32.6(15);18.9(17);18.1(19);
2867;15.0(11);18.8(22);26.1(10);26.5(23);32.9(24);38.0(17);37.0(13);37.9(21);32.3(05);31.5(04);21.9(01);13.8(29);38.0(17/jun)
2870;15.3(11);19.9(22);27.0(10);26.8(11);33.5(24);39.1(18);38.2(13);37.6(21);32.7(05);32.2(05);22.3(01);14.7(29);39.1(18/jun)
C929I;24.3(09);22.5(04);31.9(10);29.3(16);26.7(10);26.8(22);27.8(29);27.4(01);30.4(25);31.2(15);26.4(27);24.5(01);31.9(10/mar)
C430E;14.7(12);14.5(28);17.3(31);20.8(01);22.3(20);25.4(27);28.4(13);27.7(08);26.9(08);20.8(13);17.0(01);12.9(30);28.4(13/jul)
C139E;;;34.2(10);;25.2(12);27.2(29);31.1(28);28.1(08);27.7(04);33.0(26);;24.7(01);
C449C;23.5(07);26.0(17);32.4(09);31.2(17);31.4(16);34.2(23);34.8(28);35.6(23);30.9(03);34.1(14);27.1(08);24.9(01);35.6(23/ago)
C447A;19.2(08);;29.9(09);32.7(17);26.5(15);;36.6(28);36.5(08);31.1(24);34.5(13);27.3(12);20.4(01);
C429I;;28.6(17);34.2(09);33.6(16);30.0(11);33.4(27);37.4(28);37.1(17);36.0(24);38.6(14);;25.1(31);
2465;15.1(12);18.2(22);24.6(09);24.8(18);30.1(24);36.8(15);35.6(16);35.5(21);30.0(05);28.6(04);19.4(01);12.0(30);36.8(15/jun)
5796;19.4(03);23.5(22);30.5(09);33.5(18);34.7(24);42.6(16);43.8(12);43.2(04);37.8(06);35.4(12);27.2(01);19.8(24);43.8(12/jul)
5783;19.3(04);21.9(22);;32.7(18);35.9(24);43.3(16);43.6(12);43.4(04);38.6(06);35.7(15);27.3(01);21.0(30);
2030;15.0(07);19.7(25);25.4(10);25.6(17);30.2(26);34.4(15);34.2(13);35.2(22);29.0(05);30.2(05);21.3(17);15.5(21);35.2(22/ago)
0016A;18.4(12);20.9(07);23.6(09);23.4(11);29.2(25);34.3(16);33.7(24);37.5(03);33.0(14);29.0(06);23.8(24);21.4(30);37.5(03/ago)
9981A;20.8(12);22.1(27);30.0(09);31.6(14);33.5(25);38.1(17);36.4(27);40.7(03);34.5(11);31.0(05);24.8(24);23.7(30);40.7(03/ago)
9381I;18.2(31);20.5(22);27.3(10);27.0(13);32.5(26);37.8(14);38.1(13);37.3(22);31.7(13);30.3(13);21.5(01);14.9(29);38.1(13/jul)
8368U;17.3(31);20.6(22);26.1(10);27.0(13);32.7(25);38.0(14);40.2(13);37.8(18);31.2(05);29.8(13);21.8(03);16.3(30);40.2(13/jul)
3260B;19.2(11);20.9(22);29.0(10);30.0(18);35.9(25);41.2(17);42.8(13);41.0(05);35.5(06);33.3(03);22.6(01);17.2(28);42.8(13/jul)
8416;22.0(12);22.0(07);28.0(09);28.2(14);29.0(13);34.5(27);35.0(08);35.7(03);37.0(14);30.2(27);25.7(24);23.2(30);37.0(14/sep)
8414A;21.3(12);22.2(07);31.7(09);29.7(14);29.9(25);38.4(27);36.1(08);37.7(03);36.6(11);30.4(27);25.5(12);22.2(30);38.4(27/jun)
2422;15.1(31);19.0(22);25.9(10);27.4(24);31.6(24);38.5(18);37.3(13);38.1(21);32.3(05);31.3(05);20.8(01);14.5(29);38.5(18/jun)
2539;13.4(31);17.4(22);23.6(10);24.5(24);30.4(25);36.4(18);35.6(17);35.4(21);30.1(05);29.0(15);19.2(01);13.2(14);36.4(18/jun)
2614;15.9(11);17.9(23);25.3(10);27.9(11);34.2(24);39.8(18);38.1(13);38.9(21);33.1(05);32.6(05);20.0(01);15.6(29);39.8(18/jun)
9390;19.0(31);20.2(22);27.4(10);26.6(12);33.0(27);38.6(14);37.9(27);39.0(03);31.6(05);30.1(13);21.7(01);14.7(29);39.0(03/ago)
9434;17.1(31);19.7(27);27.3(10);28.4(24);35.2(26);40.1(22);38.9(30);39.5(03);32.7(05);29.7(05);21.8(03);17.8(30);40.1(22/jun)
