Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;101;110;110;110;150;172;180;181;163;147;115;112;138
1387E;;101;102;103;;164;171;168;152;145;109;103;
1428;84;93;101;94;140;158;169;159;144;129;100;98;122
8175;66;78;80;85;;134;142;144;118;109;67;71;
8178D;66;80;81;89;110;150;154;171;129;119;76;72;108
8025;88;103;112;126;145;197;;242;195;174;104;80;
8019;87;;114;126;;188;225;;193;175;;81;
6325O;94;112;114;131;146;202;229;250;205;179;124;97;157
9091O;68;85;89;89;128;169;165;160;135;127;88;80;115
1212E;89;;103;110;;166;177;178;159;150;107;96;
1208H;92;103;108;114;147;172;184;187;158;156;112;99;136
1249I;85;95;101;111;151;173;184;182;157;148;106;93;132
2444;57;68;65;62;91;104;104;100;88;84;66;67;80
4452;86;105;104;100;126;142;132;131;121;118;95;94;113
B954;100;116;126;133;168;218;252;263;209;189;;101;
B893;97;;126;128;161;198;233;;;;121;;
B228;99;119;128;147;;247;286;300;234;;141;119;
B278;92;110;111;118;152;195;226;237;194;176;115;99;152
0200E;77;100;104;111;149;181;220;223;177;170;98;78;141
0076;;109;;121;154;206;229;233;181;173;95;;
1082;79;94;;109;147;187;192;193;167;156;106;96;
2331;59;75;75;67;107;137;117;115;99;92;71;71;90
3469A;80;97;97;94;117;122;111;108;99;98;85;83;99
5973;101;122;121;138;155;190;208;217;198;181;134;112;156
5960;90;122;119;129;150;179;196;192;168;157;;103;
5910;94;123;118;131;151;175;199;204;184;164;122;105;148
6001;120;;161;187;;250;;263;;226;;139;
1111;88;108;110;118;149;177;185;190;168;157;112;97;138
1109;83;100;106;;143;176;185;;157;153;113;94;
8500A;82;101;108;114;147;196;228;231;183;168;90;74;144
5000C;105;125;125;148;174;207;210;231;207;214;154;118;168
4121;72;90;87;81;106;117;103;107;97;103;73;77;93
5402;79;;;111;;133;130;;;119;;;
8096;55;70;65;64;87;107;105;119;91;92;60;65;82
1014;78;96;106;109;146;187;192;192;162;157;103;93;135
1024E;75;89;99;104;137;177;186;182;152;149;98;87;128
0367;72;98;;;;177;195;196;165;157;89;70;
5530E;65;89;83;89;106;113;105;125;107;113;82;77;96
5514;61;85;76;80;97;109;95;118;100;103;78;74;90
3013;54;68;69;;93;124;115;115;92;;57;59;
4642E;91;121;120;131;152;167;166;164;149;155;113;100;136
9898;61;86;90;88;114;146;151;150;119;121;73;68;106
5270B;72;89;90;90;109;118;118;126;113;111;83;79;100
9170;67;85;87;79;;150;151;149;126;;81;76;
C249I;;151;148;173;185;196;208;230;220;203;170;140;
C649I;122;;130;155;;180;190;206;205;181;;;
C029O;120;135;127;155;172;187;198;218;204;186;159;131;166
2661;;;;;;;;106;92;82;68;69;
1549;70;84;83;72;121;142;135;130;115;101;80;79;101
9771C;66;93;97;99;121;163;174;175;141;140;79;66;118
1505;83;93;96;100;142;168;173;164;141;129;97;90;123
3191E;60;75;76;71;106;134;146;157;103;99;72;65;97
3129;63;81;80;75;100;114;114;116;97;96;71;68;90
3196;65;82;79;73;101;121;118;122;108;;73;69;
3200;64;82;82;71;103;127;119;138;109;115;86;78;98
3195;65;81;84;83;;141;147;152;115;111;77;;
3175;64;82;78;70;106;112;111;111;92;95;70;70;88
2462;44;52;55;56;83;98;96;90;83;76;53;51;70
6155A;89;115;109;130;145;185;208;221;182;181;130;101;150
6000A;108;126;121;144;170;212;215;240;;203;134;110;
7178I;83;100;103;113;127;169;203;228;180;163;92;74;136
7228;80;100;100;110;118;155;196;220;176;162;98;77;133
9263D;;79;87;84;124;162;160;159;130;121;79;75;
1690A;87;102;102;98;145;167;167;155;144;129;101;100;125
1484C;92;104;106;102;149;165;177;167;153;135;107;107;130
1495;90;102;104;102;144;166;;165;150;;103;102;
2867;60;75;75;69;109;135;129;121;100;;;71;
2870;64;78;81;87;121;153;147;149;117;107;76;75;105
C929I;154;158;154;172;180;204;;;232;218;207;159;
C430E;31;;37;;45;45;41;55;63;50;62;34;
C139E;;;139;;175;196;204;;222;208;;151;
C449C;129;134;125;158;161;169;183;193;198;179;175;140;162
C447A;122;128;114;138;154;;;171;189;;149;;
C429I;;137;127;160;170;187;197;210;209;187;;136;
2465;58;67;68;63;95;102;104;100;89;87;67;70;81
5796;80;107;107;119;138;145;134;144;128;121;105;96;119
5783;88;118;116;118;134;145;157;146;136;133;104;99;125
2030;53;67;69;63;102;134;125;120;97;86;61;63;87
0016A;71;100;109;118;144;188;221;226;171;169;91;74;140
9981A;72;101;106;107;145;193;217;215;159;157;91;73;136
9381I;56;68;69;66;95;127;127;131;104;96;60;60;88
8368U;55;66;67;68;96;130;132;144;111;102;58;58;91
3260B;68;85;81;73;100;114;110;111;94;99;75;76;91
8414A;78;96;100;108;134;171;211;216;170;159;80;71;133
2422;61;75;74;63;105;114;114;107;93;88;71;73;87
2539;58;74;72;62;102;110;109;103;88;81;66;69;83
2614;67;82;79;67;110;126;120;115;101;92;75;77;93
9390;55;70;70;65;94;131;126;126;104;94;59;60;88
9434;65;89;91;80;113;154;158;157;128;124;79;72;109
