Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;0;0;;0;;;;0;;
1387E;;;0;0;;;0;0;;0;0;1;
1428;0;1;0;0;0;;0;;0;0;0;0;
8175;0;1;0;;;0;0;0;0;;;0;
8178D;;0;0;0;0;0;0;0;;0;0;0;
8025;0;0;;0;;0;;;0;;0;0;
8019;0;;1;0;0;0;0;;0;0;0;1;
6325O;0;0;;0;;0;0;;;0;0;1;
9091O;0;4;;0;;;;0;0;0;;;
1212E;;;;0;0;0;;;;0;;2;
1249I;;2;0;;0;0;0;0;0;0;0;1;
2444;0;0;0;0;0;0;0;0;0;0;0;0;0
4452;0;0;0;0;0;0;0;0;0;;0;0;
B954;0;1;;0;0;;0;0;0;0;;;
B893;;;;;0;;0;;;;2;;
B228;0;0;0;0;0;0;0;0;0;0;0;0;0
B278;1;1;;0;0;;0;0;;;0;0;
0200E;1;0;0;0;0;0;0;0;0;0;0;0;1
0076;;1;;;;0;0;0;;;0;;
1082;0;2;0;0;;0;0;;;;0;;
2331;0;2;0;0;0;0;0;0;0;;0;0;
3469A;0;0;0;0;0;0;0;0;0;0;0;0;0
5973;0;0;0;2;0;0;0;;0;0;0;0;
5960;0;0;;0;0;;;0;0;;0;0;
5910;0;0;0;2;1;0;0;0;0;0;0;0;3
6001;;2;0;3;;0;1;0;;0;;0;
1111;0;3;0;0;;1;0;0;0;0;0;3;
1109;0;2;;;0;1;0;0;0;0;0;3;
8500A;0;0;0;0;0;0;0;0;0;0;0;0;0
5000C;0;;0;;0;0;0;0;0;0;;0;
4121;0;0;0;0;0;;0;0;0;0;0;0;
5402;;;;0;;;;;;;;;
8096;0;0;0;0;;0;0;0;0;0;0;0;
1014;0;0;0;0;0;0;0;0;0;;0;0;
1024E;3;2;2;0;0;0;0;0;;1;;3;
0367;;;;;0;;;;0;;0;;
5530E;0;0;1;0;0;;0;0;0;0;0;0;
3013;0;0;0;0;0;0;0;0;0;0;0;0;0
4642E;0;0;0;0;0;0;0;0;0;0;0;0;0
9898;0;0;;0;0;0;0;0;0;0;0;0;
5270B;0;0;0;;0;0;0;0;;;0;;
9170;0;0;;0;;;;;0;;;0;
C249I;;1;;0;;0;;0;0;0;;0;
C649I;0;;;0;;0;0;;;;0;0;
C029O;;0;;0;0;1;0;0;0;;0;;
2661;;;;;;;;0;0;;0;;
1549;0;0;0;0;0;0;0;0;0;0;;0;
9771C;0;0;0;0;;0;0;0;0;0;0;;
1505;0;0;0;0;;0;0;0;0;0;0;0;
3191E;0;;;;;;;;;;;;
3129;;;;0;;;;;;0;0;;
3196;0;0;0;0;0;0;0;0;0;0;0;;
3200;0;0;0;0;0;1;0;0;;0;0;0;
3195;;1;0;0;;0;;;0;0;0;;
3175;0;0;0;0;0;0;0;0;0;0;0;0;0
2462;0;5;1;;;0;0;;;0;0;;
6155A;0;0;0;0;;;0;0;0;;0;;
6000A;;;;;;;;;;;;0;
7178I;0;0;0;0;0;0;0;0;0;0;0;0;0
7228;0;0;0;0;0;0;0;0;0;0;0;0;0
9263D;;;0;;;0;;;;0;0;0;
1690A;0;0;0;0;0;0;0;0;0;0;0;0;0
1484C;0;0;0;0;0;0;0;0;0;;0;0;
1495;;;0;;0;;;0;;;;;
2867;0;0;0;0;0;0;;0;0;;;0;
2870;0;0;0;0;0;0;0;0;0;0;0;0;0
C929I;;1;;0;0;0;;;0;0;0;;
C430E;2;4;0;0;2;1;0;0;0;3;3;2;17
C139E;;;;;0;;0;;;;;0;
C449C;;;;0;0;0;0;0;;0;;0;
C447A;0;;0;0;0;;;0;0;;0;0;
C429I;;1;;0;;;0;;0;0;;1;
2465;0;1;0;;0;0;0;1;0;0;;1;
5796;0;0;;;0;0;0;0;0;;0;0;
5783;;;;;0;;0;0;0;;0;;
2030;0;0;0;0;0;0;0;0;;0;0;0;
0016A;;1;1;;;;;0;;0;0;1;
9981A;0;3;0;0;0;;;0;0;0;2;2;
9381I;0;0;;0;;0;0;0;0;0;0;0;
8368U;0;0;;0;0;0;0;;0;0;0;0;
3260B;0;1;0;0;0;0;0;0;0;0;;;
8414A;;1;;0;;0;;0;0;;0;;
2422;0;0;;0;0;;0;0;0;0;0;0;
2539;;;;;;0;0;;;;;;
2614;0;0;0;0;0;0;0;;0;0;;0;
9390;0;;0;;0;;;;;0;0;0;
9434;0;0;0;0;0;;0;0;0;0;0;0;
