Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
9381I;3.0;7.0;10.0;10.9;16.9;22.4;23.0;23.0;16.9;14.9;6.9;3.6;13.2
8368U;3.5;7.3;10.1;11.7;17.2;22.5;24.1;23.7;17.6;15.5;7.7;4.1;13.8
3260B;6.6;9.9;12.3;16.3;21.0;27.2;27.8;27.6;22.6;19.5;11.0;7.1;17.4
8416;11.0;14.1;15.0;15.8;20.2;24.7;25.9;26.0;23.6;21.1;15.4;12.8;18.8
8414A;9.1;12.4;13.9;14.9;19.9;25.0;26.5;26.0;22.5;19.8;13.2;10.2;17.8
2422;4.1;7.8;10.3;13.5;17.6;23.5;23.3;23.0;18.6;16.6;7.8;4.8;14.2
2539;2.8;6.4;8.5;11.2;15.6;21.0;21.1;20.6;16.3;14.7;6.5;3.6;12.4
2614;4.4;8.6;10.7;13.9;18.4;24.0;23.8;23.7;19.2;16.5;8.0;5.5;14.7
9390;3.2;7.4;10.5;11.7;17.4;22.8;23.4;23.4;17.1;15.3;7.4;4.2;13.7
9434;6.5;10.0;13.6;15.5;20.8;25.7;26.2;25.8;20.2;18.6;10.5;7.0;16.7
