Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;10.4;11.8;12.9;14.3;17.4;18.7;19.9;19.8;18.3;17.8;13.0;11.2;15.5
1387E;8.6;10.5;11.9;13.1;16.8;18.0;19.3;19.3;16.8;16.3;11.1;9.4;14.3
1428;7.2;9.5;10.9;14.1;16.4;18.6;19.1;19.5;16.0;16.7;10.0;8.0;13.8
8175;4.5;8.9;10.8;13.5;18.5;24.9;26.2;25.8;21.1;17.4;9.5;5.4;15.5
8178D;5.4;9.4;11.5;14.2;19.1;25.3;26.6;26.5;21.8;18.6;10.7;6.5;16.3
8025;11.4;13.8;15.2;16.2;20.6;25.1;;26.2;23.4;20.4;14.7;12.2;
8019;12.0;;16.2;17.1;;24.9;26.4;;23.9;21.1;15.3;12.4;
6325O;12.6;15.2;15.4;17.6;21.8;25.9;26.8;27.8;24.6;22.2;16.3;13.0;19.9
9091O;3.4;7.8;10.0;10.3;15.9;19.4;19.9;20.1;15.6;14.2;7.8;5.4;12.5
1212E;8.2;;11.8;11.8;15.6;18.0;;18.8;17.4;16.7;11.5;10.0;
1208H;9.6;12.0;12.7;13.1;16.3;18.8;19.8;20.2;18.6;17.7;13.0;11.3;15.3
1249I;7.0;10.1;11.5;12.4;16.0;18.0;19.1;19.0;16.9;16.3;10.0;8.3;13.7
2444;2.8;6.5;8.6;11.9;15.9;22.0;21.8;21.6;17.0;15.0;7.1;4.1;12.9
4452;8.2;11.9;13.5;18.1;21.4;26.5;26.9;26.9;23.5;21.2;13.3;9.4;18.4
B954;10.5;12.8;13.8;15.1;19.0;23.7;25.7;26.4;22.4;19.9;;11.6;
B893;10.0;;13.8;14.6;19.4;24.0;25.8;26.5;;19.8;14.1;11.4;
B228;11.3;14.0;15.0;16.0;20.4;24.9;26.9;27.9;23.2;20.9;15.4;13.1;19.1
B278;9.1;12.3;13.0;13.9;19.4;24.2;26.4;27.3;21.8;18.8;12.7;10.7;17.5
0200E;8.0;11.4;13.3;14.2;18.3;23.6;24.3;24.6;19.6;18.7;12.5;8.6;16.4
0076;;12.5;;14.7;;24.6;25.7;26.2;21.6;20.1;13.3;;
1082;7.0;11.3;12.8;13.0;18.5;20.7;21.2;21.4;18.2;17.7;11.8;9.5;15.3
2331;2.7;6.1;7.7;9.5;14.9;19.6;20.4;20.0;15.3;13.8;6.5;3.6;11.7
3469A;7.6;10.6;12.3;16.7;20.2;26.5;26.9;27.0;22.8;20.8;12.5;8.7;17.7
5973;12.3;14.7;16.0;18.4;21.2;25.0;25.0;26.2;24.2;;17.1;13.2;
5960;9.4;13.1;14.3;17.8;20.9;25.6;26.1;27.3;23.7;22.4;14.8;10.4;18.8
5910;10.3;13.8;15.1;17.9;21.0;25.4;25.4;26.4;23.6;22.8;15.9;11.8;19.1
6001;;;15.9;18.0;;23.1;;25.8;;22.5;;14.7;
1111;9.3;11.8;12.3;12.5;16.0;18.3;19.3;19.9;17.8;17.1;13.0;10.6;14.8
1109;8.7;11.4;12.2;12.8;17.2;19.6;20.3;20.7;18.3;17.1;12.4;10.0;15.1
8500A;10.4;13.2;14.8;15.9;20.6;25.2;26.6;26.3;22.8;20.8;14.8;11.7;18.6
5000C;13.2;14.9;15.4;17.0;19.7;23.3;24.7;25.0;23.1;21.1;17.4;14.6;19.1
4121;5.7;9.6;11.8;16.0;20.3;26.8;28.0;27.4;22.5;18.7;10.4;6.5;17.0
5402;8.7;12.4;;18.5;21.6;28.4;28.9;;25.2;22.7;13.7;9.4;
8096;4.7;7.8;10.6;13.4;17.9;23.8;25.1;25.2;19.4;17.0;9.4;5.4;15.0
1014;6.4;11.0;12.8;13.2;18.0;20.8;21.4;21.6;18.3;17.3;11.3;9.2;15.1
1024E;6.2;10.7;11.8;11.8;16.5;19.0;19.1;19.6;16.8;16.3;11.0;8.6;14.0
0367;6.0;10.6;;;18.3;24.1;24.3;25.3;19.4;18.1;10.0;6.0;
5530E;6.6;10.5;12.1;16.5;21.0;26.7;27.7;27.7;22.6;19.7;12.0;7.3;17.5
5514;6.3;9.9;11.7;15.4;19.8;25.8;27.2;27.0;22.0;19.2;11.6;7.1;16.9
3013;1.9;5.8;8.4;;15.0;20.4;21.2;21.5;15.4;13.0;5.3;2.6;
4642E;10.7;13.2;14.8;18.0;20.7;25.5;26.1;27.3;24.0;22.4;15.7;11.7;19.2
9898;4.1;8.3;11.7;13.4;17.9;23.2;24.4;24.2;18.3;16.9;9.2;4.7;14.7
5270B;7.9;11.5;13.3;17.6;21.6;27.8;28.8;28.5;24.0;21.6;13.3;8.7;18.7
9170;5.7;9.0;11.9;13.5;18.3;23.1;23.4;23.0;18.1;16.3;9.4;6.5;14.9
C249I;;18.4;19.1;21.3;;24.4;;25.9;24.5;24.5;22.0;18.9;
C649I;18.4;;;21.1;;;24.2;;;24.4;21.9;18.7;
C029O;17.5;18.0;19.8;21.4;22.6;24.3;25.0;26.7;25.0;24.2;21.2;18.0;22.0
2661;3.3;5.9;8.2;11.3;14.8;20.0;20.3;20.1;16.0;15.2;7.3;4.3;12.2
1549;5.1;9.0;11.0;14.8;17.8;22.2;23.0;22.5;18.3;16.8;8.7;5.3;14.5
9771C;4.4;9.2;12.6;15.1;20.1;25.3;26.7;26.1;19.8;17.8;8.8;4.0;15.8
1505;5.2;8.3;9.8;11.6;15.8;18.3;19.1;19.0;15.8;15.6;8.5;6.4;12.8
3191E;4.7;7.2;10.3;13.5;17.2;23.5;24.3;24.3;19.6;17.6;9.4;5.9;14.8
3129;4.9;8.3;10.9;14.5;19.2;25.7;25.7;25.7;20.4;17.6;9.5;6.2;15.7
3196;6.0;9.0;11.6;15.6;19.8;26.2;26.6;26.5;21.5;19.0;10.7;6.6;16.6
3200;6.0;9.0;11.7;15.8;20.2;26.4;26.8;26.9;21.8;19.1;10.5;6.5;16.7
3195;6.0;9.2;12.2;16.0;20.1;26.4;;;21.5;18.7;10.3;6.8;
3175;4.8;8.4;11.0;14.2;18.9;25.5;25.8;26.0;20.7;17.8;9.1;5.7;15.7
2462;-0.7;1.4;3.7;8.0;10.8;16.9;17.7;17.9;12.8;12.3;3.9;0.1;8.7
6155A;12.4;14.4;15.3;17.6;20.5;25.3;25.7;26.4;24.5;20.8;15.9;13.0;19.3
6000A;12.8;15.2;15.6;17.2;20.4;24.2;26.2;26.5;24.1;21.4;17.1;13.9;19.6
7178I;10.7;13.8;15.7;17.7;22.0;27.3;28.6;28.5;25.3;22.2;15.2;11.7;19.9
7228;9.8;13.3;15.3;17.2;21.1;26.6;28.0;27.9;24.7;21.2;14.0;10.4;19.1
7031;10.5;13.6;14.6;16.3;19.4;24.3;25.6;26.4;23.9;20.5;14.8;11.6;18.5
9262;4.9;9.1;11.2;12.7;17.4;21.9;22.4;22.1;16.9;16.4;9.0;5.8;14.2
9263D;3.8;8.1;10.6;11.7;16.9;21.6;22.3;22.1;16.8;15.3;8.0;5.0;13.5
1690A;6.9;11.0;12.6;16.0;19.0;22.6;23.7;23.7;19.4;18.4;10.2;8.0;16.0
1484C;8.8;11.2;12.3;15.3;17.3;19.4;20.2;20.3;17.2;17.6;11.7;9.4;15.1
1495;8.3;10.8;12.1;15.6;;19.8;;20.9;17.7;18.6;11.6;9.0;
2867;2.9;7.2;9.1;12.6;16.6;22.2;21.2;21.1;17.1;14.7;6.9;4.0;13.0
2870;4.9;8.7;10.6;14.1;17.7;23.5;23.2;23.1;19.0;16.8;8.8;5.5;14.7
C929I;19.7;19.1;19.5;21.1;22.0;23.0;23.4;24.5;24.3;24.5;22.5;20.1;22.0
C430E;5.2;4.8;6.9;10.1;12.7;17.2;18.9;20.0;15.6;13.2;9.0;5.7;11.6
C139E;;;19.0;;21.3;22.8;23.5;24.4;24.1;23.7;;19.4;
C449C;18.8;18.8;19.6;21.5;22.8;24.6;25.4;26.8;25.3;25.0;22.3;19.5;22.5
C447A;13.3;;15.1;17.3;17.4;;20.8;23.5;20.7;21.1;18.0;14.3;
C429I;;18.6;20.1;21.5;22.6;24.1;24.6;26.4;25.3;25.2;;19.8;
2465;3.5;7.3;9.7;12.9;16.9;22.7;22.7;22.6;17.8;16.5;8.0;4.3;13.7
5796;9.1;12.9;14.3;18.4;20.9;27.1;27.6;28.5;24.7;22.8;14.4;10.5;19.3
5783;10.2;13.6;;19.4;22.2;28.0;28.4;29.3;25.7;23.8;15.4;11.5;
2030;3.3;5.7;8.8;10.6;14.7;20.1;21.0;21.3;16.0;14.8;7.5;4.3;12.3
0016A;8.0;11.7;13.1;14.1;19.0;24.5;25.9;26.1;21.6;19.2;12.2;9.1;17.0
9981A;9.4;12.8;15.1;16.6;21.2;26.0;27.1;27.3;23.4;21.2;14.3;11.0;18.8
