Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;;;;;;;;19;;
1387E;13;19;21;14;14;17;17;22;22;18;16;20;213
1428;13;12;14;17;15;19;18;23;23;14;16;12;196
8175;19;18;21;14;20;18;12;16;19;16;9;17;199
8019;16;21;17;18;17;9;13;18;19;16;13;20;197
6325O;18;19;17;13;20;7;6;15;19;13;9;18;174
9091O;20;15;20;18;18;18;20;18;21;20;18;11;217
1212E;13;16;17;17;19;11;13;13;19;17;15;16;186
1208H;16;18;17;18;;;;;;;9;14;
1249I;14;13;15;15;14;8;15;9;21;15;13;11;163
4452;14;20;18;17;17;19;8;7;10;7;9;13;159
B954;21;18;22;19;19;16;15;16;24;21;;27;
B893;18;19;21;;22;15;18;21;24;26;23;22;
B228;21;19;;;;;;;;;22;26;
B278;23;18;23;20;24;13;16;15;26;22;20;24;244
0200E;17;15;16;16;18;13;23;24;15;22;18;21;218
0076;21;18;20;17;23;18;28;24;23;25;16;23;256
1082;14;14;13;15;15;13;16;15;14;12;19;9;169
2331;18;16;13;15;19;22;19;19;24;13;26;15;219
3469A;11;13;15;16;13;20;8;13;15;;;;
5960;13;;16;14;20;9;10;12;15;13;13;8;
5910;14;15;19;17;17;16;8;14;15;11;10;12;168
1111;17;18;18;16;21;14;17;16;19;18;22;13;209
1109;13;18;14;14;16;13;16;14;17;15;19;11;180
5402;;;;;;;;;12;;;;
8096;16;10;18;14;16;21;11;16;19;12;15;13;181
1014;16;16;13;11;17;12;14;13;19;10;15;12;168
1024E;18;13;13;13;15;10;14;12;19;13;16;8;164
0367;18;12;21;15;22;19;;19;;20;15;18;
5530E;18;16;16;14;20;17;5;10;14;9;12;9;160
5514;13;14;17;13;18;14;6;11;12;9;9;9;145
9170;13;18;21;12;17;21;18;22;22;17;17;16;214
C249I;24;23;24;20;27;21;16;11;24;27;27;18;262
C649I;25;26;25;20;26;21;17;14;25;21;24;23;267
C029O;23;24;22;20;27;18;14;13;20;23;27;18;249
2661;;;;;;;;18;21;11;19;16;
9771C;16;16;14;10;22;16;16;19;15;10;15;16;185
3191E;;12;15;15;23;23;10;17;16;8;12;15;
3129;17;13;18;14;17;18;9;13;15;5;14;16;169
3196;15;14;20;14;20;22;8;18;18;9;14;16;188
3200;18;15;19;17;24;21;8;16;19;11;13;13;194
3195;13;15;17;12;;19;7;13;16;7;12;17;
3175;15;14;17;14;19;24;11;16;20;9;20;17;196
2462;10;;12;14;21;23;11;21;23;8;13;8;
6155A;17;20;21;16;22;9;8;16;14;19;16;21;199
6000A;18;17;21;15;16;21;13;18;20;29;19;18;225
7178I;19;22;19;18;21;14;13;21;23;22;13;22;227
7228;19;19;18;20;22;14;9;22;18;20;16;21;218
9263D;13;14;15;11;19;20;19;21;17;14;15;11;189
1484C;9;13;10;13;16;19;19;20;19;11;15;8;172
1495;14;13;11;15;14;18;18;18;20;9;12;10;172
2867;15;18;18;15;20;23;12;17;18;15;15;16;202
C929I;22;23;21;22;28;27;28;27;27;22;26;23;296
C139E;22;23;23;24;29;24;22;18;24;24;26;23;282
C449C;26;;;;19;19;;;;16;26;15;
C447A;19;;;;;20;19;14;24;19;25;23;
C429I;24;21;20;22;26;16;10;12;17;25;26;20;239
5796;16;16;19;15;20;13;8;13;13;11;10;14;168
5783;13;15;17;17;17;11;5;10;14;11;10;8;148
0016A;19;18;20;;23;20;25;24;19;21;16;22;
9981A;15;17;21;15;24;22;19;19;21;15;16;20;224
8414A;18;21;19;15;20;19;16;26;21;14;18;21;228
2422;14;13;19;15;26;25;17;16;20;12;20;17;214
2539;13;11;13;16;16;23;14;17;17;12;18;14;184
9390;12;18;16;17;14;17;15;19;14;11;17;16;186
9434;17;20;19;18;23;21;20;25;24;13;22;21;243
