Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;291;237;;268;;;;210;;
1387E;;;309;228;;;235;231;;207;187;294;
1428;160;278;277;178;211;;218;;200;137;145;227;
8175;324;382;323;;;331;288;302;284;;;338;
8178D;;160;147;128;142;157;132;135;;84;80;144;
8025;185;193;;177;;184;;;170;;136;175;
8019;378;;333;304;281;293;267;;285;222;252;359;
6325O;323;428;;377;;330;296;;;273;275;379;
9091O;201;290;;214;;;;235;177;134;;;
1212E;;;;295;243;242;;;;238;;383;
1249I;;188;169;;121;132;117;117;132;120;129;188;
2444;205;280;255;245;227;241;218;214;198;173;185;233;223
4452;147;217;240;236;212;263;234;208;199;;137;165;
B954;359;388;;323;310;;293;301;296;211;;;
B893;;;;;308;;342;;;;443;;
B228;181;152;159;165;154;151;157;160;153;114;111;138;150
B278;259;264;;275;279;;282;291;;;177;288;
0076;;398;;;;348;364;329;;;346;;
1082;243;271;249;221;;211;188;;;;186;;
2331;327;433;361;406;336;395;432;398;296;;293;366;
3469A;213;281;289;242;248;275;252;225;216;175;176;237;236
5973;301;357;404;547;459;448;341;;304;430;308;311;
5960;212;248;;279;269;;;202;190;;210;232;
5910;334;346;426;494;415;426;336;337;303;358;321;349;370
6001;;518;548;721;;590;567;624;;709;;473;
1111;404;359;327;335;;333;253;266;278;281;365;421;
1109;274;296;;;243;261;203;190;216;176;249;328;
8500A;220;213;190;174;186;179;177;173;179;166;197;221;190
5000C;238;;281;;255;251;235;244;232;237;;274;
4121;136;219;195;200;176;;175;159;141;115;99;152;
5402;;;;177;;;;;;;;;
8096;122;168;149;157;;182;176;171;119;106;110;124;
1014;203;238;241;220;209;210;191;185;196;;217;265;
1024E;366;409;377;314;287;302;266;249;;305;;381;
0367;;;;;203;;;;164;;122;;
5530E;129;177;162;185;208;;204;186;145;102;100;120;
3013;137;211;172;145;146;141;150;136;102;84;111;164;142
4642E;212;232;245;236;271;286;290;272;261;202;200;224;244
9898;172;222;;207;243;227;252;249;194;184;183;163;
5270B;148;306;247;;234;249;238;205;;;132;;
9170;242;239;;224;;;;;150;;;223;
C249I;;458;;414;;599;;526;528;331;;539;
C649I;367;;;430;;657;736;;;;356;396;
C029O;;432;;435;511;649;708;655;591;;342;;
2661;;;;;;;;219;242;;181;;
1549;83;151;147;160;137;166;159;145;135;78;;107;
9771C;188;256;230;200;;208;214;194;207;149;185;;
1505;117;218;206;161;;138;152;142;128;131;94;162;
3129;;;;252;;;;;;176;213;;
3196;184;293;284;250;250;279;257;227;208;132;127;;
3195;;153;138;157;;166;;;131;99;77;;
3175;277;311;292;286;271;284;284;263;250;199;242;269;269
2462;365;430;366;;;300;304;;;281;331;;
6155A;407;352;360;353;;;272;262;273;;290;;
6000A;;;;;;;;;;;;270;
7178I;209;203;197;210;215;243;230;221;184;156;169;189;202
7228;223;215;199;204;226;255;244;220;194;150;161;186;206
9263D;;;251;;;264;;;;202;234;231;
1690A;73;124;113;100;103;110;117;106;89;67;61;86;96
1484C;134;181;148;147;119;131;125;133;112;;133;131;
1495;;;271;;247;;;250;;;;;
2867;168;371;312;295;247;229;;198;175;;;289;
2870;115;212;181;160;137;159;153;143;125;86;103;166;145
C929I;;567;;434;523;656;;;588;438;432;;
C430E;773;645;660;692;615;508;433;526;626;665;810;683;636
C139E;;;;;401;;617;;;;;402;
C449C;;;;205;263;272;235;217;;194;;250;
C447A;410;;432;375;493;;;457;499;;284;385;
C429I;;459;;397;;;480;;533;361;;571;
2465;181;308;269;;254;269;237;225;201;188;;263;
5796;155;212;;;181;187;190;158;166;;143;185;
5783;;;;;266;;268;214;192;;165;;
2030;226;257;231;223;184;196;207;196;;136;144;236;
0016A;;299;248;;;;;232;;210;274;330;
9981A;269;237;212;237;226;;;243;235;219;278;279;
9381I;144;228;;174;;188;194;197;148;131;127;164;
8368U;153;182;;152;150;146;161;;117;110;149;146;
3260B;206;315;272;302;273;287;237;239;205;173;;;
8414A;;336;;225;;261;;248;250;;223;;
2422;122;195;;165;148;;165;156;147;109;101;166;
2539;;;;;;333;329;;;;;;
2614;116;184;166;193;152;170;172;;137;105;;149;
9390;89;;125;;131;;;;;87;97;136;
9434;495;357;378;458;332;;482;435;373;378;455;411;
