Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;29/67(30);22/56(11);;23/66(29);;;;99/80(22);;
1387E;;;99/78(30);99/65(30);;;24/58(29);99/45(06);;20/82(15);23/87(22);29/124(10);
1428;21/59(30);24/105(03);22/65(31);99/63(30);22/65(13);;22/46(29);;35/52(09);20/58(15);21/84(22);99/84(10);
8175;30/67(17);30/102(05);26/85(03);;;14/67(25);20/71(07);31/61(28);30/56(10);;;24/76(27);
8178D;;28/82(05);27/67(03);27/58(30);29/62(11);26/56(28);21/57(13);26/45(27);;27/38(19);30/36(12);20/89(11);
8025;34/60(21);35/69(05);;07/49(20);;07/43(04);;;31/44(10);;34/39(13);30/67(27);
8019;02/74(19);;26/91(03);32/59(01);07/55(28);14/71(30);07/55(01);;07/61(15);26/48(18);31/67(13);99/95(27);
6325O;32/63(28);23/85(05);;05/84(20);;99/82(28);07/61(03);;;24/65(18);25/65(04);25/91(27);
9091O;34/65(16);22/115(03);;32/59(01);;;;34/51(08);31/58(09);23/46(20);;;
1212E;;;;29/82(30);22/55(05);31/89(28);;;;30/63(20);;29/118(26);
1249I;;25/98(03);30/64(30);;22/46(05);31/78(28);03/38(14);32/41(26);31/48(09);29/54(21);19/59(22);30/102(26);
2444;28/51(27);30/75(05);19/62(03);12/76(21);13/57(21);33/65(04);14/66(06);26/58(27);33/48(09);17/41(17);18/44(23);26/75(31);12/76(21/abr)
4452;30/51(27);30/59(05);25/60(03);08/57(20);30/56(18);03/84(18);29/50(31);07/51(29);29/54(09);;24/38(04);29/81(11);
B954;02/82(21);29/98(05);;99/65(27);26/58(06);;07/48(07);02/72(09);99/54(10);22/63(18);;;
B893;;;;;29/58(06);;99/68(15);;;;99/96(13);;
B228;05/80(21);33/69(05);04/70(13);05/51(19);22/37(12);07/55(05);34/35(24);19/51(21);05/46(15);22/42(18);33/56(13);24/64(11);05/80(21/ene)
B278;06/93(21);32/91(05);;07/65(27);24/50(12);;12/45(19);06/59(10);;;33/59(13);21/85(11);
0200E;03/94(22);33/71(06);31/87(24);28/55(02);28/62(06);27/76(28);06/49(08);27/58(30);01/53(25);02/58(19);34/59(12);22/78(11);03/94(22/ene)
0076;;22/111(05);;;;27/78(28);26/67(23);08/71(08);;;01/50(15);;
1082;14/74(27);15/95(13);32/84(12);32/68(01);;32/76(28);16/61(04);;;;99/63(23);;
2331;01/65(17);26/112(03);20/75(03);26/87(30);26/79(05);18/72(02);17/73(06);26/60(22);08/51(21);;01/53(06);20/89(10);
3469A;34/50(13);28/65(03);30/67(22);21/67(30);18/57(12);12/61(17);08/61(03);18/57(27);32/48(09);14/40(15);18/48(23);27/73(11);27/73(11/dic)
5973;17/67(26);10/81(15);10/71(15);12/104(20);11/89(21);11/70(19);11/68(02);;12/60(02);25/64(19);24/66(29);32/84(11);
5960;18/63(26);14/72(12);;99/78(19);11/67(21);;;14/58(27);15/42(02);;02/71(09);21/82(11);
5910;29/79(10);17/67(12);28/85(03);11/100(20);13/91(21);31/67(25);11/61(03);29/54(01);12/54(02);24/81(19);25/70(29);29/89(11);11/100(20/abr)
6001;;09/98(19);10/89(14);09/108(20);;08/81(08);08/108(02);09/80(11);;08/78(05);;21/87(11);
1111;33/81(13);31/108(05);31/86(04);29/82(30);;27/93(28);33/60(01);08/56(21);33/76(09);31/61(21);20/69(22);27/111(27);
1109;31/74(13);29/113(05);;;28/65(21);29/98(28);32/59(01);20/50(27);30/80(09);18/61(16);99/67(22);30/106(10);
8500A;03/62(21);28/76(05);28/45(04);25/52(30);30/56(11);28/50(28);18/40(08);99/41(09);01/39(09);28/34(18);34/64(13);28/74(27);28/76(05/feb)
5000C;31/67(13);;10/73(14);;25/49(11);25/53(27);32/53(31);30/54(01);20/68(09);30/65(19);;30/81(11);
4121;06/42(20);28/64(05);07/70(14);07/53(20);11/49(25);;32/50(13);25/41(25);28/43(09);24/40(17);01/41(09);22/61(11);
5402;;;;05/42(06);;;;;;;;;
8096;07/48(20);31/64(05);12/52(14);30/42(01);;15/54(25);14/68(07);27/50(07);30/40(10);23/43(18);36/56(13);23/62(11);
1014;02/71(14);18/87(04);17/80(03);17/67(30);27/55(05);23/84(28);10/54(18);30/45(30);27/54(10);;21/63(12);23/87(27);
1024E;16/102(27);35/121(05);34/91(12);20/90(29);20/81(05);32/87(28);21/87(05);33/62(14);;22/91(15);;36/113(27);
0367;;;;;22/55(11);;;;05/52(09);;04/68(06);;
5530E;29/65(27);14/72(22);26/95(03);03/48(20);26/59(09);;29/50(06);15/76(28);27/48(09);27/54(18);03/54(10);23/68(11);
3013;36/55(17);23/71(03);29/59(31);19/63(30);17/72(05);20/50(25);18/69(18);23/58(07);24/47(11);19/37(18);02/54(06);25/75(10);25/75(10/dic)
4642E;32/72(27);17/67(12);29/78(03);25/53(30);23/54(09);30/62(25);26/49(07);24/48(26);30/47(09);17/38(16);08/40(06);23/74(11);29/78(03/mar)
9898;34/55(17);11/67(12);;35/55(10);12/48(05);34/50(28);12/54(18);34/47(10);27/54(10);18/43(18);29/55(13);34/61(02);
5270B;13/78(27);13/85(21);14/77(14);;18/67(21);18/61(15);30/51(13);32/46(09);;;26/47(04);;
9170;12/58(26);24/76(04);;25/59(30);;;;;31/46(09);;;23/68(10);
C249I;;25/91(12);;19/63(27);;30/67(24);;35/59(31);01/63(21);29/52(14);;02/74(13);
C649I;36/58(31);;;02/61(05);;02/74(30);02/68(11);;;;01/58(07);03/74(13);
C029O;;99/82(12);;35/67(05);36/82(18);01/91(30);02/76(01);34/80(20);99/80(05);;04/78(07);;
2661;;;;;;;;09/54(27);26/54(03);;01/48(10);;
1549;31/41(12);28/87(03);27/46(31);30/60(30);07/46(26);29/44(28);13/64(06);14/46(27);29/50(09);19/35(16);;29/67(10);
9771C;28/69(13);29/90(05);27/89(04);30/73(01);;28/81(28);24/59(06);31/55(22);26/67(10);24/41(18);28/76(13);;
1505;06/51(18);24/83(03);24/69(30);06/54(26);;25/44(05);25/46(29);06/40(05);24/40(03);22/50(16);20/57(22);23/75(10);
3191E;05/89(20);;;;;;;;;;;;
3129;;;;21/72(30);;;;;;19/58(18);36/59(13);;
3196;36/58(17);23/74(04);24/67(03);24/61(30);24/71(11);23/69(28);11/61(06);23/65(07);30/52(09);24/45(18);01/54(08);;
3200;03/58(20);29/80(05);04/78(13);24/74(30);26/65(05);25/93(19);15/50(05);23/67(28);;03/43(06);11/41(09);21/67(11);
3195;;23/94(03);33/64(12);04/55(27);;12/58(15);;;34/47(09);04/42(06);01/44(29);;
3175;35/84(17);30/85(05);05/74(13);35/76(17);25/74(11);20/78(25);21/82(07);25/80(28);04/58(15);35/54(27);35/69(13);31/74(11);30/85(05/feb)
2462;02/85(11);30/114(05);15/91(26);;;09/86(15);15/90(06);;;21/67(17);21/74(23);;
6155A;29/58(11);22/68(13);25/67(26);11/65(28);;;29/45(20);99/48(08);29/50(09);;28/48(10);;
6000A;;;;;;;;;;;;24/85(11);
7178I;30/58(15);28/69(05);04/87(13);04/50(21);02/45(01);06/48(05);02/57(01);04/46(08);29/47(10);34/42(19);34/62(13);34/62(11);04/87(13/mar)
7228;34/71(16);34/78(05);30/65(03);12/56(20);17/48(31);02/76(28);17/65(17);25/67(07);12/48(15);35/78(18);20/58(13);01/74(01);34/78(05/feb)
9263D;;;19/68(03);;;26/80(27);;;;35/55(06);35/74(13);17/74(10);
1690A;15/43(26);18/69(03);25/51(31);28/46(30);24/56(05);26/42(28);18/45(07);33/36(09);26/32(23);14/39(15);99/49(22);20/69(10);18/69(03/feb)
1484C;15/49(26);17/78(03);32/59(12);29/60(30);26/43(05);29/48(28);33/36(24);34/46(05);32/41(15);;15/60(22);27/77(10);
1495;;;21/65(30);;23/54(13);;;03/52(09);;;;;
2867;99/50(27);25/85(04);28/68(22);27/74(30);99/72(05);01/67(04);;19/84(27);30/48(09);;;25/89(11);
2870;07/43(18);23/83(03);22/53(03);27/61(30);23/54(05);23/53(28);11/53(07);15/54(26);28/43(09);21/40(16);21/40(22);18/81(10);23/83(03/feb)
C929I;;26/91(12);;32/61(20);31/59(11);99/67(24);;;01/55(01);19/59(27);18/63(25);;
C430E;32/96(31);32/141(12);19/86(01);31/85(21);27/125(09);29/112(20);32/73(08);36/65(12);18/88(24);28/103(06);19/103(25);32/111(11);32/141(12/feb)
C139E;;;;;03/63(17);;03/67(04);;;;;99/74(11);
C449C;;;;20/42(28);28/51(11);33/62(02);34/54(05);19/54(21);;29/51(17);;30/55(11);
C447A;29/65(31);;99/72(03);30/50(06);29/65(30);;;29/72(31);32/71(22);;16/52(21);34/67(11);
C429I;;26/105(12);;07/74(01);;;06/71(01);;06/76(16);06/61(22);;06/96(13);
2465;14/71(27);27/105(05);10/74(14);;12/63(04);10/77(15);12/76(06);23/95(27);27/50(11);99/57(17);;27/92(11);
5796;19/58(26);18/84(12);;;23/58(10);24/50(25);26/41(20);26/39(28);26/51(09);;06/47(09);23/69(11);
5783;;;;;23/55(05);;09/52(03);99/42(06);28/48(09);;99/54(06);;
2030;35/62(15);24/77(04);99/62(13);04/55(06);30/49(11);26/63(28);14/52(07);18/55(25);;02/49(29);04/42(13);24/63(10);
