Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;8.1;10.7;9.6;13.2;16.7;18.3;20.1;18.6;18.0;17.4;11.5;11.5;8.1
1387E;7.2;12.0;9.3;12.8;16.2;17.5;19.3;18.5;17.6;17.3;10.8;11.3;7.2
1428;6.1;9.3;7.3;10.9;12.7;16.0;19.3;18.8;14.9;15.2;8.9;8.2;6.1
8175;3.4;10.6;4.5;9.4;17.6;23.8;24.8;25.0;23.6;16.5;9.0;6.2;3.4
8178D;3.3;10.8;4.6;8.8;18.1;24.9;26.5;24.7;24.2;16.9;11.2;6.7;3.3
8025;8.5;14.3;13.7;14.2;21.8;25.8;;26.7;23.8;22.9;14.8;13.3;
8019;8.7;;14.3;14.9;;26.0;25.2;;23.7;22.7;15.5;13.0;
6325O;9.5;16.5;14.8;15.6;22.1;25.2;26.5;25.4;25.1;22.2;15.3;15.3;9.5
9091O;-0.5;6.7;6.2;8.2;14.4;13.6;15.3;18.0;15.5;13.5;6.2;3.4;-0.5
1212E;6.9;;7.7;11.7;16.0;16.3;;17.6;18.8;16.5;9.8;9.8;
1208H;8.5;10.7;10.0;12.8;15.8;17.2;19.5;19.8;18.0;16.2;9.7;11.0;8.5
1249I;5.6;7.5;7.1;11.0;13.0;14.6;17.2;17.8;15.2;14.2;7.0;7.0;5.6
2444;-0.3;4.3;4.0;10.6;14.4;17.4;16.9;20.1;16.4;11.6;2.9;1.6;-0.3
4452;9.0;13.4;11.9;17.1;21.2;25.9;30.1;28.7;27.2;22.1;13.1;11.7;9.0
B954;9.3;13.8;11.8;16.1;19.2;23.4;26.5;25.8;21.5;21.1;;11.5;
B893;6.4;;14.7;13.0;18.7;22.7;25.0;25.1;;20.1;11.7;8.5;
B228;7.8;13.8;12.1;15.1;19.3;22.6;26.6;26.4;21.0;20.3;13.3;11.4;7.8
B278;7.2;13.4;11.6;14.4;20.3;23.8;27.0;27.2;20.4;19.9;12.6;11.4;7.2
0200E;7.4;10.8;9.1;8.6;14.8;18.0;24.5;21.9;14.8;15.7;10.5;6.5;6.5
0076;;14.1;;11.7;;21.4;25.2;24.1;18.1;19.6;14.3;;
1082;4.3;10.6;8.7;11.0;16.9;15.6;18.9;20.9;17.1;15.6;9.6;6.6;4.3
2331;-1.0;3.5;5.1;6.7;13.0;12.4;17.4;18.7;15.8;13.5;5.1;1.9;-1.0
3469A;6.3;10.2;10.6;15.2;18.1;23.1;27.0;26.7;24.3;18.8;10.8;10.4;6.3
5973;9.8;14.6;14.5;17.3;21.0;23.7;24.6;25.1;22.8;;15.0;12.7;
5960;8.4;11.7;15.0;19.3;22.3;26.9;27.4;27.7;25.4;21.8;15.0;12.3;8.4
5910;8.5;13.0;14.8;18.8;21.8;25.2;25.1;26.7;23.0;22.6;15.3;12.6;8.5
6001;;;16.0;17.8;;23.3;;25.5;;23.2;;14.4;
1111;6.8;10.8;10.2;10.0;14.7;15.2;18.8;19.3;16.3;14.7;10.0;10.2;6.8
1109;6.2;11.1;9.6;11.4;17.4;16.2;20.0;21.0;17.2;16.0;9.4;9.6;6.2
8500A;9.2;13.7;15.0;14.6;20.6;23.3;27.4;27.3;22.8;20.2;13.6;12.1;9.2
5000C;9.5;13.0;14.0;15.3;19.3;23.1;22.7;24.8;21.4;20.8;15.7;13.6;9.5
4121;3.6;10.9;6.3;11.1;19.7;25.2;26.7;23.6;24.6;16.4;8.6;8.0;3.6
5402;9.8;12.0;;15.0;21.2;30.0;25.3;;28.3;20.9;15.5;11.8;
8096;6.0;7.5;7.1;9.9;17.3;21.1;24.3;23.6;20.5;14.5;9.2;5.0;5.0
1014;0.9;9.0;11.8;12.5;15.4;16.1;17.5;20.8;18.0;15.9;9.0;6.0;0.9
1024E;-0.4;8.8;8.8;9.7;13.5;14.1;15.0;18.4;15.8;14.2;8.0;3.4;-0.4
0367;5.4;13.2;;;17.6;25.1;24.3;22.8;15.3;17.8;8.8;4.5;
5530E;5.5;7.1;10.8;14.9;22.0;26.6;31.3;28.6;25.9;20.0;13.0;11.2;5.5
5514;4.4;6.8;10.0;13.4;19.6;25.4;29.0;27.0;25.4;18.7;11.6;9.8;4.4
3013;0.6;5.8;5.7;;15.4;18.3;20.7;21.6;11.7;13.5;5.8;1.3;
4642E;10.4;12.4;14.4;17.5;21.2;27.5;26.5;26.9;25.7;22.0;16.9;14.3;10.4
9898;0.6;8.4;5.2;13.4;16.1;16.1;22.1;20.9;16.4;16.0;8.0;3.7;0.6
5270B;4.5;9.1;7.8;12.8;19.6;25.3;28.5;23.4;23.8;18.2;9.9;7.2;4.5
9170;1.3;7.8;8.0;11.1;15.2;16.1;19.0;20.1;18.8;16.2;8.6;3.0;1.3
C249I;;19.1;20.0;21.7;;25.3;;26.5;25.6;24.9;23.3;19.1;
C649I;20.0;;;21.5;;;25.8;;;24.2;22.7;19.5;
C029O;19.9;18.8;19.3;22.3;24.1;24.3;27.0;28.3;26.4;25.2;23.0;20.0;18.8
2661;3.0;4.0;4.6;9.0;14.6;16.0;20.6;18.2;16.1;12.7;6.3;-0.2;-0.2
1549;3.3;9.4;7.0;11.0;16.2;16.1;24.0;21.6;18.9;10.8;9.4;2.4;2.4
9771C;-0.7;8.4;9.8;15.0;19.5;17.7;27.0;21.2;14.4;16.8;10.2;1.8;-0.7
1505;2.7;8.3;4.2;10.1;13.6;15.3;20.1;17.7;15.9;14.5;7.7;3.1;2.7
3191E;1.9;3.3;3.1;10.6;13.5;19.5;21.5;19.6;18.7;11.9;6.6;4.5;1.9
3129;4.3;6.2;6.3;12.5;17.6;23.6;22.6;23.1;21.6;14.7;8.8;6.7;4.3
3196;4.6;6.4;5.6;12.1;17.0;22.6;23.2;21.8;21.5;14.8;9.8;5.6;4.6
3200;4.0;6.4;6.2;13.4;18.0;23.0;22.6;23.2;21.2;14.4;9.4;6.2;4.0
3195;4.0;5.8;5.3;12.4;16.1;22.6;;;21.2;14.9;8.4;5.6;
3175;4.4;6.3;6.4;12.8;17.6;23.5;22.6;25.4;21.9;14.8;8.5;6.6;4.4
2462;-5.4;-4.0;-1.8;2.8;4.4;10.2;13.5;12.5;9.3;5.1;-4.6;-5.7;-5.7
6155A;9.6;11.1;14.0;15.4;20.8;25.9;25.8;28.4;24.2;21.3;16.4;14.4;9.6
6000A;9.0;14.0;14.6;16.4;20.0;23.1;25.6;22.8;24.9;20.9;17.4;14.7;9.0
7178I;3.7;14.8;12.5;12.9;24.5;29.2;27.4;25.6;26.8;24.3;15.2;13.9;3.7
7228;3.4;14.6;14.0;13.0;24.0;28.8;27.0;26.5;26.5;23.4;14.0;13.5;3.4
7031;7.5;14.0;15.1;15.6;20.0;24.5;25.4;25.4;24.0;22.4;14.4;13.8;7.5
9262;-0.8;6.9;9.7;10.7;12.7;15.0;16.7;17.7;15.8;14.0;6.4;3.3;-0.8
