Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;9.6;11.4;13.4;16.6;19.9;22.3;23.3;23.2;21.0;18.4;13.0;;
9091O;4.6;8.4;11.8;15.1;18.6;;24.1;25.6;20.2;;9.8;6.4;
2444;;;8.5;;19.0;;;;18.9;;;;
4452;7.9;11.6;14.2;21.2;25.1;31.3;30.7;31.8;27.9;22.8;13.2;8.5;20.5
0200E;;8.3;11.1;15.0;20.3;26.7;28.0;26.9;;17.0;9.5;6.0;
2331;1.7;5.7;8.6;15.0;18.5;25.0;27.9;27.6;20.6;16.6;7.4;3.6;14.9
3469A;7.9;10.9;13.9;20.3;23.6;31.2;32.4;32.4;27.9;23.2;;8.2;
8096;5.1;8.3;13.0;;;29.4;;30.2;;19.7;11.2;5.4;
1024E;;8.9;11.1;14.0;;21.3;22.0;;;16.0;;;
1484C;8.1;10.4;12.0;14.6;17.6;20.5;21.4;21.3;19.0;16.9;11.9;8.8;15.2
2867;4.4;8.7;12.3;19.6;22.6;30.0;29.9;30.0;24.4;19.2;9.6;5.5;18.0
2422;3.7;10.1;15.0;22.4;24.6;31.4;30.5;30.1;24.1;19.1;9.1;4.3;18.7
2539;2.4;6.6;9.6;16.6;20.5;29.0;28.7;27.0;20.5;16.0;6.6;3.8;15.6
