Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;11.6;9.4;10.6;13.2;14.8;17.4;19.7;20.3;19.6;16.0;13.2;13.2;14.9
1387E;10.2;7.9;9.5;12.2;14.5;17.3;19.9;19.9;19.3;14.9;11.9;11.7;14.1
1428;7.8;6.4;7.3;11.3;14.2;16.9;19.2;20.5;20.1;13.9;10.0;10.0;13.1
8175;6.6;5.1;8.9;12.5;15.9;20.8;25.3;26.1;22.0;14.5;9.7;6.6;14.5
8178D;7.5;6.0;9.4;13.1;16.6;21.8;26.4;26.9;22.8;15.6;10.5;8.0;15.4
8025;13.1;11.0;14.6;17.0;19.1;23.3;26.6;27.2;24.8;19.2;14.9;13.3;18.7
8019;13.1;11.2;14.2;16.7;19.4;23.5;;27.7;25.4;19.5;;;
6325O;12.8;12.4;14.4;17.3;19.2;23.0;24.4;28.5;;20.4;15.8;14.2;
9091O;6.2;4.0;8.0;11.8;12.6;17.5;20.8;20.2;19.1;12.7;9.4;7.0;12.4
1212E;10.8;7.5;;12.8;;17.1;;20.1;19.1;14.4;12.2;12.0;
1208H;12.0;8.8;11.5;13.5;15.2;18.1;21.1;21.1;19.8;15.4;13.2;13.0;15.2
1249I;9.2;5.8;9.4;12.3;13.6;17.1;19.3;20.1;19.1;13.6;10.8;10.6;13.4
2444;3.9;2.0;5.5;10.0;12.8;17.7;21.0;22.7;19.8;11.8;7.5;6.8;11.8
4452;9.3;9.6;12.0;15.1;18.2;22.9;24.4;28.2;26.1;18.1;12.8;9.4;17.2
B954;12.7;9.8;13.5;15.7;17.9;22.8;26.1;27.2;24.7;19.4;15.1;12.5;18.1
B893;12.2;9.4;12.5;15.7;17.1;22.1;26.1;26.1;;19.5;15.4;12.8;
B228;13.9;10.3;13.8;17.2;18.7;23.5;26.8;27.8;25.6;20.5;16.2;14.2;19.0
B278;11.6;8.4;12.3;15.5;17.4;22.7;25.9;26.8;24.4;18.7;14.0;11.6;17.4
0200E;10.5;6.7;10.8;14.7;17.1;21.6;25.3;25.8;22.5;17.0;12.4;11.1;16.3
0076;12.1;8.5;12.5;16.0;18.6;;26.2;27.1;24.0;19.0;14.1;12.0;
1082;10.2;6.7;11.3;14.8;14.9;19.1;22.1;21.9;21.0;15.9;13.4;11.5;15.2
2331;3.9;2.1;5.6;10.0;11.8;16.5;20.1;20.5;18.6;11.5;7.4;5.7;11.1
3469A;8.5;8.2;10.2;13.6;16.9;22.0;24.4;28.2;25.5;17.3;12.0;9.0;16.3
5973;12.7;12.4;14.6;16.5;19.0;21.3;23.1;26.2;25.6;20.7;16.3;14.8;18.6
5960;10.4;9.7;13.4;15.5;18.2;21.8;23.6;;25.8;19.4;14.3;;
5910;11.3;10.8;14.2;16.0;18.3;21.2;23.1;27.1;25.6;20.0;15.1;13.0;18.0
6001;12.8;12.0;;;;19.6;;23.8;23.4;19.1;;13.8;
1111;11.4;8.2;11.3;13.6;14.3;17.8;20.8;20.9;19.5;15.3;13.6;12.8;15.0
1109;11.1;8.0;11.6;14.6;15.2;18.8;21.8;21.6;20.3;15.8;13.3;12.0;15.3
8500A;12.9;10.2;14.1;16.6;19.3;23.7;26.8;27.1;24.5;18.8;14.7;12.8;18.5
5000C;14.0;13.0;15.0;15.8;18.4;21.6;24.6;25.1;23.8;19.9;16.2;15.7;18.6
4121;7.2;6.6;9.7;13.6;17.4;22.8;26.5;27.9;24.0;15.9;10.7;7.0;15.8
5402;9.4;9.5;12.2;16.2;19.5;24.6;26.6;30.0;26.7;19.2;13.4;11.1;18.2
8096;6.1;4.4;7.0;11.6;15.0;20.2;24.1;25.3;21.9;13.9;8.9;7.6;13.8
1014;10.5;7.0;11.6;15.1;15.9;19.5;23.0;22.3;21.2;15.5;12.8;11.5;15.5
