Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;79;74;73;75;78;82;82;77;78;72;79;76;77
1387E;;77;76;75;75;80;78;75;76;74;;;
1428;90;81;85;79;72;82;80;72;72;74;90;89;81
8175;75;69;68;58;54;50;31;45;;68;;84;
8178D;70;64;65;59;57;52;41;51;59;64;75;76;61
8025;59;62;52;53;60;56;61;63;70;67;67;68;62
8019;;62;;54;;54;;60;67;65;;;
6325O;67;63;68;60;64;64;70;61;;70;74;;
9091O;86;86;72;74;81;79;73;70;70;79;81;85;78
1212E;75;79;;;;;;83;84;;;;
1208H;71;76;67;79;78;83;82;77;82;78;73;;
1249I;80;87;72;78;82;87;87;81;81;80;76;74;80
2444;79;76;70;65;62;55;41;36;51;67;78;72;63
4452;82;62;74;69;57;50;49;38;47;63;82;88;63
B954;72;77;69;71;72;;;58;65;63;70;76;
B893;81;;;75;;;61;66;;;;83;
B228;;;;;89;84;;;89;;;69;
B278;73;;70;66;68;60;;61;;74;;;
0200E;73;78;69;73;;;63;66;76;74;76;69;
0076;65;71;63;68;67;;62;62;;73;;;
1082;;79;62;69;;78;78;73;;;71;75;
2331;89;83;78;74;69;68;59;52;60;72;85;88;73
3469A;78;61;72;67;59;48;41;29;42;59;82;87;60
5973;73;68;;67;65;70;70;63;66;69;75;73;
5960;80;70;79;73;;61;59;;61;;;;
5910;79;68;75;71;66;68;67;59;64;71;80;78;71
6001;83;;;84;;65;;65;67;;;;
1111;77;79;;79;84;86;85;80;83;78;71;74;
1109;74;79;65;74;78;79;78;75;78;76;70;74;75
8500A;57;60;51;56;60;57;60;62;70;67;;71;
5000C;71;70;72;75;70;68;55;75;85;81;81;78;73
4121;80;64;72;63;;43;29;34;48;61;80;84;
5402;79;;76;;;44;;33;;;82;78;
8096;73;65;73;61;57;50;32;41;53;62;79;70;60
1014;79;80;63;67;75;76;;74;74;78;73;78;
1024E;81;85;68;71;84;86;86;83;82;81;71;79;80
0367;;74;;;;;58;62;;78;;82;
5530E;75;66;73;61;59;45;35;41;62;72;81;76;62
5514;73;65;70;;53;40;32;38;56;64;73;70;
3013;76;72;73;66;66;62;47;49;63;69;79;76;67
4642E;75;64;76;72;63;62;58;49;60;71;82;77;67
9898;;67;67;68;65;58;43;47;58;69;81;87;
5270B;73;65;71;57;;47;35;33;52;;76;66;
9170;;70;63;;62;62;57;51;60;68;80;77;
C249I;;;66;;62;67;73;70;75;74;70;70;
C649I;67;66;;;60;64;;64;;72;67;;
C029O;68;69;;62;61;;64;;68;;69;67;
2661;81;69;79;66;58;62;59;44;51;;86;84;
1549;80;69;74;62;57;64;62;49;55;63;83;89;67
9771C;78;70;62;64;59;52;46;51;59;71;83;91;66
1505;88;86;82;74;;;78;74;73;78;86;87;
3191E;75;64;73;70;64;58;43;41;;68;85;75;
3195;72;;67;;;;;40;;62;78;76;
3129;75;62;67;63;56;49;33;33;47;;79;82;
3196;73;60;68;63;;49;36;35;50;64;80;79;
3200;79;60;67;60;56;;39;35;49;61;78;80;
3175;78;66;71;64;55;50;32;33;47;64;82;84;61
2462;82;90;94;80;78;70;48;40;58;78;;56;
6155A;;;65;63;57;;50;62;;;76;;
6000A;69;69;64;;67;64;52;71;;;71;72;
7178I;59;56;44;46;46;45;42;52;62;64;67;65;54
7228;63;60;45;47;47;47;43;55;65;67;71;72;57
9263D;87;78;70;;;67;;60;62;;;;
1690A;85;75;78;71;;67;62;52;57;65;82;;
1484C;87;75;82;76;70;78;77;63;69;67;85;87;76
1495;88;76;84;78;72;82;81;65;;;91;92;
2867;83;;74;69;;61;;46;55;;79;85;
2870;79;68;72;68;;60;;;;;78;80;
C929I;74;;71;;69;;74;;76;73;70;69;
C430E;50;78;;51;37;31;18;;;58;59;;
C139E;;69;;;67;;;74;73;;;68;
C449C;64;63;61;57;55;59;55;58;63;68;64;63;61
C447A;81;84;80;84;81;82;78;;75;84;85;70;
C429I;;62;65;61;;;;64;;68;;;
2465;83;77;73;64;61;59;40;35;45;59;73;70;62
5796;75;66;76;68;60;57;52;46;53;62;74;69;63
5783;76;61;73;67;58;50;;39;;;80;;
2030;79;69;73;67;63;62;51;48;57;65;79;75;66
0016A;66;;61;65;61;58;59;61;;;79;77;
9981A;56;59;54;59;57;52;56;53;65;65;76;68;60
9381I;73;72;62;58;60;57;42;50;59;68;77;76;63
8368U;69;70;62;56;58;54;42;54;67;70;77;74;63
3260B;77;63;67;61;51;47;31;31;44;60;77;;
8414A;58;63;48;53;53;;54;57;69;68;71;69;
2422;85;68;72;67;60;60;45;40;48;60;81;;
2539;85;69;74;;63;;;;50;62;83;87;
2614;81;66;70;65;57;58;47;40;47;57;81;86;63
9390;71;69;63;60;61;57;45;50;59;66;77;78;63
9434;75;67;;59;55;51;45;46;54;62;78;;
