Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;667;736;609;489;567;919;716;;553;645;
8175;725;768;1304;1477;1653;2317;4042;2992;1491;1106;647;440;18962
8025;882;632;;1263;1069;1187;1256;1205;;;793;614;
6325O;934;942;1295;1515;1354;1465;1285;1754;1346;1131;918;906;14845
9091O;;;1101;1268;805;917;1272;1498;1405;;660;443;
1212E;782;501;939;666;616;475;641;782;674;617;673;734;8100
1208H;1092;659;1299;731;632;549;705;807;645;735;813;856;9523
1249I;716;325;983;728;654;573;570;822;636;601;587;565;7760
2444;350;;680;895;967;;2185;;1463;830;432;471;
4452;472;739;838;832;1349;1944;2065;2754;2069;1051;433;355;14901
B954;785;511;;771;757;1386;1385;1215;1119;1015;608;459;
B893;754;;1139;1001;932;1367;1573;1446;1026;1122;811;633;
B228;921;716;1050;1085;1009;1242;1338;1479;1000;1039;672;579;12130
B278;;582;1408;1491;1139;1704;2075;2134;1347;1201;761;561;
0200E;1225;715;1506;1385;1277;1610;2106;2011;1095;1212;932;1158;16232
2331;324;317;752;867;1025;1136;1572;1979;1396;949;476;356;11149
3469A;591;886;1223;1038;1252;2210;;;2428;1400;569;361;
5973;;1033;;;;;;;;;911;;
5960;557;830;745;884;1211;1410;1554;2107;1626;947;395;481;12747
5910;1040;1153;1190;1455;1865;1338;1489;2632;1714;1288;794;867;16825
1111;983;800;1555;;714;647;700;996;795;1021;1255;1077;
1109;1338;929;1847;1560;1124;1166;1224;1575;1340;1372;1608;1342;16425
4121;267;381;;787;838;1100;2185;1785;;651;298;206;
5402;603;875;1015;1541;2081;3075;3865;4220;2362;1502;548;591;22278
8096;507;633;651;1123;1197;1755;2726;2286;1548;1019;;;
1014;432;339;897;821;506;588;644;701;713;559;953;463;7616
1024E;755;405;1278;1415;529;516;517;637;721;817;1294;880;9764
5530E;523;701;780;1298;1341;2370;3060;3007;1476;914;444;456;16370
5514;642;829;1017;1567;1518;2781;3973;3637;1925;1203;634;587;20313
3013;;;;;;;;;;642;347;;
4642E;;857;;;1363;;;;;1099;523;;
5270B;;527;516;;;960;;;;;;286;
9170;989;952;1561;1405;1539;1828;2086;2580;1801;1415;637;984;17777
C249I;1349;1357;1769;2331;2241;1851;;;1461;1400;1522;1332;
C029O;2174;1976;2629;;2876;2452;3014;3281;2501;1927;1889;;
2661;;;;1029;1204;1170;1337;1983;1660;1078;347;;
1549;544;518;707;1183;1384;1274;1438;1842;1594;964;352;231;12031
9771C;1318;;1951;1741;1643;2255;2040;1666;1335;755;337;181;
1505;505;332;638;1040;640;397;576;716;1327;586;353;335;7445
3191E;789;698;994;1384;1622;2139;2815;3136;2056;1287;409;665;17994
3195;350;500;529;752;978;1382;2032;2121;1338;738;273;278;11271
3196;885;1128;1579;1719;2029;3018;5109;4468;2713;1729;751;637;25765
3200;609;801;1172;1443;1629;2372;3848;3563;2191;1317;561;366;19872
3175;725;1228;1731;1741;2116;3046;4834;4887;2983;2186;910;607;26994
2462;;29;;;;;1903;2217;1214;583;;;
6000A;;585;875;745;1025;1017;;1053;649;960;566;;
7178I;750;873;1701;1653;1810;2072;2527;2077;1311;1277;758;705;17514
7228;1004;1062;2096;1997;2117;2444;3075;2390;1437;1106;881;721;20330
7031;1415;1227;2463;2066;1764;1875;2006;1447;1315;1438;1056;873;18945
1690A;370;438;482;837;1102;871;;1595;1297;792;327;260;
1484C;227;400;446;561;692;519;590;1025;733;820;309;280;6602
2867;376;385;1123;1150;1466;1740;2386;2396;1826;1171;650;360;15029
C929I;603;466;515;602;498;379;334;312;255;363;384;394;5105
C449C;;988;;;;;;;;;;;
C447A;665;;768;733;936;894;;;1213;680;575;1210;
2465;471;;589;;1018;;;;;986;498;490;
5796;738;996;919;1181;1690;2173;2718;3505;2480;1497;642;708;19247
5783;1036;1387;1309;1971;2463;2930;3525;4763;3091;;819;1096;
0016A;1443;876;1493;1045;;1461;1594;1875;940;946;542;597;
9981A;1250;958;1303;1156;1484;1966;1907;1997;1274;1058;561;745;15659
8368U;;;;;;;;;;;483;;
8414A;843;641;1301;1151;1227;1403;1576;1467;886;828;748;610;12681
2422;;486;652;816;1102;1139;1886;2147;1505;976;345;225;
2539;270;403;;1128;1373;1276;2194;2867;2221;1274;459;;
2614;;;;651;746;;;;;;;;
9390;601;233;1238;1178;1102;1375;2203;2249;1455;1039;537;;
9434;1130;1489;1936;1616;2347;2663;3312;3047;2266;2040;773;785;23404
