Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;1;0;0;0;0;0;1;0;0;0;0;2
1387E;1;0;0;1;0;0;0;;0;0;0;0;
1428;0;0;3;2;0;3;4;1;2;0;0;2;17
8175;0;0;0;0;6;2;1;9;5;1;0;0;24
8178D;0;0;0;0;5;3;0;7;5;0;0;0;20
8025;0;0;0;1;2;5;0;2;5;2;1;0;18
8019;0;0;0;0;1;1;0;1;3;2;1;0;9
6325O;1;0;0;0;3;3;0;0;2;2;0;0;11
9091O;0;0;1;4;6;4;7;0;6;3;0;0;31
1212E;0;3;3;0;0;5;4;0;0;1;0;0;16
1208H;1;2;1;0;1;4;4;0;1;3;0;0;17
1249I;0;1;0;2;0;3;4;1;2;0;0;0;13
2444;0;0;0;1;1;0;2;0;5;0;0;0;9
4452;0;0;2;1;4;1;1;0;3;2;1;0;15
B954;1;0;0;1;1;0;0;2;4;2;0;0;11
B893;5;2;1;0;2;3;1;4;6;2;3;0;29
B228;0;0;0;0;1;2;0;2;4;4;0;0;13
B278;0;0;1;1;3;6;1;7;4;7;1;0;31
0200E;1;2;1;0;2;2;2;4;4;7;3;0;28
0076;1;0;1;0;2;;2;4;3;5;4;0;
1082;1;1;2;1;2;2;1;2;1;1;0;0;14
2331;0;0;0;4;5;6;6;2;3;1;0;0;27
3469A;0;0;1;1;6;2;1;1;5;2;0;0;19
5973;;0;0;0;0;;0;;0;;0;0;
5960;0;0;4;3;3;0;0;1;1;3;2;0;17
5910;1;0;6;9;1;1;0;1;1;3;2;0;25
1111;0;2;2;0;1;3;6;0;2;1;1;0;18
1109;1;2;3;0;3;3;3;1;1;2;1;0;20
8500A;1;0;0;3;6;3;2;6;7;3;;;
5000C;0;0;3;1;0;;;;1;2;0;;
4121;0;0;1;1;7;1;0;4;3;2;0;0;19
5402;0;0;3;;3;0;0;1;4;2;0;0;
8096;0;0;1;1;5;0;0;6;7;0;0;0;20
1014;4;0;4;1;1;3;6;2;2;2;1;0;26
1024E;0;0;0;0;1;2;5;4;2;1;1;0;16
0367;1;0;1;1;5;4;5;4;2;3;;0;
5530E;1;0;1;0;7;0;0;4;5;;1;0;
5514;1;0;2;2;7;0;0;4;5;2;1;0;24
3013;0;0;0;2;11;8;3;6;8;0;0;0;38
4642E;1;1;3;2;3;1;0;1;1;2;1;0;16
9898;0;0;0;1;11;2;7;7;5;4;0;0;37
5270B;0;0;1;0;8;2;0;3;4;4;1;0;23
9170;0;0;0;;7;5;9;0;4;0;0;0;
C249I;0;0;0;0;0;0;0;0;0;1;0;0;1
C649I;0;1;0;0;0;0;0;0;0;2;0;0;3
C029O;1;0;0;0;0;0;0;0;0;1;0;0;2
2661;0;0;1;2;7;8;6;2;3;0;0;0;29
1549;1;0;0;2;4;4;8;1;6;0;0;0;26
9771C;1;0;1;1;5;3;4;6;5;3;0;0;29
1505;0;0;2;4;3;4;4;0;5;3;0;1;26
3191E;0;0;0;0;5;3;0;1;8;1;0;0;18
3195;0;0;0;1;3;0;0;0;1;1;0;0;6
3129;0;0;1;1;2;1;0;2;1;2;0;0;10
3196;0;0;0;1;5;1;0;3;4;1;0;0;15
3200;0;0;0;1;7;2;0;2;4;0;0;0;16
3175;0;0;0;0;7;3;1;2;6;1;0;0;20
2462;0;0;0;1;7;1;1;2;5;0;0;0;17
6155A;2;0;1;2;2;0;0;1;0;3;0;0;11
6000A;3;3;0;2;4;0;0;1;2;4;0;0;19
7178I;1;0;0;0;3;5;0;3;3;3;2;0;20
7228;1;0;0;0;3;2;0;1;3;1;1;0;12
7031;0;0;0;0;0;3;0;0;1;1;1;0;6
9262;0;0;0;0;7;9;5;2;2;0;0;0;25
9263D;1;0;1;3;5;5;6;5;6;1;0;1;34
1690A;1;2;3;2;5;7;4;1;4;1;1;0;31
1484C;1;0;4;2;1;2;0;1;2;0;1;2;16
1495;1;0;5;0;1;3;0;1;3;0;2;1;17
2867;0;0;0;2;7;4;0;1;4;0;0;0;18
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;1;1;0;0;0;0;0;0;0;1;0;0;3
C139E;0;0;0;0;0;0;0;0;0;0;0;0;0
C449C;0;0;0;0;0;0;0;0;1;1;0;0;2
C447A;0;0;0;0;0;0;0;0;0;1;0;0;1
C429I;0;0;0;0;0;0;0;0;0;2;0;0;2
2465;0;0;1;5;9;4;4;3;7;0;0;0;33
5796;1;0;2;5;3;0;0;1;2;4;0;0;18
5783;2;0;0;6;3;0;0;0;1;2;0;0;14
2030;0;0;0;2;11;9;7;4;7;0;0;0;40
0016A;2;3;0;3;8;3;2;8;5;6;3;0;43
9981A;0;0;0;3;4;5;4;4;5;4;2;0;31
9381I;0;0;0;4;12;7;8;11;11;;;0;
8368U;1;0;1;1;9;5;3;11;8;0;0;0;39
8416;0;0;1;0;0;0;0;2;0;0;0;0;3
8414A;2;1;1;1;2;2;1;10;9;3;2;0;34
2422;0;0;1;3;8;8;4;0;2;0;0;0;26
2539;0;0;1;1;6;6;5;0;2;0;0;0;21
2614;0;0;0;0;5;7;5;0;4;0;0;0;21
9390;0;0;1;0;12;6;6;6;8;0;0;0;39
9434;0;0;2;6;10;5;6;5;5;1;0;0;40
