Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;23.4(04);30.8(16);19.8(16);22.2(09);6.2(02);28.8(30);12.8(01);24.6(08);2.6(21);23.2(13);48.4(24);31.2(18);48.4(24/nov)
1387E;20.1(04);29.0(16);25.6(10);17.7(09);5.2(12);46.6(30);11.2(01);;2.0(21);27.0(13);42.4(24);20.5(18);
1428;26.4(04);29.1(16);31.7(10);21.3(02);3.2(24);14.4(09);19.7(01);16.4(08);0.5(17);35.9(10);51.1(09);23.9(15);51.1(09/nov)
8175;8.4(28);16.8(27);10.2(02);14.2(07);26.4(27);57.4(02);0.0(--);13.4(28);61.4(09);13.2(30);23.0(08);5.6(13);61.4(09/sep)
8178D;10.5(28);17.1(27);9.7(02);14.5(07);9.9(27);43.8(02);0.0(--);8.1(17);40.1(09);11.5(30);21.7(08);4.2(13);43.8(02/jun)
8025;61.6(27);18.6(01);4.0(03);6.6(27);1.8(09);13.0(06);0.0(--);10.2(16);19.6(14);17.6(14);7.2(15);7.4(13);61.6(27/ene)
8019;62.1(27);23.8(01);4.4(03);7.4(25);6.3(10);14.1(02);0.1(12);0.6(16);20.5(14);28.5(14);27.7(14);10.0(13);62.1(27/ene)
6325O;2.6(09);3.4(04);14.2(02);9.5(10);7.3(01);7.9(06);0.0(--);0.0(--);16.3(08);9.3(09);4.9(18);5.7(13);16.3(08/sep)
9091O;27.8(06);15.5(01);9.2(19);26.4(09);12.8(23);16.9(01);21.6(15);1.4(24);2.1(08);32.6(14);11.6(20);12.1(13);32.6(14/oct)
1212E;20.0(07);22.7(04);25.5(24);11.1(06);32.3(26);27.3(10);20.0(01);26.9(16);41.1(05);53.3(27);49.8(05);10.7(03);53.3(27/oct)
1208H;13.7(06);19.9(03);19.8(18);12.2(09);24.3(26);16.8(07);11.5(19);25.8(16);23.9(06);41.9(27);38.1(05);13.5(15);41.9(27/oct)
1249I;18.5(07);37.6(04);41.3(25);26.0(13);37.3(25);50.3(10);47.8(11);25.3(08);14.9(05);56.5(27);23.8(05);16.0(15);56.5(27/oct)
2444;25.4(06);15.6(28);13.6(09);16.4(10);14.4(24);12.4(02);10.8(08);0.2(21);19.8(05);13.4(19);7.8(22);3.8(12);25.4(06/ene)
4452;12.4(05);14.4(28);28.4(02);16.4(12);16.2(25);19.0(30);5.6(15);0.0(--);4.6(14);12.8(18);14.2(11);7.6(12);28.4(02/mar)
B954;31.1(27);17.7(04);5.3(23);7.7(10);18.9(01);6.0(02);0.0(--);19.6(17);7.3(09);65.4(27);56.5(19);21.4(13);65.4(27/oct)
B893;38.0(08);20.0(01);40.1(20);8.7(10);23.3(04);16.1(03);12.8(22);54.7(17);34.7(12);43.1(28);25.8(18);11.3(13);54.7(17/ago)
B228;5.9(26);16.3(06);27.9(24);15.6(10);12.2(01);9.8(03);0.1(09);3.8(17);12.3(09);31.5(28);13.8(20);26.7(13);31.5(28/oct)
B278;3.9(07);14.9(12);15.5(24);15.1(10);8.1(12);15.2(03);0.0(--);14.5(17);14.3(07);48.5(27);4.6(09);20.0(13);48.5(27/oct)
0200E;30.8(26);33.1(04);46.6(24);31.1(10);10.3(12);16.3(03);36.4(16);16.5(30);20.3(17);34.0(14);96.8(14);4.8(13);96.8(14/nov)
0076;33.6(26);51.9(04);29.7(19);25.8(30);7.2(01);;13.8(16);74.0(30);15.7(05);24.1(30);60.4(15);4.3(13);
1082;44.6(11);34.4(01);25.9(19);44.6(10);20.8(13);15.3(03);16.0(04);9.8(28);6.3(23);42.3(28);19.8(26);12.8(13);44.6(11/ene)
2331;18.0(25);20.0(28);20.4(09);18.8(09);13.4(24);12.0(02);16.0(08);0.4(22);28.0(03);4.8(11);16.8(20);11.8(13);28.0(03/sep)
3469A;15.8(05);24.6(28);54.6(09);26.6(21);15.6(18);2.8(30);1.8(15);0.0(--);10.7(14);24.2(17);24.6(12);16.1(12);54.6(09/mar)
5973;26.8(05);17.1(28);28.8(03);20.9(12);2.6(23);1.2(08);0.0(--);0.1(25);5.1(14);41.6(20);37.1(11);3.7(18);41.6(20/oct)
5960;20.4(05);27.2(28);39.3(02);23.7(12);3.2(24);2.7(20);0.0(--);0.0(--);1.5(14);20.3(31);22.7(18);3.9(13);39.3(02/mar)
5910;17.1(09);13.9(28);37.1(02);16.2(12);4.2(24);1.4(08);0.0(--);0.0(--);3.0(08);34.5(31);43.8(11);4.0(18);43.8(11/nov)
6001;20.0(08);26.1(28);;33.6(10);3.9(28);1.1(20);;0.0(--);0.3(08);30.0(30);35.4(19);12.7(29);
1111;43.6(06);42.6(03);40.8(24);26.5(13);18.2(13);34.7(10);34.4(11);5.7(12);8.0(05);33.8(27);28.6(01);11.5(13);43.6(06/ene)
1109;44.8(06);39.1(03);44.3(17);32.1(13);31.5(13);20.6(08);82.5(11);19.2(16);9.4(06);41.8(27);30.1(01);10.4(13);82.5(11/jul)
8500A;6.0(06);19.4(04);2.6(04);23.4(07);16.0(28);31.0(02);3.8(22);54.6(15);41.8(17);127.9(18);32.8(18);7.6(13);127.9(18/oct)
5000C;14.4(08);34.8(28);43.6(07);52.4(10);1.2(01);;0.2(18);0.0(--);0.8(07);47.8(30);39.0(20);;
4121;13.0(05);25.4(28);18.4(14);20.8(10);39.4(24);1.2(08);0.0(--);5.8(22);2.6(02);16.6(30);18.6(08);4.2(13);39.4(24/may)
5402;14.3(05);14.7(28);25.9(02);18.3(10);19.1(06);3.2(08);0.0(--);0.0(--);25.1(26);25.1(30);20.8(25);5.2(18);25.9(02/mar)
8096;13.6(25);20.8(27);32.0(02);26.8(10);32.6(27);8.0(06);0.0(--);4.8(21);32.4(17);24.0(18);15.8(25);11.2(13);32.6(27/may)
1014;53.8(06);47.6(11);28.6(19);46.4(11);30.4(12);49.8(11);40.4(04);8.1(13);22.3(06);24.6(14);20.2(12);47.1(13);53.8(06/ene)
1024E;58.8(06);43.0(19);15.2(18);44.1(11);23.5(13);21.8(30);45.8(12);19.5(16);22.8(05);37.8(07);35.6(26);45.0(13);58.8(06/ene)
0367;15.4(07);37.0(05);20.7(24);39.3(10);44.0(12);17.9(03);18.9(24);80.3(17);28.1(18);34.4(14);;8.0(13);
5530E;9.1(06);5.6(28);33.3(02);13.8(12);12.4(08);4.3(06);0.0(--);0.7(23);25.4(19);;23.2(18);8.4(13);
5514;15.9(06);8.5(28);40.5(02);10.9(12);27.7(08);0.7(02);0.0(--);0.5(30);21.4(08);14.7(14);25.7(18);5.5(13);40.5(02/mar)
3013;12.2(25);8.6(28);14.0(14);25.2(11);26.8(27);41.4(02);5.4(21);8.6(30);19.8(09);30.4(18);9.6(05);10.6(13);41.4(02/jun)
4642E;16.4(09);74.8(28);21.0(09);30.0(12);5.0(20);9.8(30);0.0(--);0.0(--);1.0(15);21.6(29);27.8(19);10.8(12);74.8(28/feb)
9898;23.2(06);15.4(04);12.0(14);38.6(28);18.6(29);22.0(09);5.6(07);4.2(28);27.2(04);68.4(14);13.6(05);9.6(13);68.4(14/oct)
5270B;14.4(06);14.2(28);42.2(17);41.4(10);26.0(06);12.4(06);0.0(--);35.8(16);30.4(17);16.8(30);14.8(08);5.6(13);42.2(17/mar)
9170;49.7(06);12.2(28);9.8(23);23.4(10);18.2(30);20.6(01);24.7(18);0.0(--);11.0(05);20.2(31);7.5(05);8.0(15);49.7(06/ene)
C249I;5.1(31);2.7(07);1.2(15);0.5(23);0.0(--);0.0(--);0.0(--);0.1(13);0.2(05);34.4(25);3.5(22);0.1(30);34.4(25/oct)
C649I;8.7(30);31.2(23);0.2(16);1.1(22);0.1(03);0.2(12);0.0(--);0.3(12);0.3(05);19.8(25);7.9(22);0.5(29);31.2(23/feb)
C029O;9.3(31);13.7(28);0.4(16);4.9(23);0.1(06);0.2(28);0.0(--);2.7(13);0.5(05);24.1(25);7.0(22);0.0(--);24.1(25/oct)
2661;6.7(13);16.2(28);20.3(09);10.7(13);17.7(28);20.1(20);17.1(11);2.0(28);10.0(05);9.3(30);28.1(11);10.0(15);28.1(11/nov)
1549;12.8(10);22.6(13);17.4(23);14.2(03);17.6(28);25.2(07);18.4(13);0.6(27);7.8(04);10.2(10);20.4(11);10.0(12);25.2(07/jun)
9771C;13.8(06);12.0(04);10.2(23);21.0(10);42.0(28);3.8(05);35.8(20);7.2(08);8.4(04);60.4(14);29.6(05);12.2(13);60.4(14/oct)
1505;26.2(10);21.0(04);33.5(30);14.8(06);11.0(25);26.9(04);21.6(01);18.0(08);4.6(04);47.0(13);19.2(05);18.2(18);47.0(13/oct)
3191E;14.5(05);35.1(28);44.6(14);20.7(10);27.6(24);14.1(11);2.2(21);0.8(23);14.2(17);23.5(30);18.3(18);4.9(12);44.6(14/mar)
3195;20.6(06);19.9(27);23.7(10);17.6(10);28.9(24);3.9(02);0.0(--);0.0(--);5.1(07);15.1(30);17.0(04);6.2(13);28.9(24/may)
3129;21.7(06);19.8(28);26.0(14);19.3(10);20.0(21);12.8(01);0.0(--);1.1(10);1.9(11);21.5(09);18.6(04);4.8(13);26.0(14/mar)
3196;21.1(06);18.8(28);24.8(10);13.4(10);41.3(24);9.5(02);0.0(--);12.8(06);6.4(15);14.0(30);16.2(04);5.2(13);41.3(24/may)
3200;25.3(06);21.3(27);18.5(10);12.6(10);28.6(24);3.1(02);0.0(--);5.8(06);30.6(17);9.7(30);13.2(04);5.0(12);30.6(17/sep)
