Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;;;;;217;;314;299;289;
1387E;;252;445;331;274;;;219;;;;343;
1428;240;;389;306;234;192;196;;176;;270;257;
8175;328;324;516;370;283;289;296;287;;;314;203;
8178D;134;;233;170;;;136;126;93;93;111;59;
8025;177;150;210;222;;167;172;161;160;158;;124;
8019;371;305;373;369;281;280;;267;279;286;;;
6325O;316;358;;500;353;;266;349;;367;375;291;
9091O;;;;287;;220;242;;210;;233;225;
1212E;369;313;;;;;;243;242;;297;;
1249I;175;138;;140;131;118;;;;;139;;
2444;214;236;355;260;220;207;194;199;167;217;251;167;224
4452;191;217;294;233;201;234;229;196;150;181;177;140;204
B954;;316;506;;303;290;292;;;324;346;242;
B893;;433;;;;;268;;307;;384;273;
B228;152;145;159;;145;;138;148;138;;;86;
B278;275;223;362;;275;;;;;;253;179;
0076;;;;;;;;;;;345;;
1082;222;;371;272;;221;203;209;201;;;215;
2331;335;376;527;378;372;;371;;332;375;363;304;
3469A;243;252;397;301;232;247;253;215;196;225;268;167;250
5973;340;279;433;415;336;314;267;360;369;337;303;257;334
5960;258;;448;296;255;;254;;239;;;;
5910;336;337;557;465;350;371;;367;373;362;336;289;
6001;454;371;;;438;459;;623;555;452;;459;
1111;400;399;482;314;235;268;249;266;;331;351;333;
1109;326;313;475;292;217;251;211;216;186;278;323;260;279
8500A;206;;;204;177;186;174;178;163;;;156;
5000C;272;222;310;;239;235;207;229;217;217;220;228;
4121;161;151;;225;159;168;174;157;150;154;170;111;
5402;139;;314;;;247;;215;;;177;149;
8096;122;146;200;187;;148;158;158;131;129;139;76;
1014;275;257;389;274;223;227;230;226;210;234;245;231;252
1024E;408;359;528;;;271;234;232;233;344;446;332;
0367;;147;256;;194;;;;;;;117;
5530E;115;154;260;;176;218;197;158;116;121;;59;
3013;160;166;282;180;122;119;121;116;86;113;;100;
4642E;212;254;406;295;255;287;283;247;235;234;229;168;259
9898;;;210;229;205;204;206;216;183;201;186;133;
5270B;191;183;342;295;;210;220;214;184;;207;129;
9170;;274;297;278;208;210;191;217;198;249;225;219;
C249I;;;540;;587;554;;586;;396;436;;
C649I;;476;;556;595;632;;700;;;379;346;
C029O;488;507;;;583;;763;;500;;394;;
2661;;251;;;223;;;205;;;264;194;
1549;122;108;175;148;137;127;124;118;;114;106;74;
9771C;252;215;278;;;202;;186;158;184;159;;
1505;177;140;266;191;;;137;130;133;155;168;166;
3195;171;203;;;;;150;;133;153;145;73;
3129;;305;457;;226;;;228;193;231;;;
3196;255;252;473;359;243;252;285;235;192;239;285;168;270
3175;263;370;450;334;264;;291;269;221;286;273;178;
2462;374;375;492;388;;281;266;245;241;340;;301;
6155A;412;;332;305;317;347;;275;269;298;305;331;
6000A;;242;304;;;;;;;;;;
7178I;196;205;270;237;221;225;220;209;179;171;164;150;204
7228;182;210;315;264;235;231;240;224;186;184;185;146;217
9263D;152;;;;;309;;335;271;;;;
1690A;89;86;;118;;96;104;97;84;88;94;;
1484C;127;181;275;225;185;166;162;168;147;189;202;170;183
1495;;;;;;;243;;;;;;
2867;289;;539;352;;;;;163;;334;200;
2870;151;150;273;188;;140;149;125;;144;167;116;
C929I;;;564;;661;;645;;483;432;;492;
C430E;;;875;847;575;524;544;497;580;563;658;595;
C139E;;;;569;535;;;545;;343;;358;
C449C;255;266;255;307;;;;238;229;203;233;207;
C447A;505;506;;697;;593;658;;497;360;408;333;
C429I;;509;523;412;;;;528;522;390;;;
2465;;;420;291;;;212;200;188;227;266;174;
5796;184;192;;213;173;200;185;;162;157;169;141;
5783;208;242;404;335;;293;;;251;;222;;
2030;228;214;317;216;177;168;167;182;145;181;196;174;197
0016A;354;;371;248;278;247;;258;;300;;;
9981A;295;294;284;210;239;230;228;245;;242;182;213;
9381I;168;169;301;204;166;145;161;161;136;143;155;113;169
8368U;146;161;;189;146;129;149;127;;116;129;90;
3260B;213;224;375;319;246;260;246;232;212;216;238;143;244
8414A;333;309;476;366;272;;298;291;249;258;;247;
2422;162;152;270;174;150;;150;142;118;147;149;;
2614;148;158;211;165;173;158;;180;;172;;116;
9390;138;121;;145;117;;124;116;86;97;107;76;
9434;390;526;440;336;426;414;396;435;331;387;268;279;386
