Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;11.2;10.0;11.5;;16.5;19.6;22.2;;;;;;
9091O;6.9;6.0;9.1;13.0;16.7;20.4;23.6;24.5;23.5;15.9;10.6;8.1;14.9
2444;;;;10.8;15.6;;;;21.7;;;4.6;
4452;8.8;9.4;12.5;;21.5;27.3;28.6;32.0;29.2;20.0;13.4;10.2;
0200E;7.1;5.1;8.1;13.9;17.9;23.9;27.7;27.3;21.7;16.1;10.7;8.2;15.6
2331;3.7;2.8;6.0;11.5;17.5;22.6;26.9;29.4;23.4;14.5;8.2;5.6;14.3
3469A;7.8;8.3;10.7;15.0;20.2;25.5;;;28.3;18.5;12.0;8.9;
8096;;6.0;8.3;;;24.6;31.5;;25.6;;;;
1024E;8.1;6.0;9.0;14.1;16.2;20.5;23.7;23.3;20.8;14.9;10.8;9.8;14.8
1484C;9.8;8.5;10.3;13.9;18.1;20.3;22.5;24.1;23.5;17.8;12.3;;
2867;6.1;5.9;9.0;15.2;20.2;24.2;30.2;31.1;26.8;17.5;10.4;7.5;17.0
2422;4.3;4.8;8.1;13.9;20.3;;28.2;30.3;25.1;16.6;9.3;6.0;
2539;3.8;3.5;5.7;11.1;16.2;21.3;26.1;27.5;23.4;13.5;7.6;5.7;13.8
