Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
2870;9465(28);9378(17);9395(21);9358(17);;9359(18);;9345(10);9397(27);9388(24);9372(02);9441(22);
C929I;10271(01);10251(09);10254(22);;10204(01);10206(07);10196(15);10188(16);10184(27);10184(31);10207(09);10247(14);
C430E;7793(03);7726(11);7747(22);7729(14);7727(31);7752(07);7790(10);7771(15);7760(23);7736(03);7748(25);7772(15);7793(03/ene)
C139E;;10243(09);;10207(09);10189(01);;10189(15);10176(16);10177(27);;10200(09);10237(14);
C449C;10265(01);10240(09);10249(22);10204(09);10189(01);10193(12);10185(15);10170(16);10170(09);10173(31);10201(09);10238(14);10265(01/ene)
C447A;9592(01);9564(09);9572(22);9531(09);9518(01);9529(12);9525(15);;9517(27);9510(31);9536(02);9569(14);
C429I;10208(10);10185(09);10188(22);10151(10);;10143(07);;10120(16);10120(27);10124(31);10151(09);;
2465;9189(28);9099(15);9118(27);9096(17);9076(13);9109(17);9086(05);9093(10);9149(27);9126(23);9105(02);9167(09);9189(28/ene)
5796;10260(01);;10172(27);10127(17);10123(13);10093(07);10110(05);;;10145(24);10152(02);10227(21);
5783;10336(01);10232(15);10244(27);10202(17);10195(13);10160(07);;10153(11);10214(27);10214(24);10220(28);;
2030;9117(28);9011(17);9011(27);9023(18);;9026(17);9018(08);9027(11);9079(26);9046(23);9028(13);9077(09);
0016A;10283(28);10158(15);10124(27);10171(18);10107(31);10126(19);10116(06);10150(10);;10180(23);10181(13);10218(23);
9981A;10319(28);10188(15);10172(21);10201(18);10135(13);10160(19);10147(06);10181(10);10257(26);10212(23);10209(13);10257(23);10319(28/ene)
9381I;9338(28);9233(15);;9243(18);9192(14);9232(17);9223(05);9235(10);9297(26);9266(23);9245(13);9299(09);
8368U;9316(28);9215(15);9205(27);9225(18);9171(31);9213(18);9199(06);9224(11);9281(26);9246(23);9223(13);9282(23);9316(28/ene)
3260B;9744(28);9657(15);9654(27);9645(17);9622(13);9626(18);9611(05);9620(11);9692(27);9662(23);9651(28);9729(22);9744(28/ene)
8414A;10300(28);10171(15);10160(21);10184(18);10122(13);;10133(06);10160(10);10229(26);10195(23);10184(13);10249(21);
2422;9505(28);9415(17);9428(21);9398(17);9377(13);9408(18);9383(05);9393(10);9446(27);9430(23);9413(02);;
2539;9377(28);9287(18);9300(21);9273(17);9250(14);9286(17);9261(05);9272(10);9323(27);9306(23);9287(02);9346(09);9377(28/ene)
2614;9595(28);9505(17);9521(21);9482(17);9469(13);9492(18);9470(05);9484(10);9530(27);9522(23);9500(03);9560(09);9595(28/ene)
9390;9457(28);9348(15);9342(27);9357(18);9313(14);9349(18);9334(05);9352(10);9410(26);9380(23);9362(13);9419(23);9457(28/ene)
9434;10080(28);9944(17);9959(21);9956(18);9908(13);9932(18);9921(06);9948(10);10002(26);9977(23);9963(13);10029(30);10080(28/ene)
