Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;10303(28);10228(17);10261(21);10189(25);10187(14);10197(17);10166(05);10184(09);10209(24);10204(22);10201(02);10267(09);10303(28/ene)
1387E;10254(28);10181(17);10212(21);10141(25);10139(14);10183(22);10121(05);10138(09);10163(24);10159(22);10154(02);;
1428;9930(28);9859(17);9886(21);9820(25);9822(14);9835(17);9812(05);9827(09);9843(23);9846(23);9840(02);9901(09);9930(28/ene)
8175;9522(28);9438(15);9438(27);9437(18);9395(13);9415(19);;9430(11);9493(26);9456(23);9438(28);9513(21);
8178D;;9480(15);9478(27);9479(18);9436(13);9455(18);9441(06);9469(10);9528(27);9496(23);9477(28);9553(21);
8025;10259(28);10149(15);10142(27);10161(18);10102(13);10126(19);10113(06);10125(10);10192(26);10168(23);10141(13);10234(21);10259(28/ene)
8019;10319(29);10213(16);10205(27);10222(18);10162(13);10185(19);10171(06);10183(10);10249(26);10227(23);;;
6325O;10323(01);10230(15);10233(27);10221(17);10174(13);10182(19);10180(06);10178(10);10237(27);10235(23);;10312(21);
9091O;9793(28);9677(18);9689(21);9650(18);9641(14);9675(18);9645(05);9662(10);9702(24);9706(23);9675(13);9737(29);9793(28/ene)
1212E;10238(28);10147(17);10178(21);10116(25);;10126(18);;10107(09);10164(24);;;;
1208H;10386(28);10292(18);10330(21);10259(25);10253(14);10266(18);10228(05);10246(09);10307(24);10301(23);10266(02);10340(29);10386(28/ene)
1249I;9980(28);9888(18);9917(21);9855(25);9861(14);9877(18);9841(05);9856(10);9910(24);9910(22);9868(02);9939(09);9980(28/ene)
2444;9048(29);8963(15);8976(27);8962(17);8938(13);8979(17);8953(05);8964(10);9020(27);8995(23);8969(02);9031(09);9048(29/ene)
4452;10144(01);10034(15);10047(27);10016(17);10017(13);9975(01);9997(05);9973(11);10040(27);10030(24);10032(27);10113(21);10144(01/ene)
B954;10341(28);10235(15);10219(27);10238(18);10179(13);10199(19);10190(06);10202(10);10271(26);10245(23);10222(13);10310(21);10341(28/ene)
B893;10260(28);10154(15);10121(27);10149(18);10100(31);10111(17);10111(06);10130(10);10197(26);10146(23);10150(13);10216(21);10260(28/ene)
B228;10356(28);10248(16);;;10207(16);;;;;10256(23);10231(13);10311(21);
B278;10357(28);;10219(27);10246(17);10193(31);10207(19);10203(06);10225(10);10294(26);10259(23);10242(13);10321(21);
0200E;9867(28);9747(15);9712(27);9772(18);9711(31);9732(19);9728(06);9759(10);9826(26);9772(23);9771(13);9806(23);9867(28/ene)
0076;10370(28);10242(15);10213(27);10259(18);10194(31);;10203(06);10235(10);10313(26);10264(23);10259(13);;
1082;10367(28);10250(17);10277(21);10217(25);10210(14);10232(18);10198(05);10217(10);10274(24);10274(23);10248(02);10321(29);10367(28/ene)
2331;9334(28);9236(17);9244(21);9220(17);9204(14);9242(17);9216(05);9230(10);9277(27);9266(23);9241(02);9302(09);9334(28/ene)
3469A;9892(01);9805(15);9811(27);9787(17);9778(13);9751(18);9760(05);9750(11);9819(27);9801(24);9793(27);9871(21);9892(01/ene)
5973;10360(02);10263(11);10271(27);10228(17);10224(13);10204(07);10211(05);10182(10);10234(27);10239(23);10253(02);10321(21);10360(02/ene)
5960;10336(02);10234(11);10245(27);10202(17);10197(13);10171(07);10184(05);;10209(26);10214(24);;;
5910;10342(01);10241(11);10248(27);10208(17);10206(13);10181(07);10192(05);10161(10);10216(27);10221(24);10231(02);10294(21);10342(01/ene)
1111;10319(28);10225(17);10255(21);10190(25);10184(14);10206(18);10170(05);10188(10);10250(24);10252(22);10216(02);10292(09);10319(28/ene)
1109;10406(28);10298(17);10331(21);10267(25);10261(14);10278(18);10242(05);10258(10);10324(24);10319(23);10291(02);10364(29);10406(28/ene)
8500A;10323(28);10194(15);;10206(18);10141(13);10169(19);10157(06);10184(10);10254(26);;;10258(21);
5000C;10243(01);10151(13);;10133(17);10108(13);10101(19);10108(15);10100(10);10152(26);10146(23);10146(28);10224(21);
4121;9614(02);9537(15);9536(27);9522(17);9492(13);9496(18);9493(05);9499(11);9563(27);9537(24);9525(28);9603(21);9614(02/ene)
5402;10266(02);;10174(27);;10115(13);10090(07);10106(05);10088(11);10150(27);10153(24);10152(28);10233(21);
8096;;9155(15);9155(27);9167(18);9116(13);9152(17);9139(06);9169(10);9225(26);9185(23);9166(13);9227(21);
1014;10408(28);10282(17);10311(21);10250(25);10240(14);10269(18);10232(05);10252(10);10309(24);10308(23);10279(13);10358(29);10408(28/ene)
1024E;10087(28);9968(17);9995(21);9945(26);9938(14);9965(18);9931(05);9951(10);10005(24);10001(23);9968(02);10039(29);10087(28/ene)
0367;10214(28);10083(16);10052(27);;10040(31);;10051(06);10085(10);;10105(23);;10149(26);
5530E;9687(01);9597(15);9605(27);9578(17);9543(13);9549(19);9556(05);9558(10);9608(27);9602(24);9596(28);9668(21);9687(01/ene)
5514;9541(01);9455(15);9461(27);;9401(13);9413(19);9421(15);9421(10);9470(27);9462(24);9449(28);9520(21);
3013;9137(28);9041(15);9035(27);9052(18);9000(14);9047(17);9030(05);9046(11);9102(26);9071(23);9049(13);9105(09);9137(28/ene)
4642E;10351(01);10248(15);10256(27);10217(17);10213(13);10177(07);10200(05);10170(11);10224(27);10225(23);10236(02);10311(21);10351(01/ene)
9898;;9596(16);9572(21);9618(18);9552(31);;9580(06);9607(10);9673(26);9631(23);9623(13);9665(23);
5270B;9680(02);9589(15);9599(27);9570(17);;9538(19);9550(05);9546(10);9598(26);9590(24);9576(28);9651(21);
9170;9959(28);9848(17);9865(21);9827(18);9813(14);9837(18);9813(05);9831(10);9874(27);9867(23);9846(02);9911(09);9959(28/ene)
C249I;;;10242(22);10197(10);10186(01);10190(07);10184(14);10173(16);10174(27);10177(24);10207(09);10240(21);
C649I;10249(03);10222(09);;10184(10);10172(01);10174(12);10167(14);10156(16);10154(09);10160(31);10188(30);10223(14);
C029O;10282(03);10243(09);;10208(10);10201(01);10202(07);10197(14);;10184(27);;10218(09);10253(23);
2661;9308(28);9211(17);9223(21);9193(17);9175(14);9214(17);9190(09);9207(10);9250(27);9237(23);9211(03);9270(09);9308(28/ene)
1549;9727(28);9639(18);9659(21);9599(17);9599(13);9620(18);9594(05);9615(10);9657(27);9653(24);9635(13);9698(31);9727(28/ene)
9771C;10150(28);10014(16);9989(21);10026(18);9958(31);9999(19);9988(06);10013(10);10082(26);10050(23);10033(13);10098(30);10150(28/ene)
1505;9844(28);9769(17);9791(21);9730(25);9731(14);9752(18);9722(05);9737(09);9767(24);9769(23);9750(02);9813(09);9844(28/ene)
3191E;9196(29);9102(15);;9111(18);9068(13);9101(18);9080(06);9102(11);9170(27);9127(23);9107(13);9172(22);
3195;9580(28);9485(15);;9472(17);9439(13);9462(17);9442(06);9459(11);9528(26);9498(23);9478(14);9619(24);
3129;9678(28);9583(15);9576(27);9573(17);9542(13);9555(18);9537(05);9555(11);9627(26);9594(23);9578(28);9655(22);9678(28/ene)
3196;9554(28);9462(15);9456(27);9453(17);;9440(18);9419(05);9440(11);9510(26);9475(23);9455(13);9532(22);
3200;9633(28);9548(15);9536(27);9534(17);9501(13);9515(18);9496(05);9514(11);9587(27);9553(23);9535(28);9613(22);9633(28/ene)
3175;9643(28);9549(15);9543(27);9538(17);9507(13);9522(18);9502(05);9523(11);9593(27);9561(23);;9620(22);
2462;8251(28);8179(15);8186(27);8194(17);8152(31);8218(17);8198(08);8217(03);8254(26);8222(23);8186(13);8244(09);8254(26/sep)
6155A;10344(01);10244(15);10256(26);10240(17);10197(13);10201(19);10197(06);10200(10);;10253(23);10244(28);10333(21);
6000A;10283(01);10194(15);10204(27);10177(17);10137(13);10140(19);10140(05);10135(10);10187(26);10188(24);10185(28);10267(21);10283(01/ene)
7178I;10283(29);10177(15);10178(27);10182(18);10131(13);10150(19);10133(06);10148(10);10214(26);10190(23);10173(28);10267(21);10283(29/ene)
7228;10268(29);10161(15);10162(27);10167(18);10117(13);10136(19);10115(06);10131(11);10203(26);10177(23);10155(28);10252(21);10268(29/ene)
9263D;9855(28);9735(17);;9727(18);;9735(17);;9727(10);9774(26);9756(23);9737(13);9799(09);
1690A;10189(28);10110(09);10141(21);10054(25);10075(13);10073(18);;10069(10);10089(27);10106(24);10092(13);10163(31);
1484C;10221(27);;10178(21);10095(25);10119(13);10103(17);10102(05);10109(09);10124(27);10127(24);10138(02);10199(09);
1495;10051(27);9982(10);10005(21);9929(17);;;9939(05);;9963(27);9964(24);9965(02);10025(09);
2867;9426(29);;9358(21);9326(17);9318(13);9335(18);;9321(10);9375(27);9360(23);9341(02);9404(22);
