Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
3191E;33/84(11);36/69(02);28/80(23);33/65(11);04/59(17);;17/84(23);22/54(08);;04/74(19);29/72(26);35/59(14);
3195;04/54(28);21/51(28);;;;;23/45(04);;11/43(15);28/44(14);30/62(26);31/53(13);
3129;;27/68(11);23/89(01);;22/58(11);;;21/61(28);23/54(05);21/52(06);;;
3196;29/52(11);20/63(28);26/95(01);21/63(03);22/65(23);16/63(02);22/50(28);09/61(06);12/46(15);26/59(14);28/76(26);99/56(13);26/95(01/mar)
3200;29/56(02);01/58(21);36/126(01);24/72(04);26/71(23);20/76(02);23/54(04);05/109(06);21/69(17);30/54(06);32/74(26);;
3175;35/80(26);36/71(02);25/102(01);21/65(03);24/59(23);;35/63(20);14/63(10);14/56(15);34/58(28);26/71(26);33/58(13);
2462;30/85(11);20/94(28);27/122(02);32/89(11);;09/79(01);16/56(01);22/68(28);23/61(03);18/74(11);;28/89(16);
6155A;10/95(28);;20/85(02);21/61(10);32/50(09);29/52(02);;99/41(14);13/61(27);30/59(14);23/63(05);30/71(13);
6000A;;22/73(28);23/72(01);;;;;;;;;;
7178I;30/59(26);28/51(02);25/94(24);23/63(09);35/53(08);06/44(01);25/46(16);03/53(23);06/46(26);28/54(29);29/51(09);29/70(13);25/94(24/mar)
7228;35/72(11);35/54(10);33/84(24);32/65(11);14/58(16);16/52(21);16/52(11);11/54(16);04/46(18);34/58(29);34/63(09);34/76(14);33/84(24/mar)
9263D;35/63(17);;;;;20/65(29);;21/74(28);23/55(08);;;;
1690A;28/38(10);19/37(14);;19/59(03);;05/43(29);27/37(30);28/33(08);17/54(08);20/42(11);25/44(10);;
1484C;28/54(25);22/62(13);17/94(11);19/91(03);21/44(24);21/44(04);20/44(02);14/47(28);03/40(06);14/59(11);18/73(09);26/73(16);17/94(11/mar)
1495;;;;;;;35/50(11);;;;;;
2867;27/74(10);;26/95(01);22/78(03);;;;;99/59(08);;99/71(10);30/85(13);
2870;19/52(10);24/53(13);26/68(24);24/64(29);;18/44(08);20/51(14);12/60(06);;17/54(14);22/55(25);28/55(13);
C929I;;;27/98(01);;99/59(13);;30/65(11);;99/54(23);99/59(07);;17/65(24);
C430E;;;29/158(01);32/112(20);33/76(01);32/69(09);33/77(12);15/75(13);32/114(15);28/101(08);32/99(17);19/81(23);
C139E;;;;02/78(19);03/68(16);;;02/63(04);;16/59(07);;20/80(24);
C449C;36/57(16);26/79(28);27/79(01);32/64(19);;;;28/58(05);35/53(27);28/50(09);30/50(18);18/47(24);
C447A;30/84(06);28/104(28);;32/78(09);;32/65(14);29/65(26);;99/65(27);32/55(28);99/71(17);16/58(24);
C429I;;27/84(28);30/95(01);06/76(08);;;;99/74(29);99/61(23);08/63(18);;;
2465;;;25/87(01);28/78(04);;;23/53(08);22/58(28);22/69(03);23/69(14);26/78(26);26/96(13);
5796;22/54(09);99/66(28);;23/61(10);03/41(01);25/42(04);27/37(04);;18/49(23);26/63(18);24/49(05);21/51(13);
5783;08/59(28);21/78(28);23/91(01);23/72(10);;23/59(06);;;07/67(14);;27/52(25);;
2030;27/64(01);04/58(21);25/74(01);28/61(04);26/50(02);16/55(26);27/51(18);28/60(06);18/45(17);02/56(02);28/47(26);27/63(16);25/74(01/mar)
0016A;99/95(01);;28/124(31);27/68(09);30/68(02);30/61(12);;03/71(17);;28/102(29);;;
9981A;28/95(21);30/84(03);28/100(20);10/56(07);31/69(12);29/69(12);28/80(16);35/67(25);;28/90(29);28/82(26);31/75(08);
9381I;30/54(11);36/54(21);26/78(01);25/72(04);03/44(03);22/40(09);02/57(20);15/66(08);22/56(03);16/54(14);29/68(26);28/70(16);26/78(01/mar)
8368U;35/57(26);36/49(20);;19/58(28);31/42(14);20/44(09);13/59(19);26/62(07);;31/59(29);28/54(26);29/57(16);
3260B;33/63(26);20/63(28);27/95(02);28/65(29);11/60(05);16/58(02);21/57(13);27/60(16);36/66(14);29/53(14);28/67(26);28/62(13);27/95(02/mar)
8414A;27/65(10);31/67(10);26/87(01);26/76(29);34/58(02);;31/58(16);04/68(10);08/48(15);29/74(29);;27/65(16);
2422;28/54(11);32/53(01);27/71(14);26/63(22);07/43(04);;33/60(20);24/54(06);08/44(11);27/56(06);27/60(26);;
2614;22/52(10);36/49(05);25/75(14);99/55(03);06/48(04);36/52(28);;05/54(16);;16/56(14);;24/42(16);
9390;24/56(10);32/50(22);;25/61(09);25/47(02);;03/49(20);24/58(28);06/40(03);24/43(10);24/60(10);24/60(16);
9434;31/75(26);31/75(20);32/88(20);31/59(16);31/77(03);30/75(13);19/135(01);25/99(12);30/69(24);30/82(29);31/68(26);32/62(14);19/135(01/jul)
