Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;20/78(03);;;;05/44(17);;17/71(13);18/81(09);19/74(12);
1387E;;02/72(01);31/102(24);21/91(03);20/52(02);;;05/45(17);;;;19/80(18);
1428;31/74(10);;20/98(11);28/78(03);28/52(12);35/45(16);02/42(09);;33/39(12);;19/74(09);19/68(15);
8175;31/68(26);31/56(10);29/93(05);31/79(11);27/60(09);25/74(02);30/58(04);07/72(06);;;29/77(26);30/77(13);
8178D;26/53(11);;27/91(12);29/71(29);;;28/50(04);28/57(07);07/52(09);27/55(29);26/68(26);27/56(16);
8025;32/62(11);31/48(03);32/69(24);29/60(16);;24/45(06);29/45(16);03/44(16);06/46(26);32/59(29);;30/54(14);
8019;30/78(03);31/59(14);99/89(24);07/78(24);07/63(25);30/55(06);;01/65(16);08/59(26);29/71(29);;;
6325O;35/74(11);26/80(28);;27/89(10);08/71(16);;23/67(01);08/67(11);;20/76(18);23/85(25);31/84(13);
9091O;;;;20/80(03);;99/54(12);36/63(14);;18/52(08);;22/63(09);99/55(13);
1212E;27/109(10);99/76(13);;;;;;30/50(08);11/54(24);;27/76(05);;
1249I;24/86(01);26/64(13);;88/61(03);88/54(12);88/40(09);;;;;24/59(05);;
2444;33/53(11);34/49(01);30/82(19);22/56(03);12/47(18);18/44(08);12/60(26);26/55(22);18/46(04);22/54(14);29/66(26);32/66(13);30/82(19/mar)
4452;07/63(28);20/65(28);31/69(05);30/59(10);35/58(12);28/40(04);32/53(15);30/41(08);14/50(14);32/49(27);30/67(08);29/94(13);29/94(13/dic)
B954;;05/65(02);25/82(11);;01/58(13);20/50(03);99/63(16);;;99/74(29);26/93(26);27/68(16);
B893;;02/76(10);;;;;35/61(22);;03/50(10);;36/80(26);03/78(14);
B228;34/79(21);02/54(02);33/67(24);;99/51(13);;22/42(07);03/39(18);33/46(13);;;28/54(17);
B278;32/76(01);06/58(10);25/80(11);;33/58(13);;;;;;30/89(26);26/55(13);
0200E;32/73(22);27/58(13);;14/64(11);06/53(27);27/51(12);34/53(16);35/53(17);06/48(25);13/79(14);17/59(05);31/63(09);
0076;;;;;;;;;;;07/54(18);;
1082;23/78(01);;27/85(23);99/76(06);;31/61(12);32/54(01);30/72(08);17/45(26);;;15/78(18);
2331;22/69(01);36/56(21);25/86(01);20/70(03);06/62(16);;01/69(11);;08/56(03);05/64(23);25/66(08);24/66(16);
3469A;09/61(28);20/76(28);25/93(14);26/71(03);20/52(27);25/43(04);24/49(11);27/47(06);16/61(14);17/59(13);19/67(10);18/84(13);25/93(14/mar)
5973;10/75(30);19/67(28);25/89(01);12/90(20);12/62(16);12/67(19);31/45(04);11/73(02);10/75(26);23/63(30);10/61(14);10/67(30);12/90(20/abr)
5960;01/65(28);;20/100(02);99/76(10);35/59(01);;24/46(15);;99/72(17);;;;
5910;23/78(13);19/65(28);24/83(01);11/85(20);25/55(21);12/65(19);;11/68(02);10/68(12);21/68(30);26/61(05);24/72(13);
6001;10/94(29);23/67(28);;;08/74(16);08/75(19);;03/88(20);08/75(26);18/84(31);;09/79(30);
1111;30/104(01);02/85(02);29/100(01);21/75(03);31/74(12);28/66(12);29/53(16);27/86(08);;35/87(29);27/84(06);31/86(13);
1109;30/97(01);30/67(03);29/102(23);20/82(03);28/56(13);28/76(12);21/51(11);28/78(08);04/39(01);34/69(29);20/83(06);99/84(18);29/102(23/mar)
8500A;02/53(27);;;28/56(11);36/52(12);19/46(05);29/35(16);22/59(07);27/41(03);;;34/58(14);
5000C;07/81(29);27/64(28);26/88(18);;24/75(09);30/54(28);28/62(15);31/41(09);30/53(03);30/59(31);32/68(26);29/75(13);
4121;06/51(28);18/53(28);;28/52(29);08/56(06);25/37(30);30/45(04);27/49(06);25/51(02);10/61(20);29/53(26);30/63(13);
5402;08/68(28);;22/85(01);;;26/48(30);;25/46(08);;;32/63(08);26/105(13);
8096;16/44(06);04/51(21);32/67(02);16/50(20);;07/42(28);23/43(04);15/55(08);13/68(03);16/51(30);33/44(26);25/44(13);
1014;23/74(01);24/52(13);32/82(31);16/76(06);26/55(13);25/88(12);30/54(05);29/68(09);31/46(17);28/66(14);99/63(05);28/63(13);25/88(12/jun)
1024E;24/92(01);23/76(28);22/106(14);;;01/85(12);34/60(16);27/84(09);15/66(26);16/99(14);16/91(29);15/96(18);
0367;;05/74(21);04/85(21);;19/54(12);;;;;;;23/54(18);
5530E;03/61(28);26/72(28);26/108(05);;36/65(01);26/55(11);27/50(15);25/63(12);25/61(19);34/55(28);;27/61(13);
5514;;;;;;;;;18/44(01);18/70(30);21/58(05);29/66(13);
3013;23/51(05);20/50(28);26/81(01);20/63(03);10/45(24);17/60(30);26/46(18);27/54(28);18/67(07);28/50(29);;20/41(16);
4642E;08/58(29);19/69(28);29/95(05);22/68(10);30/45(12);20/42(18);24/46(15);19/48(27);19/39(01);29/64(14);20/51(05);31/59(13);29/95(05/mar)
9898;;;32/56(31);11/52(06);12/54(25);19/59(09);28/53(18);25/67(12);06/63(04);10/57(14);28/50(26);31/52(14);
5270B;14/68(29);12/103(28);26/88(01);14/80(10);;32/53(02);31/50(15);13/58(02);14/53(17);;26/76(25);30/84(13);
9170;;09/55(28);11/71(01);10/61(06);30/48(03);17/58(01);22/63(18);99/48(28);99/55(17);12/58(14);13/52(12);25/50(16);
C249I;;;29/71(15);;30/65(24);01/52(22);;35/65(01);;24/59(09);03/59(02);;
C649I;;22/89(28);;99/72(09);02/68(13);02/72(04);;35/68(01);;;01/58(02);02/55(14);
C029O;02/80(27);35/82(07);;;34/68(15);;34/78(10);;99/67(16);;35/65(12);;
2661;;34/48(01);;;26/59(12);;;19/46(06);;;27/55(10);99/58(16);
1549;26/42(01);99/40(27);30/63(23);24/57(03);32/48(12);29/45(20);07/53(11);32/53(08);;14/42(14);10/40(17);29/39(13);
9771C;30/74(17);28/56(03);29/86(31);;;29/64(12);;30/66(12);26/54(05);28/71(29);30/63(26);;
1505;28/57(10);06/47(05);24/73(14);24/68(03);;;06/42(19);06/44(17);08/39(03);21/55(13);22/54(29);18/57(18);
