Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;112;91;95;114;132;165;188;183;175;131;121;118;135
1387E;107;86;93;110;128;165;185;181;172;125;116;;
1428;100;80;89;106;119;162;180;179;168;118;113;112;127
8175;74;63;78;87;105;129;110;150;161;111;100;81;104
8178D;;61;76;89;108;135;142;169;154;109;95;79;
8025;87;82;87;107;143;175;224;235;223;154;116;102;145
8019;90;84;;109;;171;217;232;221;155;;;
6325O;101;96;116;123;154;183;226;242;;173;136;;
9091O;84;72;78;106;129;170;185;171;156;118;97;89;121
1212E;98;86;87;117;;;;203;187;131;;;
1208H;101;89;90;122;141;176;208;200;191;138;111;110;140
1249I;93;82;84;113;132;170;195;191;178;125;100;96;130
2444;66;57;63;81;96;116;108;102;118;90;82;70;87
4452;98;77;106;121;124;141;151;141;151;126;124;106;122
B954;109;98;110;134;161;;;222;213;151;123;116;
B893;116;93;116;138;158;191;233;243;;179;144;123;
B228;;107;131;164;197;256;;331;298;215;135;110;
B278;105;;107;126;153;187;229;236;224;165;133;115;
0200E;91;77;88;121;;;203;210;202;143;110;90;
0076;93;81;93;127;152;;225;227;;165;;;
1082;;82;84;116;138;179;214;199;186;137;108;104;
2331;74;61;71;92;104;137;147;129;129;95;88;82;101
3469A;87;69;91;109;123;130;128;109;135;111;115;99;109
5973;108;99;;128;146;176;197;211;212;168;139;125;
5960;105;91;127;135;145;176;192;;204;162;140;;
5910;108;93;125;133;146;176;196;206;207;165;142;122;152
6001;127;;;;;150;;192;191;152;140;138;
1111;104;88;99;122;144;181;216;205;188;136;110;110;142
1109;101;88;90;121;140;176;209;200;187;136;110;107;139
8500A;85;75;82;110;143;181;228;229;220;149;;106;
5000C;112;105;122;137;154;178;178;241;246;186;148;136;162
4121;83;64;88;98;113;122;105;121;136;108;105;85;102
5402;95;;113;;127;138;136;140;172;136;127;100;
8096;69;55;73;81;100;119;99;125;131;95;90;70;92
1014;102;84;87;114;141;181;219;207;189;140;109;108;140
1024E;96;81;84;109;135;174;212;201;184;134;101;103;135
0367;;71;90;;152;;208;209;;150;;97;
5530E;78;71;97;107;125;135;120;148;169;127;102;81;113
5514;74;65;86;;102;115;116;143;153;112;95;77;
3013;65;54;68;82;104;130;122;128;133;91;81;67;94
4642E;101;88;123;131;139;165;175;174;191;158;139;117;142
9898;84;60;74;105;126;151;147;152;153;115;98;87;113
5270B;82;72;91;96;;132;119;133;158;121;106;86;
9170;;67;75;;119;152;175;157;153;114;101;86;
C249I;;;151;140;147;176;207;218;227;209;165;159;
C649I;137;127;;135;139;166;184;197;209;198;156;145;
C029O;133;130;;136;142;169;191;;215;;159;148;
2661;69;55;67;81;94;128;137;114;116;84;85;78;92
1549;82;65;76;93;106;149;165;142;141;97;95;89;108
9771C;84;65;81;112;130;157;172;179;174;134;109;89;124
1505;93;78;84;99;121;157;177;173;161;116;102;100;122
3191E;69;55;70;90;109;135;129;136;;106;93;78;
3195;73;58;;92;;138;133;149;152;108;98;80;
3129;74;59;78;96;113;131;112;119;134;106;100;81;100
3196;74;57;75;95;;130;121;127;151;112;101;84;
3200;81;59;76;92;115;;136;133;149;108;101;84;
3175;76;60;81;95;110;130;109;117;136;109;103;83;101
2462;49;46;53;66;83;103;96;89;102;77;65;46;73
6155A;100;;111;122;137;161;179;229;;;133;114;
6000A;110;103;118;137;153;178;173;249;;;132;121;
7178I;86;77;78;97;119;150;174;208;206;150;114;97;130
7228;87;79;79;97;121;154;179;215;215;154;118;102;133
9263D;83;65;75;100;;156;;169;152;110;96;85;
1690A;102;83;97;115;123;165;176;158;157;115;113;109;126
1484C;109;87;100;116;130;167;186;176;169;121;122;122;134
1495;103;83;97;114;129;170;191;181;;123;122;119;
2867;74;;74;93;108;138;;130;132;94;89;80;
2870;76;61;77;97;;139;;150;144;103;92;83;
C929I;162;;161;157;158;;203;;223;205;174;169;
C430E;37;50;;46;38;48;43;;61;68;53;;
C139E;;137;;;150;;198;216;219;;;159;
C449C;136;128;141;132;132;163;170;189;199;193;156;146;157
C447A;123;118;133;132;135;161;170;181;182;177;149;123;149
C429I;;126;151;143;;176;;205;208;193;161;;
2465;71;60;68;83;100;127;112;104;113;87;82;74;90
5796;97;83;115;122;133;165;173;188;178;136;121;98;134
5783;103;84;118;128;135;151;;159;176;146;135;;
2030;66;53;66;85;101;129;131;126;125;89;83;72;94
0016A;89;75;90;123;142;182;224;227;;152;120;99;
9981A;84;72;83;115;139;173;222;205;203;140;120;97;138
9381I;68;57;64;80;103;131;128;140;138;98;86;73;97
8368U;64;56;64;77;102;129;126;150;155;102;87;69;98
3260B;80;63;82;96;110;127;113;118;138;109;104;;
8414A;79;74;77;101;126;;201;210;210;147;116;97;
2422;77;59;74;94;108;136;124;114;121;90;94;;
2539;71;55;69;90;102;;128;113;116;85;87;80;
2614;80;60;76;96;106;137;132;116;122;91;95;90;100
9390;67;57;67;85;107;135;136;141;139;99;88;75;100
9434;85;68;;102;122;149;163;163;159;119;107;;
