Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;13.9;12.1;13.4;16.2;17.5;20.0;22.3;23.7;23.2;19.4;15.8;15.7;17.8
1387E;13.6;12.1;13.3;16.5;18.8;20.9;23.8;25.1;24.5;20.2;15.6;15.5;18.3
1428;11.0;10.5;10.7;16.0;19.6;21.5;23.7;26.9;26.4;19.0;13.2;13.0;17.6
8175;12.3;10.7;13.8;18.7;23.1;27.9;34.2;33.7;28.5;20.9;14.5;13.0;20.9
8178D;13.0;11.3;14.0;18.8;23.2;28.5;34.4;34.3;29.2;21.6;14.8;14.1;21.4
8025;18.3;15.9;19.5;21.9;23.8;28.2;31.2;31.7;29.1;24.1;19.8;19.2;23.6
8019;18.2;15.8;19.8;21.9;24.3;28.5;;32.1;29.6;24.2;;;
6325O;17.2;16.8;18.3;22.0;23.6;27.2;28.1;33.1;;24.4;19.9;18.8;
9091O;10.2;7.5;12.5;17.3;18.5;23.6;27.1;27.5;26.9;18.3;13.8;12.2;18.0
1212E;14.3;10.9;;16.7;;20.2;;24.2;22.8;18.8;16.3;15.8;
1208H;15.2;11.8;15.2;16.3;17.7;20.4;23.4;24.0;22.4;18.7;16.7;16.4;18.2
1249I;12.9;9.3;14.0;17.0;17.7;20.9;22.5;24.4;23.2;17.9;14.5;14.3;17.4
2444;8.4;6.2;9.4;14.7;18.2;23.6;28.3;30.3;26.5;17.1;11.2;12.8;17.2
4452;14.3;16.0;16.8;20.9;25.1;30.0;32.5;37.4;34.0;24.4;17.4;14.5;23.6
B954;16.7;13.8;16.8;19.4;21.9;27.0;30.4;31.1;28.4;23.6;18.7;17.4;22.1
B893;16.4;13.2;16.2;20.0;21.1;26.7;31.3;30.6;;23.2;18.9;17.5;
B228;17.5;14.1;17.2;21.1;22.1;27.3;30.4;31.6;29.3;24.5;19.9;18.3;22.8
B278;16.9;13.5;16.9;21.1;22.6;28.5;31.9;32.7;29.7;24.3;19.2;17.7;22.9
0200E;13.9;10.1;15.1;18.4;21.4;25.6;29.8;30.2;26.3;20.6;15.2;14.1;20.1
0076;16.5;12.4;16.7;19.8;22.2;;29.8;30.9;27.5;22.9;18.0;16.2;
1082;13.9;10.4;15.5;19.2;19.2;23.4;26.4;27.1;26.6;20.9;17.8;16.0;19.7
2331;7.5;6.2;9.6;15.4;18.2;22.9;27.4;28.7;26.6;17.3;11.2;9.6;16.7
3469A;12.8;13.2;14.1;18.4;22.9;28.4;31.6;36.2;32.5;22.7;15.4;13.6;21.8
5973;15.6;15.9;17.0;19.3;21.8;24.0;25.8;29.5;28.6;23.7;18.9;18.1;21.5
5960;16.1;16.9;17.8;21.1;25.1;29.1;32.2;;33.3;26.0;19.4;;
