Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;11.5;10.1;11.0;;16.5;19.3;21.9;;;;;;
9091O;6.8;6.0;8.6;12.5;15.7;19.3;22.4;23.0;22.0;15.6;10.4;8.1;14.2
2444;3.6;3.6;5.6;10.1;14.3;18.1;;;20.6;13.8;8.2;4.6;
4452;9.3;9.8;12.6;16.4;21.0;26.3;28.0;30.6;28.5;20.4;13.8;10.5;18.9
0200E;7.3;5.3;8.2;13.8;17.7;23.7;27.4;27.2;21.9;16.4;10.9;8.4;15.7
2331;4.1;3.1;5.9;11.2;16.8;21.7;26.1;28.7;23.3;15.2;8.7;6.0;14.2
3469A;8.4;8.6;10.6;14.2;19.0;23.8;;;27.4;19.6;12.8;9.7;
8096;;5.7;8.0;;;23.2;29.6;;24.9;;;;
1024E;7.7;5.8;8.1;12.9;15.4;19.6;22.6;22.7;20.5;15.1;10.8;9.6;14.2
4642E;12.2;12.7;15.0;17.6;22.5;26.8;30.5;32.6;31.1;24.2;16.8;14.1;21.3
1549;7.6;7.2;8.9;14.5;19.9;21.9;24.1;28.1;25.0;17.6;11.0;;
9771C;8.2;7.2;10.3;14.9;19.6;24.6;30.1;30.0;27.2;20.1;13.1;9.3;17.9
2462;1.3;;0.8;1.8;8.7;;19.8;22.3;16.9;10.6;;2.0;
7178I;11.7;11.7;16.1;20.7;25.1;29.4;33.8;33.3;29.1;22.2;15.3;11.9;21.7
1690A;10.1;8.9;;14.7;;21.8;24.1;27.0;23.6;17.4;12.9;;
1484C;10.7;9.5;10.9;14.4;18.7;20.7;23.1;24.9;24.5;19.4;13.4;;
2867;6.4;6.3;8.6;14.2;19.5;23.2;28.8;30.1;25.9;18.0;10.9;8.0;16.7
2422;5.0;5.2;8.3;13.9;20.1;;28.1;29.8;25.6;17.4;10.1;6.9;
2539;4.4;3.9;6.5;11.1;16.0;20.5;25.3;27.0;23.5;14.5;8.4;6.3;14.0
