Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;14;15;18;14;13;11;11;10;10;14;13;13;13
1387E;12;12;19;15;13;11;11;11;11;13;15;14;13
1428;10;11;17;15;11;9;10;8;8;9;11;11;11
8178D;6;5;9;8;5;;5;5;3;3;4;2;
8025;8;7;9;10;9;8;8;8;7;7;7;5;8
8019;15;13;17;17;14;13;14;13;13;12;;;
6325O;13;16;24;23;17;16;13;17;17;17;16;12;17
9091O;13;12;18;13;12;11;12;12;11;10;11;10;12
1212E;16;13;19;11;11;11;;11;11;;11;12;
1208H;;;;;;;;;7;;;;
1249I;;7;;4;4;3;;;;;;;
2444;9;11;16;12;11;10;10;10;8;9;10;8;10
4452;9;10;13;11;10;11;10;9;7;8;8;7;9
B954;16;13;22;18;14;14;14;12;13;14;15;11;15
B893;14;19;19;18;16;16;13;14;13;18;17;12;16
B228;6;6;7;8;8;8;8;8;7;6;5;4;7
B278;13;10;17;17;14;15;16;15;13;12;12;10;14
0200E;16;15;16;15;14;11;12;13;11;16;16;15;14
0076;17;15;18;17;17;15;16;16;16;16;14;;
1082;10;10;18;13;11;11;10;11;10;10;11;9;11
2331;15;17;23;17;17;;17;18;14;16;15;13;
3469A;10;11;17;13;10;10;10;9;8;9;11;7;10
5973;15;11;18;18;15;14;13;16;15;13;13;11;14
5960;12;12;21;14;13;14;13;;;11;10;;
5910;12;;22;;15;17;15;;13;;;9;
6001;20;16;;;19;20;;27;24;19;17;19;
1111;19;18;24;14;;13;12;;;;15;16;
1109;;;21;;;;;;;;;;
8500A;8;8;;10;8;9;8;8;8;;;6;
5000C;12;10;13;12;10;10;9;10;10;10;9;10;10
4121;7;7;11;10;8;8;8;8;7;6;7;;
5402;7;;14;;9;11;;9;7;9;8;6;
8096;6;7;9;9;6;7;8;7;6;6;6;3;7
1014;12;11;17;11;10;10;10;10;9;10;11;10;11
1024E;18;15;25;17;12;13;;11;11;16;20;15;
0367;7;7;12;;10;;12;11;;11;8;5;
5530E;5;8;13;12;10;12;11;9;7;7;6;4;9
5514;;;;;;;;;;10;;;
3013;8;8;12;9;6;6;7;6;4;5;6;5;7
4642E;10;11;19;14;12;14;14;12;12;10;10;7;12
9898;;9;9;10;9;9;8;9;7;8;8;5;
5270B;9;8;14;13;;9;10;9;8;8;9;6;
9170;;11;14;13;10;10;9;10;9;10;10;9;
C249I;;;25;27;26;25;28;26;19;17;19;;
C649I;22;22;;24;27;30;36;31;26;17;17;15;
C029O;22;23;;25;26;24;33;;21;;18;16;
2661;11;11;20;13;10;9;9;9;9;11;11;8;11
1549;5;5;8;7;6;7;6;6;5;5;5;3;6
9771C;11;9;11;9;10;10;9;8;6;7;6;6;9
1505;8;6;12;9;7;6;7;6;6;7;7;7;7
3191E;;;;;7;;;;;;;;
3195;7;9;;9;;;6;;5;7;6;4;
3129;10;14;19;15;10;12;12;10;8;10;11;7;12
3196;10;9;18;15;10;11;12;10;7;10;11;6;11
3200;;;20;;;;;;;;;;
2462;15;16;19;16;11;12;12;10;10;14;18;13;14
6155A;15;16;15;13;15;16;17;14;12;13;13;12;14
6000A;12;10;13;13;12;12;12;11;11;10;10;9;11
7178I;9;9;12;12;11;11;11;10;8;7;7;7;10
9263D;7;14;17;;;15;;16;13;15;11;9;
1690A;4;4;;6;;5;5;4;4;4;4;3;
1484C;5;8;13;10;9;8;8;8;7;8;9;7;8
1495;10;13;17;15;13;13;13;12;10;12;13;12;13
2867;13;;23;16;14;12;;8;7;12;14;9;
2870;7;6;12;9;;7;7;6;5;7;7;5;
C929I;28;25;24;29;27;;27;;19;18;21;21;
C430E;;;37;35;25;23;23;20;24;23;28;24;
C139E;;;;24;22;;24;23;18;15;;16;
C449C;12;11;12;14;12;12;11;11;;9;11;10;
C447A;21;21;22;29;26;25;27;25;20;15;19;14;22
C429I;26;23;24;21;;21;30;24;24;19;19;;
2465;9;10;18;13;;;10;9;8;10;11;8;
5796;8;7;16;10;8;9;8;7;7;7;6;6;8
5783;9;11;18;16;12;14;13;;11;12;9;9;
2030;10;10;13;10;9;8;8;9;7;9;8;8;9
0016A;15;11;15;11;13;12;12;12;;13;11;10;
9981A;12;12;13;10;12;11;11;12;9;11;8;9;11
9381I;8;8;14;10;9;8;8;8;7;6;8;5;8
8368U;7;7;12;9;7;7;8;6;5;5;6;4;7
3260B;9;10;17;14;11;12;13;10;9;9;10;7;11
8414A;14;13;20;18;14;15;15;15;12;12;13;11;14
2422;7;7;12;8;7;6;7;6;5;7;6;;
2539;15;17;24;16;15;12;13;13;11;15;14;;
2614;6;7;9;8;8;7;8;8;6;7;6;5;7
9390;7;6;9;7;6;6;7;6;4;5;5;4;6
9434;17;22;19;15;19;18;16;17;13;16;12;12;16
