Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;10158;10101;9986;10045;10102;10098;10102;10115;10124;10084;10043;10165;10094
1387E;10112;10053;9940;9998;10054;10053;10056;10069;10078;10038;9997;;
1428;9803;9737;9637;9691;9742;9744;9751;9762;9770;9730;9695;9814;9740
8175;9405;9318;9281;9326;9339;9351;;9369;9391;9341;9345;9441;
8178D;;9362;9323;9368;9382;9393;9397;9410;9432;9384;9388;9482;
8025;10117;10032;9990;10036;10048;10053;10051;10067;10089;10044;10053;10151;10061
8019;10180;10095;10052;10096;10107;10112;10108;10124;10147;10104;;;
6325O;10195;10109;10077;10104;10116;10118;10119;10125;10150;10114;;10227;
9091O;9622;9560;9470;9533;9578;9582;9584;9605;9620;9572;9547;9655;9577
1212E;10068;10020;9901;9968;;10025;;10045;10057;;;;
1208H;10211;10165;10042;10110;10168;10165;10164;10184;10197;10153;10108;10228;10158
1249I;9819;9769;9655;9721;9778;9779;9784;9802;9812;9768;9724;9838;9771
2444;8934;8856;8800;8850;8881;8897;8906;8921;8936;8881;8867;8968;8891
4452;10014;9927;9880;9906;9924;9926;9934;9923;9946;9914;9930;10040;9939
B954;10192;10109;10062;10117;10127;10130;10127;10142;10165;10119;10128;10228;10137
B893;10102;10022;9966;10039;10043;10049;10049;10064;10088;10036;10042;10135;10053
B228;10194;10115;;;10132;;;;;10125;10131;10226;
B278;10201;;10066;10131;10139;10143;10141;10156;10181;10132;10140;10237;
0200E;9701;9630;9568;9647;9660;9671;9675;9693;9715;9660;9656;9739;9668
0076;10192;10121;10050;10128;10139;;10142;10159;10187;10136;10139;;
1082;10177;10124;10014;10078;10132;10128;10127;10148;10163;10120;10089;10205;10125
2331;9190;9118;9043;9103;9142;9153;9159;9177;9194;9144;9122;9227;9148
3469A;9774;9690;9640;9673;9693;9696;9704;9701;9723;9686;9695;9802;9706
5973;10232;10150;10131;10139;10148;10156;10160;10140;10164;10135;10161;10253;10164
5960;10206;10122;10101;10110;10119;10125;10130;;10136;10108;;;
5910;10214;10133;10111;10120;10128;10136;10141;10120;10144;10116;10141;10234;10145
1111;10149;10100;9986;10053;10111;10107;10108;10128;10141;10096;10058;10173;10101
1109;10220;10170;10055;10120;10179;10174;10174;10194;10208;10164;10126;10245;10169
8500A;10152;10076;;10078;10092;10095;10095;10112;10138;;;10184;
