Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;15.1;12.6;13.2;12.9;14.4;17.8;19.1;19.5;19.5;17.7;13.9;15.7;19.5
1387E;15.1;11.9;12.2;11.7;13.8;16.9;18.1;19.8;17.5;17.1;13.0;14.7;19.8
1428;12.8;11.5;11.0;12.4;12.0;17.9;17.0;20.5;20.3;14.8;11.1;12.8;20.5
8175;9.2;5.7;9.2;12.7;12.1;18.0;19.1;21.6;19.4;13.2;10.6;3.4;21.6
8178D;9.3;7.4;9.8;13.4;13.1;19.6;21.0;23.7;20.0;14.3;10.8;5.3;23.7
8025;13.5;11.4;12.3;19.5;18.8;22.4;23.9;26.5;23.5;17.9;14.3;10.2;26.5
8019;15.3;10.8;12.2;17.9;19.5;22.4;;26.0;23.9;18.2;;;
6325O;13.1;12.9;13.8;17.9;18.5;22.9;23.2;26.2;;20.1;19.1;11.8;
9091O;10.6;9.0;9.6;12.3;12.5;17.6;19.4;18.0;17.0;12.5;11.7;9.0;19.4
1212E;15.7;12.1;;12.7;;17.4;;19.7;18.3;14.1;11.5;14.5;
1208H;16.9;11.4;12.0;14.2;16.6;18.7;21.5;20.8;19.4;15.7;12.1;13.8;21.5
1249I;15.7;11.4;13.0;12.4;14.0;16.2;18.5;19.7;18.2;13.9;11.5;12.7;19.7
2444;8.6;5.1;5.7;11.8;12.0;18.4;16.7;19.5;16.2;13.0;9.3;4.2;19.5
4452;11.7;12.9;11.7;16.7;15.7;21.9;18.9;26.2;21.3;17.1;14.0;8.7;26.2
B954;15.2;10.8;13.6;17.2;18.6;22.3;24.5;26.5;24.5;19.7;16.5;14.9;26.5
B893;13.3;10.2;13.2;14.2;17.8;21.4;22.9;25.3;;19.9;16.9;13.3;
B228;15.9;11.9;14.2;17.5;19.8;23.0;25.2;28.0;24.8;19.8;16.8;14.4;28.0
B278;16.1;8.6;12.9;14.6;19.7;19.9;23.3;23.9;23.3;16.6;15.3;8.8;23.9
0200E;12.3;11.9;10.4;16.5;16.2;22.5;24.1;26.8;21.0;18.1;14.1;12.7;26.8
0076;15.0;10.4;12.1;15.8;19.8;;24.6;27.3;23.3;19.7;15.1;10.8;
1082;12.3;10.1;16.9;16.3;15.5;19.4;20.4;20.5;18.8;22.4;12.9;15.2;22.4
2331;9.9;7.3;7.9;8.9;11.3;15.4;16.3;15.8;14.9;11.6;8.3;7.6;16.3
