Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
9091O;7.1;6.3;8.0;11.5;14.5;17.7;20.3;21.2;20.3;15.8;10.8;8.6;13.5
4452;10.8;11.1;12.7;;19.9;23.7;;28.6;27.5;22.3;16.1;12.5;
0200E;;6.8;8.5;13.1;16.9;21.9;26.1;26.7;22.7;;12.7;9.7;
2331;4.4;3.4;5.6;10.4;15.7;20.2;24.5;27.1;23.0;15.9;9.3;6.5;13.8
8096;;5.6;7.1;;;19.9;26.1;;23.8;;;;
1024E;8.3;6.7;8.0;12.3;14.9;18.7;22.2;22.3;20.5;15.9;11.5;10.2;14.3
1484C;;;11.0;13.8;17.8;19.8;21.9;23.9;23.9;;;;
2867;6.9;6.4;8.6;13.6;18.7;22.2;27.7;29.2;25.9;18.9;11.7;8.6;16.5
2422;5.7;5.5;8.1;13.2;19.1;;27.3;29.2;25.7;18.5;11.3;7.7;
2539;5.6;4.9;6.2;10.0;14.2;17.8;21.7;23.6;21.5;15.5;9.8;7.7;13.2
