Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;N;30;30;30;30;30;30;30;30;30;30;30;30;30
1387;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0
1387;Q1;2.0;1.0;0.2;1.0;1.0;0.0;0.0;0.0;0.2;2.0;2.2;2.2;25.2
1387;Q2;2.4;1.4;1.0;2.0;1.0;1.0;1.0;1.0;1.0;4.0;3.0;4.0;30.8
1387;Q3;4.6;3.0;2.0;2.0;2.0;1.6;1.0;1.0;2.6;5.0;6.0;5.0;35.8
1387;Q4;5.8;4.8;3.8;4.8;4.0;3.0;2.0;2.0;4.0;6.8;8.0;6.0;39.8
1387;Max;9.0;9.0;9.0;8.0;7.0;4.0;3.0;3.0;6.0;10.0;11.0;9.0;46.0
1387;Mn;4.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;4.0;5.5;4.0;33.0
1387;Md;3.7;2.7;2.1;2.5;2.3;1.4;1.0;1.0;2.2;4.4;5.2;4.6;33.1
1387;S;2.38;2.15;2.16;1.98;1.81;1.33;1.02;0.95;1.76;2.75;3.05;2.43;7.02
1387;Cv;0.64;0.80;1.01;0.80;0.77;0.93;1.02;0.95;0.81;0.63;0.59;0.53;0.21
1387E;N;30;30;30;30;30;30;30;29;29;29;29;29;28
1387E;Min;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0
1387E;Q1;1.2;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;30.6
1387E;Q2;3.0;2.4;2.0;2.0;1.4;1.0;0.0;1.0;1.0;3.0;4.0;4.0;35.0
1387E;Q3;5.0;4.0;3.0;3.0;2.6;1.0;1.0;1.0;3.0;5.0;6.0;6.0;39.4
1387E;Q4;6.8;5.8;4.8;5.0;4.0;3.0;2.0;2.0;4.0;7.0;9.0;7.0;43.4
1387E;Max;10.0;8.0;10.0;14.0;8.0;4.0;3.0;3.0;6.0;10.0;12.0;12.0;54.0
1387E;Mn;4.0;3.5;2.0;2.0;2.0;1.0;1.0;1.0;2.0;5.0;5.0;5.0;37.5
1387E;Md;4.3;3.6;2.5;3.0;2.5;1.5;1.0;1.0;2.4;4.6;5.6;5.2;37.4
1387E;S;2.73;2.33;2.36;2.95;1.93;1.46;1.07;0.87;1.84;2.82;3.45;3.11;7.14
1387E;Cv;0.63;0.64;0.93;1.00;0.78;0.99;1.10;0.90;0.77;0.62;0.62;0.60;0.19
1428;N;30;30;30;30;30;30;30;30;30;30;30;30;30
1428;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0
1428;Q1;2.2;2.0;1.2;2.0;2.0;1.0;0.0;0.0;1.0;4.0;2.2;4.2;49.2
1428;Q2;6.0;4.4;3.0;3.0;3.0;1.0;0.0;1.0;2.0;6.0;6.0;7.0;56.8
1428;Q3;9.0;7.0;4.6;5.0;5.0;2.0;1.6;2.0;5.0;7.6;7.6;8.6;62.6
1428;Q4;10.8;8.8;7.8;9.0;6.8;5.0;3.0;3.0;6.0;10.8;11.0;11.8;66.0
1428;Max;16.0;12.0;20.0;17.0;11.0;7.0;4.0;9.0;9.0;14.0;15.0;20.0;73.0
1428;Mn;7.5;5.5;4.0;4.0;4.5;1.5;1.0;2.0;3.0;7.0;7.0;8.0;60.5
1428;Md;7.1;5.5;5.0;5.1;4.5;2.3;1.2;1.9;3.6;6.9;7.2;8.0;58.4
1428;S;4.00;3.48;4.59;4.28;2.80;2.04;1.36;1.97;2.53;3.59;4.25;4.55;9.05
1428;Cv;0.56;0.63;0.92;0.83;0.62;0.87;1.10;1.04;0.71;0.52;0.59;0.57;0.15
8175;N;30;30;30;30;30;30;29;30;30;30;30;30;29
8175;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
8175;Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
8175;Q2;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.4;1.0;0.0;8.0
8175;Q3;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;11.0
8175;Q4;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;1.8;2.0;12.0
8175;Max;3.0;2.0;3.0;3.0;6.0;4.0;1.0;3.0;4.0;3.0;4.0;5.0;19.0
8175;Mn;0.0;0.0;0.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.5;9.0
8175;Md;0.4;0.6;0.9;1.1;1.3;1.0;0.3;0.3;1.0;1.1;1.1;0.9;10.1
8175;S;0.86;0.77;1.11;0.92;1.53;1.29;0.48;0.65;1.02;1.09;1.05;1.26;3.45
8175;Cv;1.98;1.28;1.19;0.84;1.21;1.29;1.40;2.17;1.02;0.99;0.98;1.35;0.34
8178D;N;28;28;28;28;28;27;28;28;28;28;28;27;26
8178D;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
8178D;Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4
8178D;Q2;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.6;1.0;0.0;8.8
8178D;Q3;0.0;0.4;1.0;1.0;1.0;1.0;0.0;0.0;2.0;1.4;1.0;1.0;10.2
8178D;Q4;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;3.0;2.0;2.0;13.0
8178D;Max;3.0;2.0;3.0;3.0;4.0;5.0;2.0;2.0;4.0;4.0;4.0;5.0;17.0
8178D;Mn;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;10.0
8178D;Md;0.5;0.5;0.9;1.1;1.2;1.0;0.3;0.3;1.3;1.3;1.1;0.9;9.9
8178D;S;0.84;0.69;1.17;0.86;1.29;1.39;0.60;0.52;1.14;1.30;1.10;1.24;3.37
8178D;Cv;1.81;1.39;1.31;0.80;1.06;1.39;2.10;2.07;0.91;1.01;0.99;1.34;0.34
8025;N;30;30;30;30;30;30;30;30;30;30;30;30;30
8025;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
8025;Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
8025;Q2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;6.0
8025;Q3;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;9.0
8025;Q4;1.0;1.0;1.0;2.0;1.8;0.8;0.0;0.0;2.0;2.0;2.0;1.0;11.6
8025;Max;4.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;7.0;6.0;4.0;3.0;16.0
8025;Mn;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;7.5
8025;Md;0.6;0.5;0.5;0.9;0.7;0.2;0.1;0.2;1.2;1.2;1.2;0.5;7.8
8025;S;0.97;0.78;0.86;0.84;0.80;0.50;0.43;0.46;1.61;1.37;1.10;0.90;3.52
8025;Cv;1.61;1.55;1.61;0.94;1.20;2.16;3.26;2.77;1.34;1.17;0.91;1.69;0.45
8019;N;30;30;30;30;30;30;30;30;30;30;30;29;29
8019;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
8019;Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
8019;Q2;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0
8019;Q3;0.0;0.6;0.6;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;8.0
8019;Q4;1.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;2.0;2.0;2.0;1.0;11.0
8019;Max;2.0;3.0;3.0;3.0;3.0;2.0;1.0;2.0;5.0;5.0;3.0;3.0;17.0
8019;Mn;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.5;1.0;1.0;0.0;7.0
8019;Md;0.5;0.6;0.5;0.8;0.9;0.3;0.1;0.2;1.2;1.2;1.1;0.5;7.8
8019;S;0.78;0.89;0.73;0.77;0.92;0.53;0.31;0.48;1.58;1.32;1.11;0.83;3.45
8019;Cv;1.46;1.49;1.46;1.01;1.03;1.78;3.05;2.42;1.35;1.13;1.04;1.60;0.44
6325O;N;30;30;30;30;30;30;30;30;30;30;30;30;30
6325O;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
6325O;Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
6325O;Q2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
6325O;Q3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;7.0
6325O;Q4;1.0;1.0;1.0;1.0;0.8;0.0;0.0;0.0;1.0;1.0;2.0;2.0;8.0
6325O;Max;4.0;4.0;4.0;2.0;3.0;2.0;0.0;0.0;2.0;3.0;3.0;5.0;15.0
6325O;Mn;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;5.5
6325O;Md;0.6;0.6;0.5;0.4;0.3;0.1;0.0;0.0;0.4;0.7;0.9;1.0;5.5
6325O;S;1.04;0.89;0.94;0.61;0.64;0.40;0.00;0.00;0.72;0.87;1.17;1.27;3.22
6325O;Cv;1.73;1.41;2.01;1.68;2.40;4.03;-;-;1.81;1.18;1.26;1.23;0.58
9091O;N;30;30;30;30;30;30;30;30;30;30;30;30;30
9091O;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0
9091O;Q1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2;1.0;1.0;16.0
9091O;Q2;1.4;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;2.0;21.4
9091O;Q3;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;4.0;2.6;25.0
9091O;Q4;4.0;3.8;3.8;3.0;3.8;2.8;2.0;2.0;2.0;4.8;5.0;3.8;27.0
9091O;Max;6.0;7.0;6.0;6.0;5.0;5.0;4.0;7.0;5.0;9.0;7.0;8.0;33.0
9091O;Mn;2.0;2.0;1.0;1.5;2.0;1.0;1.0;1.0;0.5;2.0;3.5;2.0;24.0
9091O;Md;2.3;1.9;1.9;1.8;2.0;1.4;1.1;1.2;0.9;2.4;3.1;2.4;22.5
9091O;S;1.75;1.85;1.84;1.65;1.60;1.28;1.08;1.38;1.18;2.14;1.96;1.79;5.56
9091O;Cv;0.75;0.99;0.95;0.92;0.80;0.89;1.01;1.12;1.32;0.89;0.63;0.74;0.25
1212E;N;30;30;30;30;30;30;30;29;29;29;29;29;29
1212E;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0
1212E;Q1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;29.0
1212E;Q2;2.4;2.0;2.0;2.4;1.0;1.0;1.0;1.0;2.0;2.0;3.0;3.0;31.0
1212E;Q3;4.0;3.0;3.0;3.6;2.0;2.0;1.0;2.0;2.0;4.0;5.0;5.0;35.0
1212E;Q4;5.8;4.8;5.0;5.0;3.0;2.8;2.0;2.0;4.0;6.0;7.0;6.0;39.0
1212E;Max;9.0;10.0;6.0;10.0;10.0;5.0;4.0;5.0;8.0;10.0;11.0;9.0;47.0
1212E;Mn;3.0;2.5;2.5;3.0;2.0;1.0;1.0;1.0;2.0;4.0;5.0;4.0;33.0
1212E;Md;3.5;3.0;2.9;3.3;2.2;1.7;1.2;1.6;2.5;3.6;4.8;3.9;34.2
1212E;S;2.43;2.41;1.71;2.60;2.04;1.49;1.21;1.40;1.94;2.68;2.72;2.19;5.57
1212E;Cv;0.70;0.80;0.59;0.78;0.94;0.90;1.01;0.90;0.77;0.75;0.57;0.56;0.16
1208H;N;9;9;9;10;10;10;10;9;10;10;10;10;8
1208H;Min;;;;;;;;;;;;;
1208H;Q1;;;;;;;;;;;;;
1208H;Q2;;;;;;;;;;;;;
1208H;Q3;;;;;;;;;;;;;
1208H;Q4;;;;;;;;;;;;;
1208H;Max;;;;;;;;;;;;;
1208H;Mn;;;;;;;;;;;;;
1208H;Md;;;;;;;;;;;;;
1208H;S;;;;;;;;;;;;;
1208H;Cv;;;;;;;;;;;;;
1249I;N;30;30;30;30;30;30;30;30;30;30;30;30;30
1249I;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0
1249I;Q1;0.2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.2;1.0;24.2
1249I;Q2;2.0;1.0;2.0;2.0;1.4;1.0;1.0;1.0;1.4;2.0;3.0;2.0;27.0
1249I;Q3;3.0;3.0;3.0;3.0;2.6;1.0;1.0;2.0;2.6;3.6;5.0;3.0;30.2
1249I;Q4;4.8;4.0;4.0;5.0;4.0;3.6;2.0;2.8;3.8;5.0;6.0;5.0;34.8
1249I;Max;7.0;6.0;6.0;9.0;7.0;7.0;5.0;5.0;5.0;12.0;9.0;7.0;43.0
1249I;Mn;3.0;2.0;2.0;2.5;2.0;1.0;1.0;1.0;2.0;2.5;4.0;3.0;28.5
1249I;Md;2.7;2.5;2.6;2.9;2.4;1.7;1.2;1.6;2.0;3.1;4.0;2.9;29.5
1249I;S;2.06;1.78;1.65;2.23;1.75;1.95;1.19;1.41;1.65;2.54;2.45;1.98;5.61
1249I;Cv;0.77;0.72;0.63;0.76;0.74;1.15;0.99;0.90;0.84;0.82;0.61;0.68;0.19
2444;N;27;28;28;28;28;28;27;28;28;28;28;28;26
2444;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
2444;Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
2444;Q2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;9.0
2444;Q3;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;11.2
2444;Q4;1.4;1.0;1.0;2.0;3.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;15.2
2444;Max;5.0;2.0;3.0;3.0;6.0;3.0;2.0;4.0;2.0;6.0;6.0;4.0;20.0
2444;Mn;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;10.0
2444;Md;0.7;0.4;0.5;0.7;1.5;1.0;0.4;0.6;0.7;1.8;1.4;1.1;10.8
2444;S;1.26;0.68;0.79;0.90;1.64;1.05;0.56;0.91;0.71;1.73;1.59;1.13;4.74
2444;Cv;1.70;1.90;1.59;1.33;1.07;1.05;1.53;1.42;1.00;0.99;1.17;1.02;0.44
4452;N;30;30;30;30;30;30;30;30;30;30;30;30;30
4452;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
4452;Q1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;10.0
4452;Q2;1.0;1.0;0.0;1.0;0.4;0.0;0.0;0.0;0.0;1.0;1.0;1.0;13.0
4452;Q3;2.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;15.0
4452;Q4;3.0;2.0;2.0;3.0;2.0;1.0;0.0;0.0;1.0;4.0;4.0;5.0;18.6
4452;Max;9.0;8.0;4.0;6.0;5.0;3.0;1.0;1.0;3.0;7.0;9.0;10.0;31.0
4452;Mn;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;13.5
4452;Md;1.7;1.5;0.9;1.6;1.0;0.4;0.1;0.1;0.7;2.1;2.1;2.5;14.8
4452;S;1.80;1.78;1.21;1.47;1.19;0.72;0.31;0.25;0.87;1.83;2.16;2.64;5.77
4452;Cv;1.04;1.21;1.35;0.90;1.15;1.81;3.05;3.81;1.18;0.87;1.01;1.07;0.39
B954;N;30;30;30;30;30;30;30;30;30;30;30;30;30
B954;Min;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
B954;Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.2;8.2
